path	kind	consumers	consumer_count	lines	bytes	sha256	sections	labels	citation_keys	unresolved_citations	todo_lines	placeholder_lines	claim_risk_lines	missing_input_hooks	mechanical_status
platform_hybrid/paper/neurips_2026_variants/sections/intro_workshop.tex	paper-specific	R03	1	47	2825	a5dd15570e470a283a37f2a41a3b035f139fdc2a1ddfd84e1acbbb957e16d985	1	1	5				21,37,46	0	screened
platform_hybrid/paper/neurips_2026_variants/sections/intro_zvf.tex	paper-specific	R02	1	84	5244	94266cedc8dae6dce073b1fb4743b66bb54e031d2fe4080660ffe3e5ad559768	1	1	3				12,62	0	screened
platform_hybrid/paper/neurips_2026_variants/sections/related_work_zvf.tex	paper-specific	R02	1	88	5317	4a88a7560d89f051df93d0f41e7a2f6b42f60261180356bbdff3028f45a5ca3a	3	3	26				29,76,86	0	screened
platform_hybrid/paper/neurips_2026_variants/sections/reproducibility_card_dnb.tex	paper-specific	R04	1	54	3051	5f5c37653b9c043e3fff1e1fc681209bb8a0102fe2dce707160d6d7b52fdce26	1	1	0					0	screened
platform_hybrid/paper/neurips_2026_variants/sections/run_manifest.tex	shared	R02,R03,R04	3	130	10483	ee14a0a9e84a7b9d52c2a11dd84c9683eabe2837017fa03e5b78fcb8932ee7c6	1	2	0				20,42,43,44,82,111	0	screened
platform_hybrid/paper/neurips_2026_variants/sections/stratified_diagnostics.tex	shared	R02,R03,R04	3	74	4014	216f975ad94da6ab02199a8ff0a69c0f5a1c3b768103a0be41012d3334e44310	1	3	0				73	0	screened
platform_hybrid/paper/paper_P1_scaling.tex	root	P01	1	55	2605	e4c51434de511889216119d466222c335518907f00a587543dc3b0c39556c9bb	0	1	0					0	screened
platform_hybrid/paper/paper_P2_zvf.tex	root	P02	1	61	2745	b73e9a6c5a5955a2b57252d63fd6db65825f6f55248a3b56ccab482cb40633c9	0	1	0					0	screened
platform_hybrid/paper/paper_P3_group_size.tex	root	P03	1	53	2711	2bc2ef52d156b49efb9c68546bd16338f3a0234d8d003d1deb70bc58e343262f	0	1	0					0	screened
platform_hybrid/paper/paper_P4_length_bias.tex	root	P04	1	61	2709	43645382372d049abd9e9b8e3eda47fb3d64dc79d0996a92a9963e80e1069f91	0	1	0					0	screened
platform_hybrid/paper/paper_P5_minreport.tex	root	P05	1	77	3680	32cc7394efcc854da2de701c0f3343978f65c05a37df0389cd57d8472519c83d	0	1	0					0	screened
platform_hybrid/paper/paper_P6_registry.tex	root	P06	1	75	3494	66744fc37410ed9970fe64192ae847aea50ab826110188e6d056ec2072a3a54f	0	1	0					0	screened
platform_hybrid/paper/paper_P7_zvf_controller.tex	root	P07	1	74	3539	7ab5f6685a35d279de2383e1a448fd2e20492367c9c36f1216aa2d289b895e8c	0	1	0					0	screened
platform_hybrid/paper/paper_P8_fraud.tex	root	P08	1	89	4150	c17275607c78ddf6cb3dcacbc10cc2aa1423803fc24bb9db61364283e8627ded	0	1	0				27	0	screened
platform_hybrid/paper/sections/_shared_author.tex	shared	P01,P02,P03,P04,P05,P06,P07,P08	8	10	249	56f12882c48dac6cb44589a96657de3ff143e16806cff0530a8104b2c6eb986f	0	0	0					0	screened
platform_hybrid/paper/sections/_shared_methods.tex	shared	P01,P02,P03,P04,P05,P06,P07	7	378	17982	28797353023a96ca77dc17d5eed0efc4ae8609c517a0a2bb570c4008e4f6d72d	11	10	3			53	54,67,68,69,70,71,80,85,179,307,318,322,329,333,336,351,367,370	0	attention
platform_hybrid/paper/sections/_shared_preamble.tex	shared	P01,P02,P03,P04,P05,P06,P07,P08	8	86	3482	53b5c8e5bb535ab84af132a355ae7b17bf30efc5b37ed1dec1e54a5ecee1430b	0	0	0					0	screened
platform_hybrid/paper/sections/abstract.tex	paper-specific	U01	1	38	2384	dc5897c82a683c36b011632014ac78c9ac28b665596377c3a896a32bdf72a1e5	0	0	0				8,19,23,28,33	0	screened
platform_hybrid/paper/sections/appendix_zvf_formalization.tex	shared	P02,U01	2	155	9423	a31b0ca598fb7f6853c2e116e63f1cc69c24499f832d1b97b04b1ba336bb95af	6	3	0				37,51,61,114,153	0	screened
platform_hybrid/paper/sections/base_vs_instruct_paired.tex	paper-specific	U01	1	105	5702	100acb7acc796b83ddeb620e4c32d218b06e36222d5e38a698e5ca854eacf1b0	1	2	0			90	78	0	attention
platform_hybrid/paper/sections/cdh_echo_synthesis.tex	shared	P03,P04	2	74	3761	3b0db2613c3956ced858e26b75d519c3c4ea95bc53960ec16ed3bffb48fea5b8	1	1	0				26,49,71	0	screened
platform_hybrid/paper/sections/checklist.tex	paper-specific	U01	1	384	20245	68626ee033c0b65e3cdc990d8fed71f3c10dd743da9267fc58a27690cd54aac8	1	0	4				28,31,34,89	0	screened
platform_hybrid/paper/sections/conclusion.tex	paper-specific	U01	1	37	2304	e2aa1ef0c066e3543e5cf8f54bfb794651223c211bdf4c8f6aecdb5cc5b1485f	1	1	0				12,14,20,21,27,34	0	screened
platform_hybrid/paper/sections/critic_degeneracy_hypothesis.tex	paper-specific	P03	1	112	6257	be5773edc00597b694579876078535f3a9ddeb6af9b24c96fc2334e304ab5eda	1	1	0				26,31,36,46,47,48,49,53,54,55,59,63,65,66,67,69,80,87,89,95,97,102,110	0	screened
platform_hybrid/paper/sections/extended_related_work.tex	paper-specific	U01	1	70	3452	3b96137ee2ddc09d9b750c7cad55062ed25f2cc473cd68d466f3213a5805d6c3	2	3	1					0	screened
platform_hybrid/paper/sections/figures_regeneration_note.tex	paper-specific	U01	1	24	1507	e558975aa5df42edbc6987bcdc7d370734558875ab4431d274c90468835141f0	0	0	0			4,23		0	attention
platform_hybrid/paper/sections/framework_configs_appendix.tex	paper-specific	U01	1	122	6378	190aa4cd4a653a6824e2e841bbc450b0b54fdcc975d03dc9fc06b56368b1412e	7	2	0			75,105		0	attention
platform_hybrid/paper/sections/frontier_scope_clarification.tex	paper-specific	U01	1	132	7543	ddb4a6251ab72f0bf24ea6838154d1e8ca35c3ac30a41ab7bf9c34a94e4d14cb	5	2	0				13,60,70	0	screened
platform_hybrid/paper/sections/frontier_synthesis_group_size.tex	shared	P03,U01	2	178	10226	666ce585b2bd2fd46a73cfeace9b8442991429a16c1477f1e698cd91ba997e3b	1	5	0				43,95,100,103,118,119,126,138,161,172	0	screened
platform_hybrid/paper/sections/frontier_synthesis_length_bias.tex	shared	P04,U01	2	142	9520	b86cdc6b522a529caddd9dcc61fe182dbfdd8db785b18060f97e5bdc94545a37	1	1	0				75,78,82,86	0	screened
platform_hybrid/paper/sections/frontier_synthesis_scaling.tex	shared	P01,U01	2	153	9168	80caf2cce70d0855bb64da5a603b4d65044bcc627bfd0971d7d7f6271bb80495	1	6	0				76,85,86,89,94,96,97,107,119	0	screened
platform_hybrid/paper/sections/frontier_synthesis_zvf.tex	shared	P02,U01	2	142	8258	1f4f973c02be605f122e87ff704bbc21886dfef19fc5cc9c6231baf1e49bd0da	1	4	0				37,91,121	0	screened
platform_hybrid/paper/sections/group_size.tex	paper-specific	P03	1	360	19550	a3f34268594b9cff0fe302983da1efed59486139f9b64b9288b2ade7fdeb07da	1	7	1				12,18,22,112,157	0	screened
platform_hybrid/paper/sections/group_size_iter23.tex	shared	P03,U01	2	132	6824	47989ce3a43e8b5742e025b7ab3ea9a65683fc382e4ba8f2b150b6e973e071cd	1	4	1				22,92	0	screened
platform_hybrid/paper/sections/group_size_iter27.tex	shared	P03,U01	2	204	10972	0b23325c055e32dc693212fbbb58c3e677ad5cdd613a3f1699171abea66a2423	1	3	1				21,94,109,114,157,175	0	screened
platform_hybrid/paper/sections/group_size_reconcile.tex	shared	P03,R02,R03,R04,U01	5	166	9317	408234d8eda69bf5167c940b1099181175926a7d08b7e83ca697f3ceb43e227f	6	5	0				94,116,121,140,148	0	screened
platform_hybrid/paper/sections/heldout_stratified.tex	paper-specific	U01	1	86	4221	50ee88a83150afaf932d7f8a85680803fc81f2af39e326e9433d156204317168	5	2	0				56,67,69	0	screened
platform_hybrid/paper/sections/intro.tex	paper-specific	U01	1	67	4152	e1047813a57bdb1a99de6def0fcad5c4d194c1233635659e0fa7f3c61cee9692	1	1	5				12,30,34,46,54,57,63	0	screened
platform_hybrid/paper/sections/length_bias.tex	shared	P04,U01	2	963	50780	429cb0b373ee20fefb0076eebbbb6b0321488deb1b12368bf522833bbd68acf6	3	17	3				21,46,155,197,315,319,345,443,463,469,496,519,527,567,605,691,748,777,895,906,915,957,959	0	screened
platform_hybrid/paper/sections/length_bias_iter100.tex	paper-specific	U01	1	217	12180	ed774e615928c289275b8c0e7a967456f0b610b7ba0b7294673d5a3d520fee07	1	5	0				67,215	0	screened
platform_hybrid/paper/sections/length_bias_iter104.tex	paper-specific	U01	1	157	7890	ffa8f041f44f6923a44828fb0d342a67a87a6808a936ecdf09af7515480d963d	1	3	0					0	screened
platform_hybrid/paper/sections/length_bias_iter108.tex	paper-specific	U01	1	213	10959	ed0aa1732154ba971be1ec84b0f9cbed37a5c8762ca4d596915c3c06bdb4ecd0	1	4	0				20,22,50,64,138,192	0	screened
platform_hybrid/paper/sections/length_bias_iter112.tex	paper-specific	U01	1	175	8942	4a244b62f1c983b7e9ea843fa8b5ede9060c9d48fd8356433efdfc09e84a00b0	1	3	0				18	0	screened
platform_hybrid/paper/sections/length_bias_iter116.tex	paper-specific	U01	1	215	11207	612c46cdbde8b46227743c5c34c6874d186d04fd95dc2fb91ee97b460399b2ac	1	3	0				76	0	screened
platform_hybrid/paper/sections/length_bias_iter124.tex	paper-specific	U01	1	239	12913	36aca28fd517ebb7fd21b415c50432b3800242354083cd050eba1c141dd32769	1	3	0				89,117,147,180	0	screened
platform_hybrid/paper/sections/length_bias_iter128.tex	paper-specific	P04	1	99	5164	c98ca3c5514ff76d74634fdfa46df00eb6c3d03f577976a4be0d5a36b14f0139	1	1	0				24,26	0	screened
platform_hybrid/paper/sections/length_bias_iter132.tex	paper-specific	P04	1	121	6099	80990f27313df5467761bb7e7e52e559b402fb5c35288403448862eabdc513dc	1	1	0				14,38,39,42	0	screened
platform_hybrid/paper/sections/length_bias_iter136.tex	paper-specific	P04	1	140	7147	68e713d28d81243c9927bb5ad713eb981350443bd7be56fa04bc2f4cd03420ce	1	1	0				27	0	screened
platform_hybrid/paper/sections/length_bias_iter28.tex	shared	P04,U01	2	158	8377	b261780a07e095c7622c6f5265c688c868101361a1f2c2e9085b2e02b6b9c439	1	3	1				87,114	0	screened
platform_hybrid/paper/sections/length_bias_iter32.tex	shared	P04,U01	2	115	6225	36c8d243e921a92fdc39f9b640fcd3da1aa10f126f39cee59072988c70551fda	1	3	2				14,16,26,36,41,97,111	0	screened
platform_hybrid/paper/sections/length_bias_iter36.tex	shared	P04,U01	2	165	8379	6ece79209d340dea95f25fbf327351b8ed16e31efea5747daebb72d47be62694	1	4	1				62,76,120,122,125,132,133	0	screened
platform_hybrid/paper/sections/length_bias_iter40.tex	shared	P04,U01	2	179	9362	b906aafa3d9be54bedf1f7beadd8daef8c7a3121e94589114de65eb4bfa179ed	1	4	0				16,36,56,85,94,103	0	screened
platform_hybrid/paper/sections/length_bias_iter44.tex	shared	P04,U01	2	125	7235	6a9c8e347f4f5efe2f2d5f8bcb9d7e58cbbf4769573e90e16feb9761d2eb4438	1	3	0				40,51	0	screened
platform_hybrid/paper/sections/length_bias_iter48.tex	shared	P04,U01	2	93	5492	38ae146173c5e142de38e3a8c3794c6f0351347b7ba1973d4aabc52308dd627f	1	2	0				26	0	screened
platform_hybrid/paper/sections/length_bias_iter52.tex	shared	P04,U01	2	101	6051	8cf43e74522a2829aba16c7ab0b0ae351ddac72322a82bc089a0c57ff200fc5d	1	1	0				59	0	screened
platform_hybrid/paper/sections/length_bias_iter56.tex	shared	P04,U01	2	95	5400	8c47f08c4b301a7a4445449e1df720ccc5b61d69bcac9f4fc569130e00192484	1	1	0					0	screened
platform_hybrid/paper/sections/length_bias_iter60.tex	shared	P04,U01	2	129	6974	1aeb39ab4a0581617f2cd6cdb1d3d389048c1376f8a09b897c8c4b7d2be6cf08	1	2	0				50,52,91	0	screened
platform_hybrid/paper/sections/length_bias_iter64.tex	shared	P04,U01	2	101	5684	51ea2275adcc5e32770dfcdd13eeafbe9dd16a5b5521dfc02c15c9305f839ca8	1	3	0					0	screened
platform_hybrid/paper/sections/length_bias_iter68.tex	shared	P04,U01	2	141	7706	f947b6fd15966820b787e8cd6f256179138a8591d7252060961900ac40b6d6ad	1	2	0				68,85,88,119	0	screened
platform_hybrid/paper/sections/length_bias_iter72.tex	shared	P04,U01	2	117	6756	7f120af854c678ba2030f96cd09ea78c2eb14c2aca21c8fac222043b498acb47	1	2	0				79,87	0	screened
platform_hybrid/paper/sections/length_bias_iter76.tex	shared	P04,U01	2	169	9037	b987c98a3c91db82b2c11418abc6c48755486d034644958c1cec4928f5507b61	1	4	0				18,45	0	screened
platform_hybrid/paper/sections/length_bias_iter80.tex	shared	P04,U01	2	105	6111	320bc21291137dd218e601f77c3e08fae865357e6e64c06726843cdba2b93de2	1	3	1				45,69	0	screened
platform_hybrid/paper/sections/length_bias_iter84.tex	paper-specific	U01	1	140	8203	24731ebb784180871f9d3a3590667ac3ebce697b54d8cd477a193d4deea889d7	1	5	1				25,42,111,121,137	0	screened
platform_hybrid/paper/sections/length_bias_iter88.tex	paper-specific	U01	1	196	11145	518ed4083f3d0ce41dad134fa878aea2ec45fedc73796432b6f0236b73b1637b	1	5	1					0	screened
platform_hybrid/paper/sections/length_bias_iter96.tex	paper-specific	U01	1	164	9059	66e5ad21b36b5e1174def98eda3d2d70f5146fc3b3fd6edf56c0e87ee1e20e93	1	4	0				45	0	screened
platform_hybrid/paper/sections/length_bias_react_shaping.tex	paper-specific	P04	1	75	3899	49a7463401ba1a2883a2257228b3de9c1a43a0419724992247713096450e05c4	1	1	1				39,55	0	screened
platform_hybrid/paper/sections/p1_abstract.tex	paper-specific	P01	1	39	2803	ad330d317a7eca5815784cba73afa78e9fb08b9bd69f39444d69f967db7ca6ff	0	0	0					0	screened
platform_hybrid/paper/sections/p1_conclusion.tex	paper-specific	P01	1	41	2685	2ca94e49decafcb7cc94a07a1109c844813adc78344b47f67c0f2a4b9be675c3	2	2	0					0	screened
platform_hybrid/paper/sections/p1_intro.tex	paper-specific	P01	1	51	3617	b22013be91afe782cdbd8752106f72c5a6ce2d404fb67f91950c18c510a21103	2	2	12				6,26	0	screened
platform_hybrid/paper/sections/p1_results_intro.tex	paper-specific	P01	1	27	1848	d83f94452783c21a05649f2ea54448a46458e9ee215dabf306e9e23ff3a24477	1	1	0				14	0	screened
platform_hybrid/paper/sections/p2_abstract.tex	paper-specific	P02	1	26	1806	16b3a04a4669a2fd1bd01645bbdf8ff3892691427fc4bd87bc6092bc9aac99f7	0	0	0				10	0	screened
platform_hybrid/paper/sections/p2_conclusion.tex	paper-specific	P02	1	33	2197	69adcc53896ba5d403c059d5f9d93f2a73f9a9790311a46c7ff3146d4a034689	2	2	0				5,10,13,29	0	screened
platform_hybrid/paper/sections/p2_intro.tex	paper-specific	P02	1	50	3406	7ae4f56afbc87c6aede42216af3d7d122c4c7cb6905e8d1b274e5213da059e40	2	2	12				19,39,45	0	screened
platform_hybrid/paper/sections/p2_results_intro.tex	paper-specific	P02	1	27	1865	f5a41c325be8a9145aab27e2053cb52ad772013b9d8d76060e2b6b723d1bacec	1	1	0				10,14,23	0	screened
platform_hybrid/paper/sections/p3_abstract.tex	paper-specific	P03	1	35	2503	04fc4fa130cfad8e187f8f418f1d10cf2b298df58648279178d36b016c2ded62	0	0	0				9	0	screened
platform_hybrid/paper/sections/p3_conclusion.tex	paper-specific	P03	1	91	5961	57ccf729ab4207194957ebee9e5982ae0fba87e0f6870d0795857b43ee3231d5	2	2	7				6,12,15,32,38,80	0	screened
platform_hybrid/paper/sections/p3_intro.tex	paper-specific	P03	1	52	3361	d8fd405b581de46bd79104c14888d50457be42c79298591dba178166da3f7703	2	2	13				33,38,46	0	screened
platform_hybrid/paper/sections/p3_results_intro.tex	paper-specific	P03	1	31	2114	c9d138d6a64a1f1e5b8cb6d1f9fa7d088c899b88cf171e33fccea77ceba48e9f	1	1	0				6	0	screened
platform_hybrid/paper/sections/p4_abstract.tex	paper-specific	P04	1	22	1596	b70c89cd5ae2d947b33cff0e10db8aa34c4f064866f01dcdf339a44330b1f8e3	0	0	0				20	0	screened
platform_hybrid/paper/sections/p4_conclusion.tex	paper-specific	P04	1	44	2868	591dd4a7f25e203e761024acbdf8b5b7fadba05ce9153f87f069da3220cd4956	2	2	1				18,35,36,41	0	screened
platform_hybrid/paper/sections/p4_intro.tex	paper-specific	P04	1	50	3334	03cfe70d00d4fe9bde630e36f3846a6907301fc40fae34ba1299c145d906592d	2	2	10				25,32,33	0	screened
platform_hybrid/paper/sections/p4_results_intro.tex	paper-specific	P04	1	32	2202	70901c41cff3af51f1c0a288aa4397dbf870ebc865ae4370f4c53254345e76cd	1	1	0				4,7,25,29	0	screened
platform_hybrid/paper/sections/p5_abstract.tex	paper-specific	P05	1	37	2695	79061e75fea9637f86e7a2e856eda156818ec2807c3d38030bf7b42d7bd34cb1	0	0	0				8,19	0	screened
platform_hybrid/paper/sections/p5_conclusion.tex	paper-specific	P05	1	44	2665	3eee13ab4e2b18e67689810905ca2359fea5ee99d1e30ca265f311fd7fd551ec	1	1	6				8,9,26,32	0	screened
platform_hybrid/paper/sections/p5_evidence.tex	paper-specific	P05	1	1861	97156	f7aa746756c616b8dec37e3c4414e404b07daa44e6df39ba18b6858070669df4	23	48	6				7,20,42,96,214,349,419,575,1563,1603,1607,1722,1741,1748,1753,1756,1774,1778,1779,1789,1805,1832,1835,1838,1841,1845	0	screened
platform_hybrid/paper/sections/p5_intro.tex	paper-specific	P05	1	64	4152	25f6cd4b4fb5888b9ecf2d35a902c9e7076ed643c7b5a230fcd188cb61b3549a	1	1	17				4,31	0	screened
platform_hybrid/paper/sections/p5_iter101_zvf130_eta2.tex	paper-specific	P05	1	128	6816	2f2d93fcac3d45ee66aa77aff66a745bd3ede23b4ec30400b23f7f9512567c8f	1	1	0				66	0	screened
platform_hybrid/paper/sections/p5_iter105_live_field_coverage.tex	paper-specific	P05	1	114	6167	05a3e3c9b700eca596c6b7baef02f25d75d5f51381e2c8dc564850d7b26c8e1b	1	2	0					0	screened
platform_hybrid/paper/sections/p5_iter113_v22_recovery.tex	paper-specific	P05	1	172	8612	2d83d921ecbfe8566e908de71d6ed2e635ba570a78ce942c56fb1d54014e0e2b	7	2	0				8,154	0	screened
platform_hybrid/paper/sections/p5_iter121_value_correctness.tex	paper-specific	P05	1	121	6181	f16b4751e3f5779f3f4c8504f2026c75ae91f875ebcfae1062afbf999d1aeb53	7	2	0					0	screened
platform_hybrid/paper/sections/p5_iter125_chained_eta2.tex	paper-specific	P05	1	128	6945	5542e6552ed203584b378a509fd494c4f15743e604ff504bb627af76d8db446f	4	5	0				22,31,33,59,124	0	screened
platform_hybrid/paper/sections/p5_iter133_n10_eta2.tex	paper-specific	P05	1	127	6826	cea71f2da0e6a5259c8b461546ecbe8060a877828004a7181348cd59bb9eb926	4	5	0				10,38,39,47,50,71	0	screened
platform_hybrid/paper/sections/p5_iter137_cross_corpus.tex	paper-specific	P05	1	129	6227	e43db7494f74c303c6c2a376249ebc7e80e9f1fc43fe45003f2592fc4cbd60ba	7	2	0					0	screened
platform_hybrid/paper/sections/p5_iter141_algorithm_axis.tex	paper-specific	P05	1	233	9928	1f733d36325d5044bc36fa6de035143dedc0525c04be510ec1ca699a27be5ae1	8	4	0				25,202,213	0	screened
platform_hybrid/paper/sections/p5_iter145_schema_groundtruth.tex	paper-specific	P05	1	184	10244	01cddaf473269ac6261dc318bfa92f51db86d43428d67fdcb7fb20f0917f7501	7	2	0				171	0	screened
platform_hybrid/paper/sections/p5_iter153_v24_spec.tex	paper-specific	P05	1	61	2941	a49869d4c15c4bfb59650d6172e3fc10bf00ce5d234aad3aa2031297eb8021c0	1	2	0					0	screened
platform_hybrid/paper/sections/p5_iter157_v24_self_app.tex	paper-specific	P05	1	88	4914	c1ad2f14a7bce89f97a09903ca59b31785afdd092df10514d499eb966db8c674	1	2	0					0	screened
platform_hybrid/paper/sections/p5_iter161_stack_factorization.tex	paper-specific	P05	1	142	8612	af8d05587d6218c9780005018cef72f147feb427bc8687d82f357a0d92426e22	6	7	0					0	screened
platform_hybrid/paper/sections/p5_iter165_per_step_trajectory.tex	paper-specific	P05	1	69	8513	ba9b162d3c00ce406188301b6f210d3a9586c42c64641292defde305f2c52474	7	3	0				21	0	screened
platform_hybrid/paper/sections/p5_iter169_manifest_audit.tex	paper-specific	P05	1	42	7496	96371476e4ecce41c6fc35c06f44d54d79b9dc843bef52e6bae22c1ac1c9c547	5	5	0					0	screened
platform_hybrid/paper/sections/p5_iter173_headline_cis.tex	paper-specific	P05	1	101	5563	dd3ed3a914a1a8a1b331a660f4ee7c386ba5c725c2916aad23536b33ef5eb7eb	1	1	0				59	0	screened
platform_hybrid/paper/sections/p5_iter177_forward_compat.tex	paper-specific	P05	1	101	4785	45e2a4e4411be44d007d603ada77ac37727000ed931db2b13abc445d3589c4aa	1	3	0				47	0	screened
platform_hybrid/paper/sections/p5_iter181_v25_rollout.tex	paper-specific	P05	1	167	9278	090cba111d8bf2cfc4964c750e2eccedb40c3dee14156fabb4a23168f15e0b5c	1	4	0				99	0	screened
platform_hybrid/paper/sections/p5_iter185_cross_corpus.tex	paper-specific	P05	1	101	6072	a199fc658183d0672360a5f4ba79860346f454121ce19bc968b89b573d7f6057	1	1	0					0	screened
platform_hybrid/paper/sections/p5_iter193_algo_vs_stack_ratio.tex	paper-specific	P05	1	53	3085	1de96a925e29ca26b4ba799ba9bc6b76e00370b57bc484cf9cbc9f14ac9f41c0	1	2	0					0	screened
platform_hybrid/paper/sections/p5_iter201_task_stratified_ratio.tex	paper-specific	P05	1	88	4896	a2566768dd5b401f211f8ff5232fdc8de29f503973351ba8328fad1b601b618a	1	2	0				88	0	screened
platform_hybrid/paper/sections/p5_iter77_cross_corpus.tex	paper-specific	P05	1	85	4518	7fbb78c39e80d1f7636e20921efcd818ed97ae1830a94bb3dead72d0df17bb7a	1	2	0					0	screened
