method	config	step	zvf	applied_G	fire_step
aero	C_raw_tau_0.70	11	0.5625	8	0
aero	C_raw_tau_0.70	12	0.6875	8	0
aero	C_raw_tau_0.70	13	0.5625	8	0
aero	C_raw_tau_0.70	14	0.75	16	1
aero	C_raw_tau_0.70	15	0.8125	16	1
aero	C_raw_tau_0.70	16	0.5625	8	0
aero	C_raw_tau_0.70	17	0.5625	8	0
aero	C_raw_tau_0.70	18	0.625	8	0
aero	C_raw_tau_0.70	19	0.625	8	0
aero	C_raw_tau_0.70	20	0.625	8	0
aero	C_raw_tau_0.70	21	0.8125	16	1
aero	C_raw_tau_0.70	22	0.6875	8	0
aero	C_raw_tau_0.70	23	0.8125	16	1
aero	C_raw_tau_0.70	24	0.8125	16	1
aero	C_raw_tau_0.70	25	0.6875	8	0
aero	C_raw_tau_0.70	26	0.875	16	1
aero	C_raw_tau_0.70	27	0.9375	16	1
aero	C_raw_tau_0.70	28	0.8125	16	1
aero	C_raw_tau_0.70	29	0.875	16	1
aero	C_raw_tau_0.70	30	0.8125	16	1
aero	C_raw_tau_0.70	31	0.8125	16	1
aero	C_raw_tau_0.70	32	0.75	16	1
aero	C_raw_tau_0.70	33	0.625	8	0
aero	C_raw_tau_0.70	34	0.875	16	1
aero	C_raw_tau_0.70	35	0.8125	16	1
aero	C_raw_tau_0.70	36	0.8125	16	1
aero	C_raw_tau_0.70	37	0.6875	8	0
aero	C_raw_tau_0.70	38	0.6875	8	0
aero	C_raw_tau_0.70	39	0.625	8	0
aero	C_hyst_0.70_2_2	0	0.6875	8	0
aero	C_hyst_0.70_2_2	1	0.6875	8	0
aero	C_hyst_0.70_2_2	2	0.8125	8	0
aero	C_hyst_0.70_2_2	3	0.6875	8	0
aero	C_hyst_0.70_2_2	4	0.75	8	0
aero	C_hyst_0.70_2_2	5	0.5625	8	0
aero	C_hyst_0.70_2_2	6	0.75	8	0
aero	C_hyst_0.70_2_2	7	0.625	8	0
aero	C_hyst_0.70_2_2	8	0.6875	8	0
aero	C_hyst_0.70_2_2	9	0.625	8	0
aero	C_hyst_0.70_2_2	10	0.75	8	0
aero	C_hyst_0.70_2_2	11	0.5625	8	0
aero	C_hyst_0.70_2_2	12	0.6875	8	0
aero	C_hyst_0.70_2_2	13	0.5625	8	0
aero	C_hyst_0.70_2_2	14	0.75	8	0
aero	C_hyst_0.70_2_2	15	0.8125	16	1
aero	C_hyst_0.70_2_2	16	0.5625	16	1
aero	C_hyst_0.70_2_2	17	0.5625	8	0
aero	C_hyst_0.70_2_2	18	0.625	8	0
aero	C_hyst_0.70_2_2	19	0.625	8	0
aero	C_hyst_0.70_2_2	20	0.625	8	0
aero	C_hyst_0.70_2_2	21	0.8125	8	0
aero	C_hyst_0.70_2_2	22	0.6875	8	0
aero	C_hyst_0.70_2_2	23	0.8125	8	0
aero	C_hyst_0.70_2_2	24	0.8125	16	1
aero	C_hyst_0.70_2_2	25	0.6875	16	1
aero	C_hyst_0.70_2_2	26	0.875	16	1
aero	C_hyst_0.70_2_2	27	0.9375	16	1
aero	C_hyst_0.70_2_2	28	0.8125	16	1
aero	C_hyst_0.70_2_2	29	0.875	16	1
aero	C_hyst_0.70_2_2	30	0.8125	16	1
aero	C_hyst_0.70_2_2	31	0.8125	16	1
aero	C_hyst_0.70_2_2	32	0.75	16	1
aero	C_hyst_0.70_2_2	33	0.625	16	1
aero	C_hyst_0.70_2_2	34	0.875	16	1
aero	C_hyst_0.70_2_2	35	0.8125	16	1
aero	C_hyst_0.70_2_2	36	0.8125	16	1
aero	C_hyst_0.70_2_2	37	0.6875	16	1
aero	C_hyst_0.70_2_2	38	0.6875	8	0
aero	C_hyst_0.70_2_2	39	0.625	8	0
aero	C_hyst_0.70_3_2	0	0.6875	8	0
aero	C_hyst_0.70_3_2	1	0.6875	8	0
aero	C_hyst_0.70_3_2	2	0.8125	8	0
aero	C_hyst_0.70_3_2	3	0.6875	8	0
aero	C_hyst_0.70_3_2	4	0.75	8	0
aero	C_hyst_0.70_3_2	5	0.5625	8	0
aero	C_hyst_0.70_3_2	6	0.75	8	0
aero	C_hyst_0.70_3_2	7	0.625	8	0
aero	C_hyst_0.70_3_2	8	0.6875	8	0
aero	C_hyst_0.70_3_2	9	0.625	8	0
aero	C_hyst_0.70_3_2	10	0.75	8	0
aero	C_hyst_0.70_3_2	11	0.5625	8	0
aero	C_hyst_0.70_3_2	12	0.6875	8	0
aero	C_hyst_0.70_3_2	13	0.5625	8	0
aero	C_hyst_0.70_3_2	14	0.75	8	0
aero	C_hyst_0.70_3_2	15	0.8125	8	0
aero	C_hyst_0.70_3_2	16	0.5625	8	0
aero	C_hyst_0.70_3_2	17	0.5625	8	0
aero	C_hyst_0.70_3_2	18	0.625	8	0
aero	C_hyst_0.70_3_2	19	0.625	8	0
aero	C_hyst_0.70_3_2	20	0.625	8	0
aero	C_hyst_0.70_3_2	21	0.8125	8	0
aero	C_hyst_0.70_3_2	22	0.6875	8	0
aero	C_hyst_0.70_3_2	23	0.8125	8	0
aero	C_hyst_0.70_3_2	24	0.8125	8	0
aero	C_hyst_0.70_3_2	25	0.6875	8	0
aero	C_hyst_0.70_3_2	26	0.875	8	0
aero	C_hyst_0.70_3_2	27	0.9375	8	0
aero	C_hyst_0.70_3_2	28	0.8125	16	1
aero	C_hyst_0.70_3_2	29	0.875	16	1
aero	C_hyst_0.70_3_2	30	0.8125	16	1
aero	C_hyst_0.70_3_2	31	0.8125	16	1
aero	C_hyst_0.70_3_2	32	0.75	16	1
aero	C_hyst_0.70_3_2	33	0.625	16	1
aero	C_hyst_0.70_3_2	34	0.875	16	1
aero	C_hyst_0.70_3_2	35	0.8125	16	1
aero	C_hyst_0.70_3_2	36	0.8125	16	1
aero	C_hyst_0.70_3_2	37	0.6875	16	1
aero	C_hyst_0.70_3_2	38	0.6875	8	0
aero	C_hyst_0.70_3_2	39	0.625	8	0
aero	C_hyst_0.70_3_3	0	0.6875	8	0
aero	C_hyst_0.70_3_3	1	0.6875	8	0
aero	C_hyst_0.70_3_3	2	0.8125	8	0
aero	C_hyst_0.70_3_3	3	0.6875	8	0
aero	C_hyst_0.70_3_3	4	0.75	8	0
aero	C_hyst_0.70_3_3	5	0.5625	8	0
aero	C_hyst_0.70_3_3	6	0.75	8	0
aero	C_hyst_0.70_3_3	7	0.625	8	0
aero	C_hyst_0.70_3_3	8	0.6875	8	0
aero	C_hyst_0.70_3_3	9	0.625	8	0
aero	C_hyst_0.70_3_3	10	0.75	8	0
aero	C_hyst_0.70_3_3	11	0.5625	8	0
aero	C_hyst_0.70_3_3	12	0.6875	8	0
aero	C_hyst_0.70_3_3	13	0.5625	8	0
aero	C_hyst_0.70_3_3	14	0.75	8	0
aero	C_hyst_0.70_3_3	15	0.8125	8	0
aero	C_hyst_0.70_3_3	16	0.5625	8	0
aero	C_hyst_0.70_3_3	17	0.5625	8	0
aero	C_hyst_0.70_3_3	18	0.625	8	0
aero	C_hyst_0.70_3_3	19	0.625	8	0
aero	C_hyst_0.70_3_3	20	0.625	8	0
aero	C_hyst_0.70_3_3	21	0.8125	8	0
aero	C_hyst_0.70_3_3	22	0.6875	8	0
aero	C_hyst_0.70_3_3	23	0.8125	8	0
aero	C_hyst_0.70_3_3	24	0.8125	8	0
aero	C_hyst_0.70_3_3	25	0.6875	8	0
aero	C_hyst_0.70_3_3	26	0.875	8	0
aero	C_hyst_0.70_3_3	27	0.9375	8	0
aero	C_hyst_0.70_3_3	28	0.8125	16	1
aero	C_hyst_0.70_3_3	29	0.875	16	1
aero	C_hyst_0.70_3_3	30	0.8125	16	1
aero	C_hyst_0.70_3_3	31	0.8125	16	1
aero	C_hyst_0.70_3_3	32	0.75	16	1
aero	C_hyst_0.70_3_3	33	0.625	16	1
aero	C_hyst_0.70_3_3	34	0.875	16	1
aero	C_hyst_0.70_3_3	35	0.8125	16	1
aero	C_hyst_0.70_3_3	36	0.8125	16	1
aero	C_hyst_0.70_3_3	37	0.6875	16	1
aero	C_hyst_0.70_3_3	38	0.6875	16	1
aero	C_hyst_0.70_3_3	39	0.625	8	0
aero	C_hyst_0.70_4_3	0	0.6875	8	0
aero	C_hyst_0.70_4_3	1	0.6875	8	0
aero	C_hyst_0.70_4_3	2	0.8125	8	0
aero	C_hyst_0.70_4_3	3	0.6875	8	0
aero	C_hyst_0.70_4_3	4	0.75	8	0
aero	C_hyst_0.70_4_3	5	0.5625	8	0
aero	C_hyst_0.70_4_3	6	0.75	8	0
aero	C_hyst_0.70_4_3	7	0.625	8	0
aero	C_hyst_0.70_4_3	8	0.6875	8	0
aero	C_hyst_0.70_4_3	9	0.625	8	0
aero	C_hyst_0.70_4_3	10	0.75	8	0
aero	C_hyst_0.70_4_3	11	0.5625	8	0
aero	C_hyst_0.70_4_3	12	0.6875	8	0
aero	C_hyst_0.70_4_3	13	0.5625	8	0
aero	C_hyst_0.70_4_3	14	0.75	8	0
aero	C_hyst_0.70_4_3	15	0.8125	8	0
aero	C_hyst_0.70_4_3	16	0.5625	8	0
aero	C_hyst_0.70_4_3	17	0.5625	8	0
aero	C_hyst_0.70_4_3	18	0.625	8	0
aero	C_hyst_0.70_4_3	19	0.625	8	0
aero	C_hyst_0.70_4_3	20	0.625	8	0
aero	C_hyst_0.70_4_3	21	0.8125	8	0
aero	C_hyst_0.70_4_3	22	0.6875	8	0
aero	C_hyst_0.70_4_3	23	0.8125	8	0
aero	C_hyst_0.70_4_3	24	0.8125	8	0
aero	C_hyst_0.70_4_3	25	0.6875	8	0
aero	C_hyst_0.70_4_3	26	0.875	8	0
aero	C_hyst_0.70_4_3	27	0.9375	8	0
aero	C_hyst_0.70_4_3	28	0.8125	8	0
aero	C_hyst_0.70_4_3	29	0.875	16	1
aero	C_hyst_0.70_4_3	30	0.8125	16	1
aero	C_hyst_0.70_4_3	31	0.8125	16	1
aero	C_hyst_0.70_4_3	32	0.75	16	1
aero	C_hyst_0.70_4_3	33	0.625	16	1
aero	C_hyst_0.70_4_3	34	0.875	16	1
aero	C_hyst_0.70_4_3	35	0.8125	16	1
aero	C_hyst_0.70_4_3	36	0.8125	16	1
aero	C_hyst_0.70_4_3	37	0.6875	16	1
aero	C_hyst_0.70_4_3	38	0.6875	16	1
aero	C_hyst_0.70_4_3	39	0.625	8	0
aero	C_hyst_0.75_2_2	0	0.6875	8	0
aero	C_hyst_0.75_2_2	1	0.6875	8	0
aero	C_hyst_0.75_2_2	2	0.8125	8	0
aero	C_hyst_0.75_2_2	3	0.6875	8	0
aero	C_hyst_0.75_2_2	4	0.75	8	0
aero	C_hyst_0.75_2_2	5	0.5625	8	0
aero	C_hyst_0.75_2_2	6	0.75	8	0
aero	C_hyst_0.75_2_2	7	0.625	8	0
aero	C_hyst_0.75_2_2	8	0.6875	8	0
aero	C_hyst_0.75_2_2	9	0.625	8	0
aero	C_hyst_0.75_2_2	10	0.75	8	0
aero	C_hyst_0.75_2_2	11	0.5625	8	0
aero	C_hyst_0.75_2_2	12	0.6875	8	0
aero	C_hyst_0.75_2_2	13	0.5625	8	0
aero	C_hyst_0.75_2_2	14	0.75	8	0
aero	C_hyst_0.75_2_2	15	0.8125	16	1
aero	C_hyst_0.75_2_2	16	0.5625	16	1
aero	C_hyst_0.75_2_2	17	0.5625	8	0
aero	C_hyst_0.75_2_2	18	0.625	8	0
aero	C_hyst_0.75_2_2	19	0.625	8	0
aero	C_hyst_0.75_2_2	20	0.625	8	0
aero	C_hyst_0.75_2_2	21	0.8125	8	0
aero	C_hyst_0.75_2_2	22	0.6875	8	0
aero	C_hyst_0.75_2_2	23	0.8125	8	0
aero	C_hyst_0.75_2_2	24	0.8125	16	1
aero	C_hyst_0.75_2_2	25	0.6875	16	1
aero	C_hyst_0.75_2_2	26	0.875	16	1
aero	C_hyst_0.75_2_2	27	0.9375	16	1
aero	C_hyst_0.75_2_2	28	0.8125	16	1
aero	C_hyst_0.75_2_2	29	0.875	16	1
aero	C_hyst_0.75_2_2	30	0.8125	16	1
aero	C_hyst_0.75_2_2	31	0.8125	16	1
aero	C_hyst_0.75_2_2	32	0.75	16	1
aero	C_hyst_0.75_2_2	33	0.625	16	1
aero	C_hyst_0.75_2_2	34	0.875	16	1
aero	C_hyst_0.75_2_2	35	0.8125	16	1
aero	C_hyst_0.75_2_2	36	0.8125	16	1
aero	C_hyst_0.75_2_2	37	0.6875	16	1
aero	C_hyst_0.75_2_2	38	0.6875	8	0
aero	C_hyst_0.75_2_2	39	0.625	8	0
aero	C_hyst_0.75_3_2	0	0.6875	8	0
aero	C_hyst_0.75_3_2	1	0.6875	8	0
aero	C_hyst_0.75_3_2	2	0.8125	8	0
aero	C_hyst_0.75_3_2	3	0.6875	8	0
aero	C_hyst_0.75_3_2	4	0.75	8	0
aero	C_hyst_0.75_3_2	5	0.5625	8	0
aero	C_hyst_0.75_3_2	6	0.75	8	0
aero	C_hyst_0.75_3_2	7	0.625	8	0
aero	C_hyst_0.75_3_2	8	0.6875	8	0
aero	C_hyst_0.75_3_2	9	0.625	8	0
aero	C_hyst_0.75_3_2	10	0.75	8	0
aero	C_hyst_0.75_3_2	11	0.5625	8	0
aero	C_hyst_0.75_3_2	12	0.6875	8	0
aero	C_hyst_0.75_3_2	13	0.5625	8	0
aero	C_hyst_0.75_3_2	14	0.75	8	0
aero	C_hyst_0.75_3_2	15	0.8125	8	0
aero	C_hyst_0.75_3_2	16	0.5625	8	0
aero	C_hyst_0.75_3_2	17	0.5625	8	0
aero	C_hyst_0.75_3_2	18	0.625	8	0
aero	C_hyst_0.75_3_2	19	0.625	8	0
aero	C_hyst_0.75_3_2	20	0.625	8	0
aero	C_hyst_0.75_3_2	21	0.8125	8	0
aero	C_hyst_0.75_3_2	22	0.6875	8	0
aero	C_hyst_0.75_3_2	23	0.8125	8	0
aero	C_hyst_0.75_3_2	24	0.8125	8	0
aero	C_hyst_0.75_3_2	25	0.6875	8	0
aero	C_hyst_0.75_3_2	26	0.875	8	0
aero	C_hyst_0.75_3_2	27	0.9375	8	0
aero	C_hyst_0.75_3_2	28	0.8125	16	1
aero	C_hyst_0.75_3_2	29	0.875	16	1
aero	C_hyst_0.75_3_2	30	0.8125	16	1
aero	C_hyst_0.75_3_2	31	0.8125	16	1
aero	C_hyst_0.75_3_2	32	0.75	16	1
aero	C_hyst_0.75_3_2	33	0.625	16	1
aero	C_hyst_0.75_3_2	34	0.875	16	1
aero	C_hyst_0.75_3_2	35	0.8125	16	1
aero	C_hyst_0.75_3_2	36	0.8125	16	1
aero	C_hyst_0.75_3_2	37	0.6875	16	1
aero	C_hyst_0.75_3_2	38	0.6875	8	0
aero	C_hyst_0.75_3_2	39	0.625	8	0
aero	C_hyst_0.75_3_3	0	0.6875	8	0
aero	C_hyst_0.75_3_3	1	0.6875	8	0
aero	C_hyst_0.75_3_3	2	0.8125	8	0
aero	C_hyst_0.75_3_3	3	0.6875	8	0
aero	C_hyst_0.75_3_3	4	0.75	8	0
aero	C_hyst_0.75_3_3	5	0.5625	8	0
aero	C_hyst_0.75_3_3	6	0.75	8	0
aero	C_hyst_0.75_3_3	7	0.625	8	0
aero	C_hyst_0.75_3_3	8	0.6875	8	0
aero	C_hyst_0.75_3_3	9	0.625	8	0
aero	C_hyst_0.75_3_3	10	0.75	8	0
aero	C_hyst_0.75_3_3	11	0.5625	8	0
aero	C_hyst_0.75_3_3	12	0.6875	8	0
aero	C_hyst_0.75_3_3	13	0.5625	8	0
aero	C_hyst_0.75_3_3	14	0.75	8	0
aero	C_hyst_0.75_3_3	15	0.8125	8	0
aero	C_hyst_0.75_3_3	16	0.5625	8	0
aero	C_hyst_0.75_3_3	17	0.5625	8	0
aero	C_hyst_0.75_3_3	18	0.625	8	0
aero	C_hyst_0.75_3_3	19	0.625	8	0
aero	C_hyst_0.75_3_3	20	0.625	8	0
aero	C_hyst_0.75_3_3	21	0.8125	8	0
aero	C_hyst_0.75_3_3	22	0.6875	8	0
aero	C_hyst_0.75_3_3	23	0.8125	8	0
aero	C_hyst_0.75_3_3	24	0.8125	8	0
aero	C_hyst_0.75_3_3	25	0.6875	8	0
aero	C_hyst_0.75_3_3	26	0.875	8	0
aero	C_hyst_0.75_3_3	27	0.9375	8	0
aero	C_hyst_0.75_3_3	28	0.8125	16	1
aero	C_hyst_0.75_3_3	29	0.875	16	1
aero	C_hyst_0.75_3_3	30	0.8125	16	1
aero	C_hyst_0.75_3_3	31	0.8125	16	1
aero	C_hyst_0.75_3_3	32	0.75	16	1
aero	C_hyst_0.75_3_3	33	0.625	16	1
aero	C_hyst_0.75_3_3	34	0.875	16	1
aero	C_hyst_0.75_3_3	35	0.8125	16	1
aero	C_hyst_0.75_3_3	36	0.8125	16	1
aero	C_hyst_0.75_3_3	37	0.6875	16	1
aero	C_hyst_0.75_3_3	38	0.6875	16	1
aero	C_hyst_0.75_3_3	39	0.625	8	0
aero	C_hyst_0.75_4_3	0	0.6875	8	0
aero	C_hyst_0.75_4_3	1	0.6875	8	0
aero	C_hyst_0.75_4_3	2	0.8125	8	0
aero	C_hyst_0.75_4_3	3	0.6875	8	0
aero	C_hyst_0.75_4_3	4	0.75	8	0
aero	C_hyst_0.75_4_3	5	0.5625	8	0
aero	C_hyst_0.75_4_3	6	0.75	8	0
aero	C_hyst_0.75_4_3	7	0.625	8	0
aero	C_hyst_0.75_4_3	8	0.6875	8	0
aero	C_hyst_0.75_4_3	9	0.625	8	0
aero	C_hyst_0.75_4_3	10	0.75	8	0
aero	C_hyst_0.75_4_3	11	0.5625	8	0
aero	C_hyst_0.75_4_3	12	0.6875	8	0
aero	C_hyst_0.75_4_3	13	0.5625	8	0
aero	C_hyst_0.75_4_3	14	0.75	8	0
aero	C_hyst_0.75_4_3	15	0.8125	8	0
aero	C_hyst_0.75_4_3	16	0.5625	8	0
aero	C_hyst_0.75_4_3	17	0.5625	8	0
aero	C_hyst_0.75_4_3	18	0.625	8	0
aero	C_hyst_0.75_4_3	19	0.625	8	0
aero	C_hyst_0.75_4_3	20	0.625	8	0
aero	C_hyst_0.75_4_3	21	0.8125	8	0
aero	C_hyst_0.75_4_3	22	0.6875	8	0
aero	C_hyst_0.75_4_3	23	0.8125	8	0
aero	C_hyst_0.75_4_3	24	0.8125	8	0
aero	C_hyst_0.75_4_3	25	0.6875	8	0
aero	C_hyst_0.75_4_3	26	0.875	8	0
aero	C_hyst_0.75_4_3	27	0.9375	8	0
aero	C_hyst_0.75_4_3	28	0.8125	8	0
aero	C_hyst_0.75_4_3	29	0.875	16	1
aero	C_hyst_0.75_4_3	30	0.8125	16	1
aero	C_hyst_0.75_4_3	31	0.8125	16	1
aero	C_hyst_0.75_4_3	32	0.75	16	1
aero	C_hyst_0.75_4_3	33	0.625	16	1
aero	C_hyst_0.75_4_3	34	0.875	16	1
aero	C_hyst_0.75_4_3	35	0.8125	16	1
aero	C_hyst_0.75_4_3	36	0.8125	16	1
aero	C_hyst_0.75_4_3	37	0.6875	16	1
aero	C_hyst_0.75_4_3	38	0.6875	16	1
aero	C_hyst_0.75_4_3	39	0.625	8	0
aero	C_hyst_0.80_2_2	0	0.6875	8	0
aero	C_hyst_0.80_2_2	1	0.6875	8	0
aero	C_hyst_0.80_2_2	2	0.8125	8	0
aero	C_hyst_0.80_2_2	3	0.6875	8	0
aero	C_hyst_0.80_2_2	4	0.75	8	0
aero	C_hyst_0.80_2_2	5	0.5625	8	0
aero	C_hyst_0.80_2_2	6	0.75	8	0
aero	C_hyst_0.80_2_2	7	0.625	8	0
aero	C_hyst_0.80_2_2	8	0.6875	8	0
aero	C_hyst_0.80_2_2	9	0.625	8	0
aero	C_hyst_0.80_2_2	10	0.75	8	0
aero	C_hyst_0.80_2_2	11	0.5625	8	0
aero	C_hyst_0.80_2_2	12	0.6875	8	0
aero	C_hyst_0.80_2_2	13	0.5625	8	0
aero	C_hyst_0.80_2_2	14	0.75	8	0
aero	C_hyst_0.80_2_2	15	0.8125	8	0
aero	C_hyst_0.80_2_2	16	0.5625	8	0
aero	C_hyst_0.80_2_2	17	0.5625	8	0
aero	C_hyst_0.80_2_2	18	0.625	8	0
aero	C_hyst_0.80_2_2	19	0.625	8	0
aero	C_hyst_0.80_2_2	20	0.625	8	0
aero	C_hyst_0.80_2_2	21	0.8125	8	0
aero	C_hyst_0.80_2_2	22	0.6875	8	0
aero	C_hyst_0.80_2_2	23	0.8125	8	0
aero	C_hyst_0.80_2_2	24	0.8125	16	1
aero	C_hyst_0.80_2_2	25	0.6875	16	1
aero	C_hyst_0.80_2_2	26	0.875	16	1
aero	C_hyst_0.80_2_2	27	0.9375	16	1
aero	C_hyst_0.80_2_2	28	0.8125	16	1
aero	C_hyst_0.80_2_2	29	0.875	16	1
aero	C_hyst_0.80_2_2	30	0.8125	16	1
aero	C_hyst_0.80_2_2	31	0.8125	16	1
aero	C_hyst_0.80_2_2	32	0.75	16	1
aero	C_hyst_0.80_2_2	33	0.625	8	0
aero	C_hyst_0.80_2_2	34	0.875	8	0
aero	C_hyst_0.80_2_2	35	0.8125	16	1
aero	C_hyst_0.80_2_2	36	0.8125	16	1
aero	C_hyst_0.80_2_2	37	0.6875	16	1
aero	C_hyst_0.80_2_2	38	0.6875	8	0
aero	C_hyst_0.80_2_2	39	0.625	8	0
aero	C_hyst_0.80_3_2	0	0.6875	8	0
aero	C_hyst_0.80_3_2	1	0.6875	8	0
aero	C_hyst_0.80_3_2	2	0.8125	8	0
aero	C_hyst_0.80_3_2	3	0.6875	8	0
aero	C_hyst_0.80_3_2	4	0.75	8	0
aero	C_hyst_0.80_3_2	5	0.5625	8	0
aero	C_hyst_0.80_3_2	6	0.75	8	0
aero	C_hyst_0.80_3_2	7	0.625	8	0
aero	C_hyst_0.80_3_2	8	0.6875	8	0
aero	C_hyst_0.80_3_2	9	0.625	8	0
aero	C_hyst_0.80_3_2	10	0.75	8	0
aero	C_hyst_0.80_3_2	11	0.5625	8	0
aero	C_hyst_0.80_3_2	12	0.6875	8	0
aero	C_hyst_0.80_3_2	13	0.5625	8	0
aero	C_hyst_0.80_3_2	14	0.75	8	0
aero	C_hyst_0.80_3_2	15	0.8125	8	0
aero	C_hyst_0.80_3_2	16	0.5625	8	0
aero	C_hyst_0.80_3_2	17	0.5625	8	0
aero	C_hyst_0.80_3_2	18	0.625	8	0
aero	C_hyst_0.80_3_2	19	0.625	8	0
aero	C_hyst_0.80_3_2	20	0.625	8	0
aero	C_hyst_0.80_3_2	21	0.8125	8	0
aero	C_hyst_0.80_3_2	22	0.6875	8	0
aero	C_hyst_0.80_3_2	23	0.8125	8	0
aero	C_hyst_0.80_3_2	24	0.8125	8	0
aero	C_hyst_0.80_3_2	25	0.6875	8	0
aero	C_hyst_0.80_3_2	26	0.875	8	0
aero	C_hyst_0.80_3_2	27	0.9375	8	0
aero	C_hyst_0.80_3_2	28	0.8125	16	1
aero	C_hyst_0.80_3_2	29	0.875	16	1
aero	C_hyst_0.80_3_2	30	0.8125	16	1
aero	C_hyst_0.80_3_2	31	0.8125	16	1
aero	C_hyst_0.80_3_2	32	0.75	16	1
aero	C_hyst_0.80_3_2	33	0.625	8	0
aero	C_hyst_0.80_3_2	34	0.875	8	0
aero	C_hyst_0.80_3_2	35	0.8125	8	0
aero	C_hyst_0.80_3_2	36	0.8125	16	1
aero	C_hyst_0.80_3_2	37	0.6875	16	1
aero	C_hyst_0.80_3_2	38	0.6875	8	0
aero	C_hyst_0.80_3_2	39	0.625	8	0
aero	C_hyst_0.80_3_3	0	0.6875	8	0
aero	C_hyst_0.80_3_3	1	0.6875	8	0
aero	C_hyst_0.80_3_3	2	0.8125	8	0
aero	C_hyst_0.80_3_3	3	0.6875	8	0
aero	C_hyst_0.80_3_3	4	0.75	8	0
aero	C_hyst_0.80_3_3	5	0.5625	8	0
aero	C_hyst_0.80_3_3	6	0.75	8	0
aero	C_hyst_0.80_3_3	7	0.625	8	0
aero	C_hyst_0.80_3_3	8	0.6875	8	0
aero	C_hyst_0.80_3_3	9	0.625	8	0
aero	C_hyst_0.80_3_3	10	0.75	8	0
aero	C_hyst_0.80_3_3	11	0.5625	8	0
aero	C_hyst_0.80_3_3	12	0.6875	8	0
aero	C_hyst_0.80_3_3	13	0.5625	8	0
aero	C_hyst_0.80_3_3	14	0.75	8	0
aero	C_hyst_0.80_3_3	15	0.8125	8	0
aero	C_hyst_0.80_3_3	16	0.5625	8	0
aero	C_hyst_0.80_3_3	17	0.5625	8	0
aero	C_hyst_0.80_3_3	18	0.625	8	0
aero	C_hyst_0.80_3_3	19	0.625	8	0
aero	C_hyst_0.80_3_3	20	0.625	8	0
aero	C_hyst_0.80_3_3	21	0.8125	8	0
aero	C_hyst_0.80_3_3	22	0.6875	8	0
aero	C_hyst_0.80_3_3	23	0.8125	8	0
aero	C_hyst_0.80_3_3	24	0.8125	8	0
aero	C_hyst_0.80_3_3	25	0.6875	8	0
aero	C_hyst_0.80_3_3	26	0.875	8	0
aero	C_hyst_0.80_3_3	27	0.9375	8	0
aero	C_hyst_0.80_3_3	28	0.8125	16	1
aero	C_hyst_0.80_3_3	29	0.875	16	1
aero	C_hyst_0.80_3_3	30	0.8125	16	1
aero	C_hyst_0.80_3_3	31	0.8125	16	1
aero	C_hyst_0.80_3_3	32	0.75	16	1
aero	C_hyst_0.80_3_3	33	0.625	16	1
aero	C_hyst_0.80_3_3	34	0.875	16	1
aero	C_hyst_0.80_3_3	35	0.8125	16	1
aero	C_hyst_0.80_3_3	36	0.8125	16	1
aero	C_hyst_0.80_3_3	37	0.6875	16	1
aero	C_hyst_0.80_3_3	38	0.6875	16	1
aero	C_hyst_0.80_3_3	39	0.625	8	0
gift	C_raw_tau_0.70	0	0.75	16	1
gift	C_raw_tau_0.70	1	0.5625	8	0
gift	C_raw_tau_0.70	2	0.6875	8	0
gift	C_raw_tau_0.70	3	0.5625	8	0
gift	C_raw_tau_0.70	4	0.6875	8	0
gift	C_raw_tau_0.70	5	0.625	8	0
gift	C_raw_tau_0.70	6	0.75	16	1
gift	C_raw_tau_0.70	7	0.6875	8	0
gift	C_raw_tau_0.70	8	0.625	8	0
gift	C_raw_tau_0.70	9	0.625	8	0
gift	C_raw_tau_0.70	10	0.75	16	1
gift	C_raw_tau_0.70	11	0.625	8	0
gift	C_raw_tau_0.70	12	0.75	16	1
gift	C_raw_tau_0.70	13	0.5625	8	0
gift	C_raw_tau_0.70	14	0.8125	16	1
gift	C_raw_tau_0.70	15	0.625	8	0
gift	C_raw_tau_0.70	16	0.625	8	0
gift	C_raw_tau_0.70	17	0.75	16	1
gift	C_raw_tau_0.70	18	0.625	8	0
gift	C_raw_tau_0.70	19	0.75	16	1
gift	C_raw_tau_0.70	20	0.6875	8	0
gift	C_raw_tau_0.70	21	0.75	16	1
gift	C_raw_tau_0.70	22	0.875	16	1
gift	C_raw_tau_0.70	23	0.875	16	1
gift	C_raw_tau_0.70	24	0.875	16	1
gift	C_raw_tau_0.70	25	0.75	16	1
gift	C_raw_tau_0.70	26	0.8125	16	1
gift	C_raw_tau_0.70	27	0.9375	16	1
gift	C_raw_tau_0.70	28	0.875	16	1
gift	C_raw_tau_0.70	29	0.9375	16	1
gift	C_raw_tau_0.70	30	0.875	16	1
gift	C_raw_tau_0.70	31	0.9375	16	1
gift	C_raw_tau_0.70	32	0.75	16	1
gift	C_raw_tau_0.70	33	0.9375	16	1
gift	C_raw_tau_0.70	34	1.0	16	1
gift	C_raw_tau_0.70	35	0.9375	16	1
gift	C_raw_tau_0.70	36	0.9375	16	1
gift	C_raw_tau_0.70	37	0.875	16	1
gift	C_raw_tau_0.70	38	0.9375	16	1
gift	C_raw_tau_0.70	39	0.8125	16	1
gift	C_hyst_0.70_2_2	0	0.75	8	0
gift	C_hyst_0.70_2_2	1	0.5625	8	0
