seed	rate_pct	fset	tier	utility	opt_util	n_alerted	cost_total	value_gain	net_value
20260706	1.44	20raw	small_open	COST_CONSTRAINED	1.0	9987	5.9921999999999995	7200.0	7194.0078
20260706	1.44	20raw	iter120_default	F1	0.8115015974440896	169	0.169	6350.0	6349.831
20260706	1.44	20raw	iter120_default	VALUE	0.9999548611111111	325	0.325	7200.0	7199.675
20260706	1.44	20raw	iter120_default	PREC_CONSTRAINED	0.9930555555555556	284	0.28400000000000003	7150.0	7149.716
20260706	1.44	20raw	iter120_default	COST_CONSTRAINED	1.0	9987	9.987	7200.0	7190.013
20260706	1.44	20raw	mid_tier	F1	0.8115015974440896	169	0.845	6350.0	6349.155
20260706	1.44	20raw	mid_tier	VALUE	0.9997743055555556	325	1.625	7200.0	7198.375
20260706	1.44	20raw	mid_tier	PREC_CONSTRAINED	0.9930555555555556	284	1.42	7150.0	7148.58
20260706	1.44	20raw	mid_tier	COST_CONSTRAINED	1.0	9987	49.935	7200.0	7150.065
20260706	1.44	20raw	frontier_gpt4	F1	0.8115015974440896	169	5.069999999999999	6350.0	6344.93
20260706	1.44	20raw	frontier_gpt4	VALUE	0.9986458333333333	325	9.75	7200.0	7190.25
20260706	1.44	20raw	frontier_gpt4	PREC_CONSTRAINED	0.9930555555555556	284	8.52	7150.0	7141.48
20260706	1.44	20raw	frontier_gpt4	COST_CONSTRAINED	1.0	9987	299.61	7200.0	6900.39
20260706	1.44	20raw+minmax	cheap_heuristic	F1	0.8299319727891157	150	0.015000000000000001	6100.0	6099.985
20260706	1.44	20raw+minmax	cheap_heuristic	VALUE	0.9999946944444444	382	0.038200000000000005	7200.0	7199.9618
20260706	1.44	20raw+minmax	cheap_heuristic	PREC_CONSTRAINED	0.9861111111111112	282	0.028200000000000003	7100.0	7099.9718
20260706	1.44	20raw+minmax	cheap_heuristic	COST_CONSTRAINED	1.0	9993	0.9993000000000001	7200.0	7199.0007
20260706	1.44	20raw+minmax	small_open	F1	0.8299319727891157	150	0.09	6100.0	6099.91
20260706	1.44	20raw+minmax	small_open	VALUE	0.9999681666666667	382	0.2292	7200.0	7199.7708
20260706	1.44	20raw+minmax	small_open	PREC_CONSTRAINED	0.9861111111111112	282	0.1692	7100.0	7099.8308
20260706	1.44	20raw+minmax	small_open	COST_CONSTRAINED	1.0	9993	5.995799999999999	7200.0	7194.0042
20260706	1.44	20raw+minmax	iter120_default	F1	0.8299319727891157	150	0.15	6100.0	6099.85
20260706	1.44	20raw+minmax	iter120_default	VALUE	0.9999469444444445	382	0.382	7200.0	7199.618
20260706	1.44	20raw+minmax	iter120_default	PREC_CONSTRAINED	0.9861111111111112	282	0.28200000000000003	7100.0	7099.718
20260706	1.44	20raw+minmax	iter120_default	COST_CONSTRAINED	1.0	9993	9.993	7200.0	7190.007
20260706	1.44	20raw+minmax	mid_tier	F1	0.8299319727891157	150	0.75	6100.0	6099.25
20260706	1.44	20raw+minmax	mid_tier	VALUE	0.9997347222222223	382	1.9100000000000001	7200.0	7198.09
20260706	1.44	20raw+minmax	mid_tier	PREC_CONSTRAINED	0.9861111111111112	282	1.41	7100.0	7098.59
20260706	1.44	20raw+minmax	mid_tier	COST_CONSTRAINED	1.0	9993	49.965	7200.0	7150.035
20260706	1.44	20raw+minmax	frontier_gpt4	F1	0.8299319727891157	150	4.5	6100.0	6095.5
20260706	1.44	20raw+minmax	frontier_gpt4	VALUE	0.9984083333333333	382	11.459999999999999	7200.0	7188.54
20260706	1.44	20raw+minmax	frontier_gpt4	PREC_CONSTRAINED	0.9861111111111112	282	8.459999999999999	7100.0	7091.54
20260706	1.44	20raw+minmax	frontier_gpt4	COST_CONSTRAINED	1.0	9993	299.78999999999996	7200.0	6900.21
20260706	1.44	20raw+stat	cheap_heuristic	F1	0.8211920529801324	158	0.0158	6200.0	6199.9842
20260706	1.44	20raw+stat	cheap_heuristic	VALUE	0.999996	288	0.028800000000000003	7200.0	7199.9712
20260706	1.44	20raw+stat	cheap_heuristic	PREC_CONSTRAINED	1.0	288	0.028800000000000003	7200.0	7199.9712
20260706	1.44	20raw+stat	cheap_heuristic	COST_CONSTRAINED	1.0	9988	0.9988	7200.0	7199.0012
20260706	1.44	20raw+stat	small_open	F1	0.8211920529801324	158	0.0948	6200.0	6199.9052
20260706	1.44	20raw+stat	small_open	VALUE	0.999976	288	0.17279999999999998	7200.0	7199.8272
20260706	1.44	20raw+stat	small_open	PREC_CONSTRAINED	1.0	288	0.17279999999999998	7200.0	7199.8272
20260706	1.44	20raw+stat	small_open	COST_CONSTRAINED	1.0	9988	5.9928	7200.0	7194.0072
20260706	1.44	20raw+stat	iter120_default	F1	0.8211920529801324	158	0.158	6200.0	6199.842
20260706	1.44	20raw+stat	iter120_default	VALUE	0.9999600000000001	288	0.28800000000000003	7200.0	7199.712
20260706	1.44	20raw+stat	iter120_default	PREC_CONSTRAINED	1.0	288	0.28800000000000003	7200.0	7199.712
20260706	1.44	20raw+stat	iter120_default	COST_CONSTRAINED	1.0	9988	9.988	7200.0	7190.012
20260706	1.44	20raw+stat	mid_tier	F1	0.8211920529801324	158	0.79	6200.0	6199.21
20260706	1.44	20raw+stat	mid_tier	VALUE	0.9998	288	1.44	7200.0	7198.56
20260706	1.44	20raw+stat	mid_tier	PREC_CONSTRAINED	1.0	288	1.44	7200.0	7198.56
20260706	1.44	20raw+stat	mid_tier	COST_CONSTRAINED	1.0	9988	49.94	7200.0	7150.06
20260706	1.44	20raw+stat	frontier_gpt4	F1	0.8211920529801324	158	4.74	6200.0	6195.26
20260706	1.44	20raw+stat	frontier_gpt4	VALUE	0.9987999999999999	288	8.64	7200.0	7191.36
20260706	1.44	20raw+stat	frontier_gpt4	PREC_CONSTRAINED	1.0	288	8.64	7200.0	7191.36
20260706	1.44	20raw+stat	frontier_gpt4	COST_CONSTRAINED	1.0	9988	299.64	7200.0	6900.36
20260706	1.0	24full	cheap_heuristic	F1	0.8303571428571428	124	0.012400000000000001	4650.0	4649.9876
20260706	1.0	24full	cheap_heuristic	VALUE	0.99999516	242	0.024200000000000003	5000.0	4999.9758
20260706	1.0	24full	cheap_heuristic	PREC_CONSTRAINED	0.99	192	0.019200000000000002	4950.0	4949.9808
20260706	1.0	24full	cheap_heuristic	COST_CONSTRAINED	1.0	9947	0.9947	5000.0	4999.0053
20260706	1.0	24full	small_open	F1	0.8303571428571428	124	0.0744	4650.0	4649.9256
20260706	1.0	24full	small_open	VALUE	0.99997096	242	0.1452	5000.0	4999.8548
20260706	1.0	24full	small_open	PREC_CONSTRAINED	0.99	192	0.1152	4950.0	4949.8848
20260706	1.0	24full	small_open	COST_CONSTRAINED	1.0	9947	5.9681999999999995	5000.0	4994.0318
20260706	1.0	24full	iter120_default	F1	0.8303571428571428	124	0.124	4650.0	4649.876
20260706	1.0	24full	iter120_default	VALUE	0.9999515999999999	242	0.242	5000.0	4999.758
20260706	1.0	24full	iter120_default	PREC_CONSTRAINED	0.99	192	0.192	4950.0	4949.808
20260706	1.0	24full	iter120_default	COST_CONSTRAINED	1.0	9947	9.947000000000001	5000.0	4990.053
20260706	1.0	24full	mid_tier	F1	0.8303571428571428	124	0.62	4650.0	4649.38
20260706	1.0	24full	mid_tier	VALUE	0.999758	242	1.21	5000.0	4998.79
20260706	1.0	24full	mid_tier	PREC_CONSTRAINED	0.99	192	0.96	4950.0	4949.04
20260706	1.0	24full	mid_tier	COST_CONSTRAINED	1.0	9947	49.735	5000.0	4950.265
20260706	1.0	24full	frontier_gpt4	F1	0.8303571428571428	124	3.7199999999999998	4650.0	4646.28
20260706	1.0	24full	frontier_gpt4	VALUE	0.998548	242	7.26	5000.0	4992.74
20260706	1.0	24full	frontier_gpt4	PREC_CONSTRAINED	0.99	192	5.76	4950.0	4944.24
20260706	1.0	24full	frontier_gpt4	COST_CONSTRAINED	1.0	9947	298.40999999999997	5000.0	4701.59
20260706	1.0	20raw	cheap_heuristic	F1	0.7918781725888325	97	0.0097	3900.0	3899.9903
20260706	1.0	20raw	cheap_heuristic	VALUE	0.99999564	218	0.0218	5000.0	4999.9782
20260706	1.0	20raw	cheap_heuristic	PREC_CONSTRAINED	0.99	198	0.0198	4950.0	4949.9802
20260706	1.0	20raw	cheap_heuristic	COST_CONSTRAINED	1.0	9943	0.9943000000000001	5000.0	4999.0057
20260706	1.0	20raw	small_open	F1	0.7918781725888325	97	0.058199999999999995	3900.0	3899.9418
20260706	1.0	20raw	small_open	VALUE	0.99997384	218	0.1308	5000.0	4999.8692
20260706	1.0	20raw	small_open	PREC_CONSTRAINED	0.99	198	0.11879999999999999	4950.0	4949.8812
20260706	1.0	20raw	small_open	COST_CONSTRAINED	1.0	9943	5.9658	5000.0	4994.0342
20260706	1.0	20raw	iter120_default	F1	0.7918781725888325	97	0.097	3900.0	3899.903
20260706	1.0	20raw	iter120_default	VALUE	0.9999564000000001	218	0.218	5000.0	4999.782
20260706	1.0	20raw	iter120_default	PREC_CONSTRAINED	0.99	198	0.198	4950.0	4949.802
20260706	1.0	20raw	iter120_default	COST_CONSTRAINED	1.0	9943	9.943	5000.0	4990.057
20260706	1.0	20raw	mid_tier	F1	0.7918781725888325	97	0.485	3900.0	3899.515
20260706	1.0	20raw	mid_tier	VALUE	0.999782	218	1.09	5000.0	4998.91
20260706	1.0	20raw	mid_tier	PREC_CONSTRAINED	0.99	198	0.99	4950.0	4949.01
20260706	1.0	20raw	mid_tier	COST_CONSTRAINED	1.0	9943	49.715	5000.0	4950.285
20260706	1.0	20raw	frontier_gpt4	F1	0.7918781725888325	97	2.9099999999999997	3900.0	3897.09
20260706	1.0	20raw	frontier_gpt4	VALUE	0.998692	218	6.54	5000.0	4993.46
20260706	1.0	20raw	frontier_gpt4	PREC_CONSTRAINED	0.99	198	5.9399999999999995	4950.0	4944.06
20260706	1.0	20raw	frontier_gpt4	COST_CONSTRAINED	1.0	9943	298.28999999999996	5000.0	4701.71
20260706	1.0	20raw+minmax	cheap_heuristic	F1	0.8058252427184467	106	0.0106	4150.0	4149.9894
20260706	1.0	20raw+minmax	cheap_heuristic	VALUE	0.99999396	302	0.0302	5000.0	4999.9698
20260706	1.0	20raw+minmax	cheap_heuristic	PREC_CONSTRAINED	0.96	192	0.019200000000000002	4800.0	4799.9808
20260706	1.0	20raw+minmax	cheap_heuristic	COST_CONSTRAINED	1.0	9949	0.9949	5000.0	4999.0051
20260706	1.0	20raw+minmax	small_open	F1	0.8058252427184467	106	0.06359999999999999	4150.0	4149.9364
20260706	1.0	20raw+minmax	small_open	VALUE	0.99996376	302	0.18119999999999997	5000.0	4999.8188
20260706	1.0	20raw+minmax	small_open	PREC_CONSTRAINED	0.96	192	0.1152	4800.0	4799.8848
20260706	1.0	20raw+minmax	small_open	COST_CONSTRAINED	1.0	9949	5.969399999999999	5000.0	4994.0306
20260706	1.0	20raw+minmax	iter120_default	F1	0.8058252427184467	106	0.106	4150.0	4149.894
20260706	1.0	20raw+minmax	iter120_default	VALUE	0.9999396	302	0.302	5000.0	4999.698
20260706	1.0	20raw+minmax	iter120_default	PREC_CONSTRAINED	0.96	192	0.192	4800.0	4799.808
20260706	1.0	20raw+minmax	iter120_default	COST_CONSTRAINED	1.0	9949	9.949	5000.0	4990.051
20260706	1.0	20raw+minmax	mid_tier	F1	0.8058252427184467	106	0.53	4150.0	4149.47
20260706	1.0	20raw+minmax	mid_tier	VALUE	0.999698	302	1.51	5000.0	4998.49
20260706	1.0	20raw+minmax	mid_tier	PREC_CONSTRAINED	0.96	192	0.96	4800.0	4799.04
20260706	1.0	20raw+minmax	mid_tier	COST_CONSTRAINED	1.0	9949	49.745000000000005	5000.0	4950.255
20260706	1.0	20raw+minmax	frontier_gpt4	F1	0.8058252427184467	106	3.1799999999999997	4150.0	4146.82
20260706	1.0	20raw+minmax	frontier_gpt4	VALUE	0.998188	302	9.06	5000.0	4990.94
20260706	1.0	20raw+minmax	frontier_gpt4	PREC_CONSTRAINED	0.96	192	5.76	4800.0	4794.24
20260706	1.0	20raw+minmax	frontier_gpt4	COST_CONSTRAINED	1.0	9949	298.46999999999997	5000.0	4701.53
20260706	1.0	20raw+stat	cheap_heuristic	F1	0.7873303167420814	121	0.012100000000000001	4350.0	4349.9879
20260706	1.0	20raw+stat	cheap_heuristic	VALUE	0.9999951199999999	244	0.0244	5000.0	4999.9756
20260706	1.0	20raw+stat	cheap_heuristic	PREC_CONSTRAINED	0.97	192	0.019200000000000002	4850.0	4849.9808
20260706	1.0	20raw+stat	cheap_heuristic	COST_CONSTRAINED	1.0	9944	0.9944000000000001	5000.0	4999.0056
20260706	1.0	20raw+stat	small_open	F1	0.7873303167420814	121	0.0726	4350.0	4349.9274
20260706	1.0	20raw+stat	small_open	VALUE	0.9999707200000001	244	0.14639999999999997	5000.0	4999.8536
20260706	1.0	20raw+stat	small_open	PREC_CONSTRAINED	0.97	192	0.1152	4850.0	4849.8848
20260706	1.0	20raw+stat	small_open	COST_CONSTRAINED	1.0	9944	5.966399999999999	5000.0	4994.0336
20260706	1.0	20raw+stat	iter120_default	F1	0.7873303167420814	121	0.121	4350.0	4349.879
20260706	1.0	20raw+stat	iter120_default	VALUE	0.9999512	244	0.244	5000.0	4999.756
20260706	1.0	20raw+stat	iter120_default	PREC_CONSTRAINED	0.97	192	0.192	4850.0	4849.808
20260706	1.0	20raw+stat	iter120_default	COST_CONSTRAINED	1.0	9944	9.944	5000.0	4990.056
20260706	1.0	20raw+stat	mid_tier	F1	0.7873303167420814	121	0.605	4350.0	4349.395
20260706	1.0	20raw+stat	mid_tier	VALUE	0.999756	244	1.22	5000.0	4998.78
20260706	1.0	20raw+stat	mid_tier	PREC_CONSTRAINED	0.97	192	0.96	4850.0	4849.04
20260706	1.0	20raw+stat	mid_tier	COST_CONSTRAINED	1.0	9944	49.72	5000.0	4950.28
20260706	1.0	20raw+stat	frontier_gpt4	F1	0.7873303167420814	121	3.63	4350.0	4346.37
20260706	1.0	20raw+stat	frontier_gpt4	VALUE	0.9985360000000001	244	7.319999999999999	5000.0	4992.68
20260706	1.0	20raw+stat	frontier_gpt4	PREC_CONSTRAINED	0.97	192	5.76	4850.0	4844.24
20260706	1.0	20raw+stat	frontier_gpt4	COST_CONSTRAINED	1.0	9944	298.32	5000.0	4701.68
20260706	0.5	24full	cheap_heuristic	F1	0.7244094488188978	77	0.0077	2300.0	2299.9923
20260706	0.5	24full	cheap_heuristic	VALUE	0.99999276	181	0.0181	2500.0	2499.9819
20260706	0.5	24full	cheap_heuristic	PREC_CONSTRAINED	0.94	93	0.009300000000000001	2350.0	2349.9907
20260706	0.5	24full	cheap_heuristic	COST_CONSTRAINED	1.0	9897	0.9897	2500.0	2499.0103
20260706	0.5	24full	small_open	F1	0.7244094488188978	77	0.0462	2300.0	2299.9538
20260706	0.5	24full	small_open	VALUE	0.99995656	181	0.10859999999999999	2500.0	2499.8914
20260706	0.5	24full	small_open	PREC_CONSTRAINED	0.94	93	0.055799999999999995	2350.0	2349.9442
20260706	0.5	24full	small_open	COST_CONSTRAINED	1.0	9897	5.938199999999999	2500.0	2494.0618
20260706	0.5	24full	iter120_default	F1	0.7244094488188978	77	0.077	2300.0	2299.923
20260706	0.5	24full	iter120_default	VALUE	0.9999276	181	0.181	2500.0	2499.819
20260706	0.5	24full	iter120_default	PREC_CONSTRAINED	0.94	93	0.093	2350.0	2349.907
20260706	0.5	24full	iter120_default	COST_CONSTRAINED	1.0	9897	9.897	2500.0	2490.103
20260706	0.5	24full	mid_tier	F1	0.7244094488188978	77	0.385	2300.0	2299.615
20260706	0.5	24full	mid_tier	VALUE	0.9996379999999999	181	0.905	2500.0	2499.095
20260706	0.5	24full	mid_tier	PREC_CONSTRAINED	0.94	93	0.465	2350.0	2349.535
20260706	0.5	24full	mid_tier	COST_CONSTRAINED	1.0	9897	49.485	2500.0	2450.515
20260706	0.5	24full	frontier_gpt4	F1	0.7244094488188978	77	2.31	2300.0	2297.69
20260706	0.5	24full	frontier_gpt4	VALUE	0.997828	181	5.43	2500.0	2494.57
20260706	0.5	24full	frontier_gpt4	PREC_CONSTRAINED	0.94	93	2.79	2350.0	2347.21
20260706	0.5	24full	frontier_gpt4	COST_CONSTRAINED	1.0	9897	296.90999999999997	2500.0	2203.09
20260706	0.5	20raw	cheap_heuristic	F1	0.717391304347826	42	0.004200000000000001	1650.0	1649.9958
20260706	0.5	20raw	cheap_heuristic	VALUE	0.9999932800000001	168	0.016800000000000002	2500.0	2499.9832
20260706	0.5	20raw	cheap_heuristic	PREC_CONSTRAINED	0.86	85	0.0085	2150.0	2149.9915
20260706	0.5	20raw	cheap_heuristic	COST_CONSTRAINED	1.0	9893	0.9893000000000001	2500.0	2499.0107
20260706	0.5	20raw	small_open	F1	0.717391304347826	42	0.025199999999999997	1650.0	1649.9748
20260706	0.5	20raw	small_open	VALUE	0.9999596799999999	168	0.10079999999999999	2500.0	2499.8992
20260706	0.5	20raw	small_open	PREC_CONSTRAINED	0.86	85	0.051	2150.0	2149.949
20260706	0.5	20raw	small_open	COST_CONSTRAINED	1.0	9893	5.9357999999999995	2500.0	2494.0642
20260706	0.5	20raw	iter120_default	F1	0.717391304347826	42	0.042	1650.0	1649.958
20260706	0.5	20raw	iter120_default	VALUE	0.9999328	168	0.168	2500.0	2499.832
20260706	0.5	20raw	iter120_default	PREC_CONSTRAINED	0.86	85	0.085	2150.0	2149.915
20260706	0.5	20raw	iter120_default	COST_CONSTRAINED	1.0	9893	9.893	2500.0	2490.107
20260706	0.5	20raw	mid_tier	F1	0.717391304347826	42	0.21	1650.0	1649.79
20260706	0.5	20raw	mid_tier	VALUE	0.999664	168	0.84	2500.0	2499.16
20260706	0.5	20raw	mid_tier	PREC_CONSTRAINED	0.86	85	0.425	2150.0	2149.575
20260706	0.5	20raw	mid_tier	COST_CONSTRAINED	1.0	9893	49.465	2500.0	2450.535
20260706	0.5	20raw	frontier_gpt4	F1	0.717391304347826	42	1.26	1650.0	1648.74
20260706	0.5	20raw	frontier_gpt4	VALUE	0.997984	168	5.04	2500.0	2494.96
20260706	0.5	20raw	frontier_gpt4	PREC_CONSTRAINED	0.86	85	2.55	2150.0	2147.45
20260706	0.5	20raw	frontier_gpt4	COST_CONSTRAINED	1.0	9893	296.78999999999996	2500.0	2203.21
20260706	0.5	20raw+minmax	cheap_heuristic	F1	0.7252747252747254	41	0.0041	1650.0	1649.9959
20260706	0.5	20raw+minmax	cheap_heuristic	VALUE	0.99998848	288	0.028800000000000003	2500.0	2499.9712
20260706	0.5	20raw+minmax	cheap_heuristic	PREC_CONSTRAINED	0.88	88	0.0088	2200.0	2199.9912
20260706	0.5	20raw+minmax	cheap_heuristic	COST_CONSTRAINED	1.0	9899	0.9899	2500.0	2499.0101
20260706	0.5	20raw+minmax	small_open	F1	0.7252747252747254	41	0.024599999999999997	1650.0	1649.9754
20260706	0.5	20raw+minmax	small_open	VALUE	0.9999308800000001	288	0.17279999999999998	2500.0	2499.8272
20260706	0.5	20raw+minmax	small_open	PREC_CONSTRAINED	0.88	88	0.05279999999999999	2200.0	2199.9472
20260706	0.5	20raw+minmax	small_open	COST_CONSTRAINED	1.0	9899	5.939399999999999	2500.0	2494.0606
20260706	0.5	20raw+minmax	iter120_default	F1	0.7252747252747254	41	0.041	1650.0	1649.959
20260706	0.5	20raw+minmax	iter120_default	VALUE	0.9998848	288	0.28800000000000003	2500.0	2499.712
20260706	0.5	20raw+minmax	iter120_default	PREC_CONSTRAINED	0.88	88	0.088	2200.0	2199.912
20260706	0.5	20raw+minmax	iter120_default	COST_CONSTRAINED	1.0	9899	9.899000000000001	2500.0	2490.101
20260706	0.5	20raw+minmax	mid_tier	F1	0.7252747252747254	41	0.20500000000000002	1650.0	1649.795
20260706	0.5	20raw+minmax	mid_tier	VALUE	0.999424	288	1.44	2500.0	2498.56
20260706	0.5	20raw+minmax	mid_tier	PREC_CONSTRAINED	0.88	88	0.44	2200.0	2199.56
20260706	0.5	20raw+minmax	mid_tier	COST_CONSTRAINED	1.0	9899	49.495000000000005	2500.0	2450.505
20260706	0.5	20raw+minmax	frontier_gpt4	F1	0.7252747252747254	41	1.23	1650.0	1648.77
20260706	0.5	20raw+minmax	frontier_gpt4	VALUE	0.9965440000000001	288	8.64	2500.0	2491.36
20260706	0.5	20raw+minmax	frontier_gpt4	PREC_CONSTRAINED	0.88	88	2.6399999999999997	2200.0	2197.36
20260706	0.5	20raw+minmax	frontier_gpt4	COST_CONSTRAINED	1.0	9899	296.96999999999997	2500.0	2203.03
20260706	0.5	20raw+stat	cheap_heuristic	F1	0.6909090909090909	60	0.006	1900.0	1899.994
20260706	0.5	20raw+stat	cheap_heuristic	VALUE	0.99999244	189	0.0189	2500.0	2499.9811
20260706	0.5	20raw+stat	cheap_heuristic	PREC_CONSTRAINED	0.86	86	0.0086	2150.0	2149.9914
20260706	0.5	20raw+stat	cheap_heuristic	COST_CONSTRAINED	1.0	9894	0.9894000000000001	2500.0	2499.0106
20260706	0.5	20raw+stat	small_open	F1	0.6909090909090909	60	0.036	1900.0	1899.964
20260706	0.5	20raw+stat	small_open	VALUE	0.9999546399999999	189	0.11339999999999999	2500.0	2499.8866
20260706	0.5	20raw+stat	small_open	PREC_CONSTRAINED	0.86	86	0.05159999999999999	2150.0	2149.9484
20260706	0.5	20raw+stat	small_open	COST_CONSTRAINED	1.0	9894	5.9364	2500.0	2494.0636
20260706	0.5	20raw+stat	iter120_default	F1	0.6909090909090909	60	0.06	1900.0	1899.94
20260706	0.5	20raw+stat	iter120_default	VALUE	0.9999244	189	0.189	2500.0	2499.811
20260706	0.5	20raw+stat	iter120_default	PREC_CONSTRAINED	0.86	86	0.08600000000000001	2150.0	2149.914
20260706	0.5	20raw+stat	iter120_default	COST_CONSTRAINED	1.0	9894	9.894	2500.0	2490.106
20260706	0.5	20raw+stat	mid_tier	F1	0.6909090909090909	60	0.3	1900.0	1899.7
20260706	0.5	20raw+stat	mid_tier	VALUE	0.9996219999999999	189	0.9450000000000001	2500.0	2499.055
20260706	0.5	20raw+stat	mid_tier	PREC_CONSTRAINED	0.86	86	0.43	2150.0	2149.57
20260706	0.5	20raw+stat	mid_tier	COST_CONSTRAINED	1.0	9894	49.47	2500.0	2450.53
20260706	0.5	20raw+stat	frontier_gpt4	F1	0.6909090909090909	60	1.7999999999999998	1900.0	1898.2
20260706	0.5	20raw+stat	frontier_gpt4	VALUE	0.997732	189	5.67	2500.0	2494.33
20260706	0.5	20raw+stat	frontier_gpt4	PREC_CONSTRAINED	0.86	86	2.58	2150.0	2147.42
20260706	0.5	20raw+stat	frontier_gpt4	COST_CONSTRAINED	1.0	9894	296.82	2500.0	2203.18
20260706	0.1	24full	cheap_heuristic	F1	0.5714285714285715	4	0.0004	200.0	199.9996
20260706	0.1	24full	cheap_heuristic	VALUE	0.9999846	77	0.0077	500.0	499.9923
20260706	0.1	24full	cheap_heuristic	PREC_CONSTRAINED	0.5	10	0.001	250.0	249.999
20260706	0.1	24full	cheap_heuristic	COST_CONSTRAINED	1.0	9857	0.9857	500.0	499.0143
20260706	0.1	24full	small_open	F1	0.5714285714285715	4	0.0024	200.0	199.9976
20260706	0.1	24full	small_open	VALUE	0.9999076	77	0.0462	500.0	499.9538
20260706	0.1	24full	small_open	PREC_CONSTRAINED	0.5	10	0.005999999999999999	250.0	249.994
20260706	0.1	24full	small_open	COST_CONSTRAINED	1.0	9857	5.914199999999999	500.0	494.0858
20260706	0.1	24full	iter120_default	F1	0.5714285714285715	4	0.004	200.0	199.996
20260706	0.1	24full	iter120_default	VALUE	0.999846	77	0.077	500.0	499.923
20260706	0.1	24full	iter120_default	PREC_CONSTRAINED	0.5	10	0.01	250.0	249.99
20260706	0.1	24full	iter120_default	COST_CONSTRAINED	1.0	9857	9.857	500.0	490.14300000000003
20260706	0.1	24full	mid_tier	F1	0.5714285714285715	4	0.02	200.0	199.98
20260706	0.1	24full	mid_tier	VALUE	0.9992300000000001	77	0.385	500.0	499.615
20260706	0.1	24full	mid_tier	PREC_CONSTRAINED	0.5	10	0.05	250.0	249.95
20260706	0.1	24full	mid_tier	COST_CONSTRAINED	1.0	9857	49.285000000000004	500.0	450.715
20260706	0.1	24full	frontier_gpt4	F1	0.5714285714285715	4	0.12	200.0	199.88
20260706	0.1	24full	frontier_gpt4	VALUE	0.99538	77	2.31	500.0	497.69
20260706	0.1	24full	frontier_gpt4	PREC_CONSTRAINED	0.5	10	0.3	250.0	249.7
20260706	0.1	24full	frontier_gpt4	COST_CONSTRAINED	1.0	3201	96.03	500.0	403.97
20260706	0.1	20raw	cheap_heuristic	F1	0.5714285714285715	4	0.0004	200.0	199.9996
20260706	0.1	20raw	cheap_heuristic	VALUE	0.9999856	72	0.007200000000000001	500.0	499.9928
20260706	0.1	20raw	cheap_heuristic	PREC_CONSTRAINED	0.5	9	0.0009000000000000001	250.0	249.9991
