file	cell_id	json_ok	parse_err	has_loss_form	type_loss_form	len_loss_form	has_ref_policy_kl	type_ref_policy_kl	len_ref_policy_kl	has_sampler_backend_precision	type_sampler_backend_precision	len_sampler_backend_precision	has_per_step_zvf_path	type_per_step_zvf_path	len_per_step_zvf_path	has_group_size_schedule	type_group_size_schedule	len_group_size_schedule	has_heldout_split	type_heldout_split	len_heldout_split	has_decontamination_notes	type_decontamination_notes	len_decontamination_notes	n_v1_present	path_exists	path_basename_matches_cell_id	gs_decl	g_from_cid	gs_matches_g	task_from_cid	heldout_decl	heldout_matches_task
Qwen-Qwen3-5-4B_gsm8k_hard_G16_t0.6_s0_118afdc1a5.json	Qwen-Qwen3-5-4B_gsm8k_hard_G16_t0.6_s0_118afdc1a5	1		1	str	12	1	str	3	1	str	13	1	str	129	1	str	10	1	str	10	1	str	17	7	1	1	fixed-G=16	16	1	gsm8k_hard	gsm8k_hard	1
Qwen-Qwen3-5-4B_gsm8k_hard_G16_t0.6_s1_c4ba230736.json	Qwen-Qwen3-5-4B_gsm8k_hard_G16_t0.6_s1_c4ba230736	1		1	str	12	1	str	3	1	str	13	1	str	129	1	str	10	1	str	10	1	str	17	7	1	1	fixed-G=16	16	1	gsm8k_hard	gsm8k_hard	1
Qwen-Qwen3-5-4B_gsm8k_hard_G16_t1_s0_c4991bf97d.json	Qwen-Qwen3-5-4B_gsm8k_hard_G16_t1_s0_c4991bf97d	1		1	str	12	1	str	3	1	str	13	1	str	127	1	str	10	1	str	10	1	str	17	7	1	1	fixed-G=16	16	1	gsm8k_hard	gsm8k_hard	1
Qwen-Qwen3-5-4B_gsm8k_hard_G16_t1_s1_3af89154ca.json	Qwen-Qwen3-5-4B_gsm8k_hard_G16_t1_s1_3af89154ca	1		1	str	12	1	str	3	1	str	13	1	str	127	1	str	10	1	str	10	1	str	17	7	1	1	fixed-G=16	16	1	gsm8k_hard	gsm8k_hard	1
Qwen-Qwen3-5-4B_gsm8k_hard_G2_t0.6_s0_ef4c3f1274.json	Qwen-Qwen3-5-4B_gsm8k_hard_G2_t0.6_s0_ef4c3f1274	1		1	str	12	1	str	3	1	str	13	1	str	128	1	str	9	1	str	10	1	str	17	7	1	1	fixed-G=2	2	1	gsm8k_hard	gsm8k_hard	1
Qwen-Qwen3-5-4B_gsm8k_hard_G2_t0.6_s1_416a73f0f5.json	Qwen-Qwen3-5-4B_gsm8k_hard_G2_t0.6_s1_416a73f0f5	1		1	str	12	1	str	3	1	str	13	1	str	128	1	str	9	1	str	10	1	str	17	7	1	1	fixed-G=2	2	1	gsm8k_hard	gsm8k_hard	1
Qwen-Qwen3-5-4B_gsm8k_hard_G2_t1_s0_d6dc109a20.json	Qwen-Qwen3-5-4B_gsm8k_hard_G2_t1_s0_d6dc109a20	1		1	str	12	1	str	3	1	str	13	1	str	126	1	str	9	1	str	10	1	str	17	7	1	1	fixed-G=2	2	1	gsm8k_hard	gsm8k_hard	1
Qwen-Qwen3-5-4B_gsm8k_hard_G2_t1_s1_b9bc86f4ea.json	Qwen-Qwen3-5-4B_gsm8k_hard_G2_t1_s1_b9bc86f4ea	1		1	str	12	1	str	3	1	str	13	1	str	126	1	str	9	1	str	10	1	str	17	7	1	1	fixed-G=2	2	1	gsm8k_hard	gsm8k_hard	1
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t0.6_s0_50c249bd96.json	Qwen-Qwen3-5-4B_gsm8k_hard_G32_t0.6_s0_50c249bd96	1		1	str	12	1	str	3	1	str	13	1	str	129	1	str	10	1	str	10	1	str	17	7	1	1	fixed-G=32	32	1	gsm8k_hard	gsm8k_hard	1
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t0.6_s1_9c43d86c6b.json	Qwen-Qwen3-5-4B_gsm8k_hard_G32_t0.6_s1_9c43d86c6b	1		1	str	12	1	str	3	1	str	13	1	str	129	1	str	10	1	str	10	1	str	17	7	1	1	fixed-G=32	32	1	gsm8k_hard	gsm8k_hard	1
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s0_5521a4a193.json	Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s0_5521a4a193	1		1	str	12	1	str	3	1	str	13	1	str	127	1	str	10	1	str	10	1	str	17	7	1	1	fixed-G=32	32	1	gsm8k_hard	gsm8k_hard	1
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s1_5abf741165.json	Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s1_5abf741165	1		1	str	12	1	str	3	1	str	13	1	str	127	1	str	10	1	str	10	1	str	17	7	1	1	fixed-G=32	32	1	gsm8k_hard	gsm8k_hard	1
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s0_567e2fc7f9.json	Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s0_567e2fc7f9	1		1	str	12	1	str	3	1	str	13	1	str	128	1	str	9	1	str	10	1	str	17	7	1	1	fixed-G=4	4	1	gsm8k_hard	gsm8k_hard	1
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s1_dbb41c261e.json	Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s1_dbb41c261e	1		1	str	12	1	str	3	1	str	13	1	str	128	1	str	9	1	str	10	1	str	17	7	1	1	fixed-G=4	4	1	gsm8k_hard	gsm8k_hard	1
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s0_cd3e28cb0e.json	Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s0_cd3e28cb0e	1		1	str	12	1	str	3	1	str	13	1	str	126	1	str	9	1	str	10	1	str	17	7	1	1	fixed-G=4	4	1	gsm8k_hard	gsm8k_hard	1
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s1_05d36328de.json	Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s1_05d36328de	1		1	str	12	1	str	3	1	str	13	1	str	126	1	str	9	1	str	10	1	str	17	7	1	1	fixed-G=4	4	1	gsm8k_hard	gsm8k_hard	1
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s0_eaa0c23aa2.json	Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s0_eaa0c23aa2	1		1	str	12	1	str	3	1	str	13	1	str	128	1	str	9	1	str	10	1	str	17	7	1	1	fixed-G=8	8	1	gsm8k_hard	gsm8k_hard	1
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s1_f0e7e296e3.json	Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s1_f0e7e296e3	1		1	str	12	1	str	3	1	str	13	1	str	128	1	str	9	1	str	10	1	str	17	7	1	1	fixed-G=8	8	1	gsm8k_hard	gsm8k_hard	1
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s0_f7266511fb.json	Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s0_f7266511fb	1		1	str	12	1	str	3	1	str	13	1	str	126	1	str	9	1	str	10	1	str	17	7	1	1	fixed-G=8	8	1	gsm8k_hard	gsm8k_hard	1
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s1_3bf25dbc01.json	Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s1_3bf25dbc01	1		1	str	12	1	str	3	1	str	13	1	str	126	1	str	9	1	str	10	1	str	17	7	1	1	fixed-G=8	8	1	gsm8k_hard	gsm8k_hard	1
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s0_4bcb7d7b0e.json	Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s0_4bcb7d7b0e	1		1	str	12	1	str	3	1	str	13	1	str	135	1	str	10	1	str	16	1	str	23	7	1	1	fixed-G=16	16	1	humaneval_subset	humaneval_subset	1
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s1_2242878eaa.json	Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s1_2242878eaa	1		1	str	12	1	str	3	1	str	13	1	str	135	1	str	10	1	str	16	1	str	23	7	1	1	fixed-G=16	16	1	humaneval_subset	humaneval_subset	1
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s0_5fdcf7ed0b.json	Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s0_5fdcf7ed0b	1		1	str	12	1	str	3	1	str	13	1	str	133	1	str	10	1	str	16	1	str	23	7	1	1	fixed-G=16	16	1	humaneval_subset	humaneval_subset	1
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s1_51bf6b93a1.json	Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s1_51bf6b93a1	1		1	str	12	1	str	3	1	str	13	1	str	133	1	str	10	1	str	16	1	str	23	7	1	1	fixed-G=16	16	1	humaneval_subset	humaneval_subset	1
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s0_5e1ac2c1f5.json	Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s0_5e1ac2c1f5	1		1	str	12	1	str	3	1	str	13	1	str	134	1	str	9	1	str	16	1	str	23	7	1	1	fixed-G=2	2	1	humaneval_subset	humaneval_subset	1
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s1_e6553565b9.json	Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s1_e6553565b9	1		1	str	12	1	str	3	1	str	13	1	str	134	1	str	9	1	str	16	1	str	23	7	1	1	fixed-G=2	2	1	humaneval_subset	humaneval_subset	1
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s0_d876309eb2.json	Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s0_d876309eb2	1		1	str	12	1	str	3	1	str	13	1	str	132	1	str	9	1	str	16	1	str	23	7	1	1	fixed-G=2	2	1	humaneval_subset	humaneval_subset	1
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s1_d247b1d0ea.json	Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s1_d247b1d0ea	1		1	str	12	1	str	3	1	str	13	1	str	132	1	str	9	1	str	16	1	str	23	7	1	1	fixed-G=2	2	1	humaneval_subset	humaneval_subset	1
Qwen-Qwen3-5-4B_humaneval_subset_G32_t1_s1_8452f56ff7.json	Qwen-Qwen3-5-4B_humaneval_subset_G32_t1_s1_8452f56ff7	1		1	str	12	1	str	3	1	str	13	1	str	133	1	str	10	1	str	16	1	str	23	7	1	1	fixed-G=32	32	1	humaneval_subset	humaneval_subset	1
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s0_27daa4cda5.json	Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s0_27daa4cda5	1		1	str	12	1	str	3	1	str	13	1	str	134	1	str	9	1	str	16	1	str	23	7	1	1	fixed-G=4	4	1	humaneval_subset	humaneval_subset	1
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s1_7c9b62a065.json	Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s1_7c9b62a065	1		1	str	12	1	str	3	1	str	13	1	str	134	1	str	9	1	str	16	1	str	23	7	1	1	fixed-G=4	4	1	humaneval_subset	humaneval_subset	1
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s0_a47da09000.json	Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s0_a47da09000	1		1	str	12	1	str	3	1	str	13	1	str	132	1	str	9	1	str	16	1	str	23	7	1	1	fixed-G=4	4	1	humaneval_subset	humaneval_subset	1
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s1_6288406035.json	Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s1_6288406035	1		1	str	12	1	str	3	1	str	13	1	str	132	1	str	9	1	str	16	1	str	23	7	1	1	fixed-G=4	4	1	humaneval_subset	humaneval_subset	1
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s0_9bee70250b.json	Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s0_9bee70250b	1		1	str	12	1	str	3	1	str	13	1	str	134	1	str	9	1	str	16	1	str	23	7	1	1	fixed-G=8	8	1	humaneval_subset	humaneval_subset	1
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s1_88242e7f3e.json	Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s1_88242e7f3e	1		1	str	12	1	str	3	1	str	13	1	str	134	1	str	9	1	str	16	1	str	23	7	1	1	fixed-G=8	8	1	humaneval_subset	humaneval_subset	1
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s0_30b6719385.json	Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s0_30b6719385	1		1	str	12	1	str	3	1	str	13	1	str	132	1	str	9	1	str	16	1	str	23	7	1	1	fixed-G=8	8	1	humaneval_subset	humaneval_subset	1
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s1_9ab9fb26c7.json	Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s1_9ab9fb26c7	1		1	str	12	1	str	3	1	str	13	1	str	132	1	str	9	1	str	16	1	str	23	7	1	1	fixed-G=8	8	1	humaneval_subset	humaneval_subset	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s0_8e446dc877.json	meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s0_8e446dc877	1		1	str	12	1	str	3	1	str	13	1	str	137	1	str	10	1	str	10	1	str	17	7	1	1	fixed-G=16	16	1	gsm8k_easy	gsm8k_easy	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s1_e9a9423400.json	meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s1_e9a9423400	1		1	str	12	1	str	3	1	str	13	1	str	137	1	str	10	1	str	10	1	str	17	7	1	1	fixed-G=16	16	1	gsm8k_easy	gsm8k_easy	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s0_3893b76a6e.json	meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s0_3893b76a6e	1		1	str	12	1	str	3	1	str	13	1	str	136	1	str	9	1	str	10	1	str	17	7	1	1	fixed-G=2	2	1	gsm8k_easy	gsm8k_easy	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s1_75fe692ecb.json	meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s1_75fe692ecb	1		1	str	12	1	str	3	1	str	13	1	str	136	1	str	9	1	str	10	1	str	17	7	1	1	fixed-G=2	2	1	gsm8k_easy	gsm8k_easy	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s0_380865a051.json	meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s0_380865a051	1		1	str	12	1	str	3	1	str	13	1	str	134	1	str	9	1	str	10	1	str	17	7	1	1	fixed-G=2	2	1	gsm8k_easy	gsm8k_easy	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s1_696c3537a1.json	meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s1_696c3537a1	1		1	str	12	1	str	3	1	str	13	1	str	134	1	str	9	1	str	10	1	str	17	7	1	1	fixed-G=2	2	1	gsm8k_easy	gsm8k_easy	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s0_6a8e8385fb.json	meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s0_6a8e8385fb	1		1	str	12	1	str	3	1	str	13	1	str	137	1	str	10	1	str	10	1	str	17	7	1	1	fixed-G=32	32	1	gsm8k_easy	gsm8k_easy	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s1_37acf24f27.json	meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s1_37acf24f27	1		1	str	12	1	str	3	1	str	13	1	str	137	1	str	10	1	str	10	1	str	17	7	1	1	fixed-G=32	32	1	gsm8k_easy	gsm8k_easy	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s0_9dc6f09c24.json	meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s0_9dc6f09c24	1		1	str	12	1	str	3	1	str	13	1	str	135	1	str	10	1	str	10	1	str	17	7	1	1	fixed-G=32	32	1	gsm8k_easy	gsm8k_easy	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s1_4e257ac5eb.json	meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s1_4e257ac5eb	1		1	str	12	1	str	3	1	str	13	1	str	135	1	str	10	1	str	10	1	str	17	7	1	1	fixed-G=32	32	1	gsm8k_easy	gsm8k_easy	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s0_4c0ce0d4bc.json	meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s0_4c0ce0d4bc	1		1	str	12	1	str	3	1	str	13	1	str	136	1	str	9	1	str	10	1	str	17	7	1	1	fixed-G=4	4	1	gsm8k_easy	gsm8k_easy	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s1_cba6422e4d.json	meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s1_cba6422e4d	1		1	str	12	1	str	3	1	str	13	1	str	136	1	str	9	1	str	10	1	str	17	7	1	1	fixed-G=4	4	1	gsm8k_easy	gsm8k_easy	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s0_199c1c636d.json	meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s0_199c1c636d	1		1	str	12	1	str	3	1	str	13	1	str	136	1	str	9	1	str	10	1	str	17	7	1	1	fixed-G=8	8	1	gsm8k_easy	gsm8k_easy	1
meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s1_d59ab724e2.json	meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s1_d59ab724e2	1		1	str	12	1	str	3	1	str	13	1	str	136	1	str	9	1	str	10	1	str	17	7	1	1	fixed-G=8	8	1	gsm8k_easy	gsm8k_easy	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t0.6_s0_d897142710.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t0.6_s0_d897142710	1		1	str	12	1	str	3	1	str	13	1	str	137	1	str	10	1	str	10	1	str	17	7	1	1	fixed-G=16	16	1	gsm8k_hard	gsm8k_hard	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t0.6_s1_b60b0420a2.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t0.6_s1_b60b0420a2	1		1	str	12	1	str	3	1	str	13	1	str	137	1	str	10	1	str	10	1	str	17	7	1	1	fixed-G=16	16	1	gsm8k_hard	gsm8k_hard	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t1_s0_6aab836f38.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t1_s0_6aab836f38	1		1	str	12	1	str	3	1	str	13	1	str	135	1	str	10	1	str	10	1	str	17	7	1	1	fixed-G=16	16	1	gsm8k_hard	gsm8k_hard	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t1_s1_1e545cf2f6.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t1_s1_1e545cf2f6	1		1	str	12	1	str	3	1	str	13	1	str	135	1	str	10	1	str	10	1	str	17	7	1	1	fixed-G=16	16	1	gsm8k_hard	gsm8k_hard	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t0.6_s0_a5b25a88a5.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t0.6_s0_a5b25a88a5	1		1	str	12	1	str	3	1	str	13	1	str	136	1	str	9	1	str	10	1	str	17	7	1	1	fixed-G=2	2	1	gsm8k_hard	gsm8k_hard	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t0.6_s1_58aa148ca9.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t0.6_s1_58aa148ca9	1		1	str	12	1	str	3	1	str	13	1	str	136	1	str	9	1	str	10	1	str	17	7	1	1	fixed-G=2	2	1	gsm8k_hard	gsm8k_hard	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t1_s0_6c07ec4633.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t1_s0_6c07ec4633	1		1	str	12	1	str	3	1	str	13	1	str	134	1	str	9	1	str	10	1	str	17	7	1	1	fixed-G=2	2	1	gsm8k_hard	gsm8k_hard	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t1_s1_4a331a7ae6.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t1_s1_4a331a7ae6	1		1	str	12	1	str	3	1	str	13	1	str	134	1	str	9	1	str	10	1	str	17	7	1	1	fixed-G=2	2	1	gsm8k_hard	gsm8k_hard	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t0.6_s0_0d154e9dbc.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t0.6_s0_0d154e9dbc	1		1	str	12	1	str	3	1	str	13	1	str	137	1	str	10	1	str	10	1	str	17	7	1	1	fixed-G=32	32	1	gsm8k_hard	gsm8k_hard	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t0.6_s1_0d9bbbab8f.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t0.6_s1_0d9bbbab8f	1		1	str	12	1	str	3	1	str	13	1	str	137	1	str	10	1	str	10	1	str	17	7	1	1	fixed-G=32	32	1	gsm8k_hard	gsm8k_hard	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t1_s0_b4416437d2.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t1_s0_b4416437d2	1		1	str	12	1	str	3	1	str	13	1	str	135	1	str	10	1	str	10	1	str	17	7	1	1	fixed-G=32	32	1	gsm8k_hard	gsm8k_hard	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t1_s1_8a659041ea.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t1_s1_8a659041ea	1		1	str	12	1	str	3	1	str	13	1	str	135	1	str	10	1	str	10	1	str	17	7	1	1	fixed-G=32	32	1	gsm8k_hard	gsm8k_hard	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t0.6_s0_474f8bfa6e.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t0.6_s0_474f8bfa6e	1		1	str	12	1	str	3	1	str	13	1	str	136	1	str	9	1	str	10	1	str	17	7	1	1	fixed-G=4	4	1	gsm8k_hard	gsm8k_hard	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t0.6_s1_2147d931ee.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t0.6_s1_2147d931ee	1		1	str	12	1	str	3	1	str	13	1	str	136	1	str	9	1	str	10	1	str	17	7	1	1	fixed-G=4	4	1	gsm8k_hard	gsm8k_hard	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t1_s0_b4ba73c1c9.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t1_s0_b4ba73c1c9	1		1	str	12	1	str	3	1	str	13	1	str	134	1	str	9	1	str	10	1	str	17	7	1	1	fixed-G=4	4	1	gsm8k_hard	gsm8k_hard	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t1_s1_0db0d133df.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t1_s1_0db0d133df	1		1	str	12	1	str	3	1	str	13	1	str	134	1	str	9	1	str	10	1	str	17	7	1	1	fixed-G=4	4	1	gsm8k_hard	gsm8k_hard	1
meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t0.6_s0_f87bc50f73.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G8_t0.6_s0_f87bc50f73	1		1	str	12	1	str	3	1	str	13	1	str	136	1	str	9	1	str	10	1	str	17	7	1	1	fixed-G=8	8	1	gsm8k_hard	gsm8k_hard	1
