arm,competition_id,status,competition_score,suite_score,receipt
modal_streaming,jigsaw-toxic-comment-classification-challenge,NATIVE_SINGLE_COMPETITION_GRADED,0.97424,,outputs/e9_mle_bench/modal_streaming/jigsaw-toxic-comment-classification-challenge-1338bfc1da6c/receipt.json
modal_streaming,jigsaw-unintended-bias-in-toxicity-classification,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/jigsaw-unintended-bias-in-toxicity-classification-13ef8b898e03/receipt.json
modal_streaming,jigsaw-unintended-bias-in-toxicity-classification,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/jigsaw-unintended-bias-in-toxicity-classification-2b5aec66fae2/receipt.json
modal_streaming,jigsaw-unintended-bias-in-toxicity-classification,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/jigsaw-unintended-bias-in-toxicity-classification-4d7abbb3ba89/receipt.json
modal_streaming,jigsaw-unintended-bias-in-toxicity-classification,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/jigsaw-unintended-bias-in-toxicity-classification-be21ca31edd2/receipt.json
modal_streaming,kuzushiji-recognition,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/kuzushiji-recognition-72bbaeb8c306/receipt.json
modal_streaming,kuzushiji-recognition,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/kuzushiji-recognition-ca53dcc29f54/receipt.json
modal_streaming,kuzushiji-recognition,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/kuzushiji-recognition-d3435b28fdb8/receipt.json
modal_streaming,kuzushiji-recognition,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/kuzushiji-recognition-f06baafdbb53/receipt.json
modal_streaming,leaf-classification,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/leaf-classification-0ff61340316b/receipt.json
modal_streaming,leaf-classification,NATIVE_SINGLE_COMPETITION_GRADED,0.88567,,outputs/e9_mle_bench/modal_streaming/leaf-classification-bdf29643b3d4/receipt.json
modal_streaming,leaf-classification,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/leaf-classification-e59838dcbdb9/receipt.json
modal_streaming,learning-agency-lab-automated-essay-scoring-2,NATIVE_SINGLE_COMPETITION_GRADED,0.62867,,outputs/e9_mle_bench/modal_streaming/learning-agency-lab-automated-essay-scoring-2-19945cd4c6b0/receipt.json
modal_streaming,learning-agency-lab-automated-essay-scoring-2,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/learning-agency-lab-automated-essay-scoring-2-83dc16f5ee73/receipt.json
modal_streaming,lmsys-chatbot-arena,NATIVE_SINGLE_COMPETITION_GRADED,1.09861,,outputs/e9_mle_bench/modal_streaming/lmsys-chatbot-arena-2cfdd30613c2/receipt.json
modal_streaming,mlsp-2013-birds,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/mlsp-2013-birds-2779b16d1f7b/receipt.json
modal_streaming,mlsp-2013-birds,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/mlsp-2013-birds-80010f930736/receipt.json
modal_streaming,mlsp-2013-birds,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/mlsp-2013-birds-9390d5dc46d2/receipt.json
modal_streaming,mlsp-2013-birds,NATIVE_SINGLE_COMPETITION_GRADED,0.6225,,outputs/e9_mle_bench/modal_streaming/mlsp-2013-birds-b865b4ad5299/receipt.json
modal_streaming,mlsp-2013-birds,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/mlsp-2013-birds-b8d78b250b21/receipt.json
modal_streaming,mlsp-2013-birds,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/mlsp-2013-birds-e60afc3a6b2e/receipt.json
modal_streaming,multi-modal-gesture-recognition,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/multi-modal-gesture-recognition-2e2b43689bed/receipt.json
modal_streaming,new-york-city-taxi-fare-prediction,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/new-york-city-taxi-fare-prediction-6a1dcfa9b83b/receipt.json
modal_streaming,new-york-city-taxi-fare-prediction,NATIVE_SINGLE_COMPETITION_GRADED,4.58718,,outputs/e9_mle_bench/modal_streaming/new-york-city-taxi-fare-prediction-860134c097ea/receipt.json
modal_streaming,nfl-player-contact-detection,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/nfl-player-contact-detection-caef191fd2da/receipt.json
modal_streaming,nomad2018-predict-transparent-conductors,NATIVE_SINGLE_COMPETITION_GRADED,0.0678,,outputs/e9_mle_bench/modal_streaming/nomad2018-predict-transparent-conductors-52b5301c552a/receipt.json
modal_streaming,osic-pulmonary-fibrosis-progression,NATIVE_SINGLE_COMPETITION_GRADED,-9.92125,,outputs/e9_mle_bench/modal_streaming/osic-pulmonary-fibrosis-progression-7441511e017b/receipt.json
modal_streaming,petfinder-pawpularity-score,NATIVE_SINGLE_COMPETITION_GRADED,20.17751,,outputs/e9_mle_bench/modal_streaming/petfinder-pawpularity-score-e21af4986cea/receipt.json
modal_streaming,plant-pathology-2020-fgvc7,NATIVE_SINGLE_COMPETITION_GRADED,0.63166,,outputs/e9_mle_bench/modal_streaming/plant-pathology-2020-fgvc7-8341fcafc069/receipt.json
modal_streaming,plant-pathology-2020-fgvc7,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/plant-pathology-2020-fgvc7-db5b660ef96a/receipt.json
modal_streaming,plant-pathology-2021-fgvc8,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/plant-pathology-2021-fgvc8-1afc1ef65a3a/receipt.json
modal_streaming,plant-pathology-2021-fgvc8,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/plant-pathology-2021-fgvc8-2accc1cf7208/receipt.json
modal_streaming,plant-pathology-2021-fgvc8,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/plant-pathology-2021-fgvc8-391a0141a545/receipt.json
modal_streaming,plant-pathology-2021-fgvc8,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/plant-pathology-2021-fgvc8-79ef25f39bcc/receipt.json
modal_streaming,random-acts-of-pizza,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/random-acts-of-pizza-1c178b67f0d9/receipt.json
modal_streaming,random-acts-of-pizza,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/random-acts-of-pizza-7ebdb299a489/receipt.json
modal_streaming,random-acts-of-pizza,NATIVE_SINGLE_COMPETITION_GRADED,0.60535,,outputs/e9_mle_bench/modal_streaming/random-acts-of-pizza-cc109c6bfc00/receipt.json
modal_streaming,smartphone-decimeter-2022,NATIVE_SINGLE_COMPETITION_GRADED,165.85732,,outputs/e9_mle_bench/modal_streaming/smartphone-decimeter-2022-1207910d9504/receipt.json
modal_streaming,smartphone-decimeter-2022,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/smartphone-decimeter-2022-3de801aee652/receipt.json
modal_streaming,spooky-author-identification,NATIVE_SINGLE_COMPETITION_GRADED,0.43405,,outputs/e9_mle_bench/modal_streaming/spooky-author-identification-92a9c2022e7e/receipt.json
modal_streaming,spooky-author-identification,NATIVE_SINGLE_COMPETITION_GRADED,0.43391,,outputs/e9_mle_bench/modal_streaming/spooky-author-identification-df30738f5cc3/receipt.json
modal_streaming,stanford-covid-vaccine,NATIVE_SINGLE_COMPETITION_INVALID,,,outputs/e9_mle_bench/modal_streaming/stanford-covid-vaccine-557b219238eb/receipt.json
modal_streaming,stanford-covid-vaccine,NATIVE_SINGLE_COMPETITION_GRADED,0.42804,,outputs/e9_mle_bench/modal_streaming/stanford-covid-vaccine-7b4c2e4562e4/receipt.json
modal_streaming,stanford-covid-vaccine,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/stanford-covid-vaccine-b9529b489199/receipt.json
modal_streaming,stanford-covid-vaccine,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/stanford-covid-vaccine-f8ad6f6ba610/receipt.json
modal_streaming,statoil-iceberg-classifier-challenge,NATIVE_SINGLE_COMPETITION_GRADED,0.33831,,outputs/e9_mle_bench/modal_streaming/statoil-iceberg-classifier-challenge-65cdb3830e2a/receipt.json
modal_streaming,statoil-iceberg-classifier-challenge,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/statoil-iceberg-classifier-challenge-d9f80b17eea4/receipt.json
modal_streaming,tabular-playground-series-dec-2021,NATIVE_SINGLE_COMPETITION_GRADED,0.96075,,outputs/e9_mle_bench/modal_streaming/tabular-playground-series-dec-2021-cb3e13ef7452/receipt.json
modal_streaming,tabular-playground-series-dec-2021,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/tabular-playground-series-dec-2021-e29dbd36116a/receipt.json
modal_streaming,tabular-playground-series-may-2022,NATIVE_SINGLE_COMPETITION_GRADED,0.71992,,outputs/e9_mle_bench/modal_streaming/tabular-playground-series-may-2022-4d87d361aacd/receipt.json
modal_streaming,tensorflow-speech-recognition-challenge,NATIVE_SINGLE_COMPETITION_GRADED,0.08018,,outputs/e9_mle_bench/modal_streaming/tensorflow-speech-recognition-challenge-a4c45d403e3f/receipt.json
modal_streaming,tensorflow2-question-answering,NATIVE_SINGLE_COMPETITION_GRADED,0.57117,,outputs/e9_mle_bench/modal_streaming/tensorflow2-question-answering-0773d2f7a759/receipt.json
modal_streaming,tensorflow2-question-answering,NATIVE_SINGLE_COMPETITION_INVALID,,,outputs/e9_mle_bench/modal_streaming/tensorflow2-question-answering-230f1aee25f3/receipt.json
modal_streaming,tensorflow2-question-answering,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/tensorflow2-question-answering-f8cbfea2bd07/receipt.json
modal_streaming,text-normalization-challenge-english-language,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/text-normalization-challenge-english-language-62017f7d83f4/receipt.json
modal_streaming,text-normalization-challenge-english-language,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/text-normalization-challenge-english-language-9bb52c24bcb9/receipt.json
modal_streaming,text-normalization-challenge-russian-language,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/text-normalization-challenge-russian-language-374a32967d4b/receipt.json
modal_streaming,text-normalization-challenge-russian-language,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/text-normalization-challenge-russian-language-8f8940a840d7/receipt.json
modal_streaming,text-normalization-challenge-russian-language,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/text-normalization-challenge-russian-language-dee2c787f610/receipt.json
modal_streaming,text-normalization-challenge-russian-language,NATIVE_SINGLE_COMPETITION_INVALID,,,outputs/e9_mle_bench/modal_streaming/text-normalization-challenge-russian-language-fcf621c3dc0d/receipt.json
modal_streaming,text-normalization-challenge-russian-language,NATIVE_SINGLE_COMPETITION_GRADED,0.97348,,outputs/e9_mle_bench/modal_streaming/text-normalization-challenge-russian-language-regrade-c14b6e950259/receipt.json
modal_streaming,tgs-salt-identification-challenge,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/tgs-salt-identification-challenge-4f79f37bea6e/receipt.json
modal_streaming,the-icml-2013-whale-challenge-right-whale-redux,NATIVE_SINGLE_COMPETITION_INVALID,,,outputs/e9_mle_bench/modal_streaming/the-icml-2013-whale-challenge-right-whale-redux-55f3cc5db8a8/receipt.json
modal_streaming,the-icml-2013-whale-challenge-right-whale-redux,NATIVE_SINGLE_COMPETITION_GRADED,0.5,,outputs/e9_mle_bench/modal_streaming/the-icml-2013-whale-challenge-right-whale-redux-8b39a9f70fae/receipt.json
modal_streaming,tweet-sentiment-extraction,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/tweet-sentiment-extraction-1b56f9d73fdc/receipt.json
modal_streaming,tweet-sentiment-extraction,NATIVE_SINGLE_COMPETITION_GRADED,0.59324,,outputs/e9_mle_bench/modal_streaming/tweet-sentiment-extraction-9d3132e24230/receipt.json
modal_streaming,us-patent-phrase-to-phrase-matching,NATIVE_SINGLE_COMPETITION_GRADED,0.43676,,outputs/e9_mle_bench/modal_streaming/us-patent-phrase-to-phrase-matching-1379ca868af6/receipt.json
modal_streaming,uw-madison-gi-tract-image-segmentation,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/uw-madison-gi-tract-image-segmentation-30a339f2e177/receipt.json
modal_streaming,uw-madison-gi-tract-image-segmentation,AGENT_EXECUTION_FAILED,,,outputs/e9_mle_bench/modal_streaming/uw-madison-gi-tract-image-segmentation-3b792bfe9102/receipt.json
modal_streaming,uw-madison-gi-tract-image-segmentation,NATIVE_SINGLE_COMPETITION_GRADED,0.24608,,outputs/e9_mle_bench/modal_streaming/uw-madison-gi-tract-image-segmentation-b114091c0a03/receipt.json
modal_streaming,ventilator-pressure-prediction,NATIVE_SINGLE_COMPETITION_GRADED,2.18084,,outputs/e9_mle_bench/modal_streaming/ventilator-pressure-prediction-8eb00d0ff8f6/receipt.json
modal_streaming,whale-categorization-playground,NATIVE_SINGLE_COMPETITION_GRADED,0.17932,,outputs/e9_mle_bench/modal_streaming/whale-categorization-playground-7556a5cbe2dd/receipt.json
merged_vllm,alaska2-image-steganalysis,NATIVE_SINGLE_COMPETITION_INVALID,,,outputs/e9_mle_bench/merged_vllm/alaska2-image-steganalysis-16967d82beeb/receipt.json
merged_vllm,h-and-m-personalized-fashion-recommendations,NATIVE_SINGLE_COMPETITION_GRADED,0.02132,,outputs/e9_mle_bench/merged_vllm/h-and-m-personalized-fashion-recommendations-33d90f35410c/receipt.json
merged_vllm,hotel-id-2021-fgvc8,NATIVE_SINGLE_COMPETITION_INVALID,,,outputs/e9_mle_bench/merged_vllm/hotel-id-2021-fgvc8-ed92df9f6c44/receipt.json
merged_vllm,hubmap-kidney-segmentation,NATIVE_SINGLE_COMPETITION_INVALID,,,outputs/e9_mle_bench/merged_vllm/hubmap-kidney-segmentation-6e08e20ea6d4/receipt.json
merged_vllm,imet-2020-fgvc7,NATIVE_SINGLE_COMPETITION_INVALID,,,outputs/e9_mle_bench/merged_vllm/imet-2020-fgvc7-9e3b7fa50417/receipt.json
merged_vllm,predict-volcanic-eruptions-ingv-oe,NATIVE_SINGLE_COMPETITION_INVALID,,,outputs/e9_mle_bench/merged_vllm/predict-volcanic-eruptions-ingv-oe-06379fb32587/receipt.json
merged_vllm,vesuvius-challenge-ink-detection,NATIVE_SINGLE_COMPETITION_INVALID,,,outputs/e9_mle_bench/merged_vllm/vesuvius-challenge-ink-detection-83d8678a457b/receipt.json
