# Pillar 2 iter82 pooled per-step hazard h(t | alarm), h(t | no_alarm)
# Source: scripts/zvf_iter82.py
method	step	h_alarm	h_noalarm
aero	114	0.000000	0.000000
aero	115	0.000000	0.000000
aero	116	0.000000	0.000000
aero	117	0.000000	0.000000
aero	118	0.000000	0.000000
aero	119	0.000000	0.000000
aero	120	0.000000	0.000000
aero	121	0.000000	0.000000
aero	122	0.000000	0.000000
aero	123	0.000000	0.000000
aero	124	0.000000	0.000000
aero	125	0.000000	0.000000
aero	126	0.000000	0.000000
aero	127	0.000000	0.000000
aero	128	0.000000	0.000000
aero	129	0.000000	0.000000
aero	130	0.000000	0.000000
aero	131	0.000000	0.000000
aero	132	0.000000	0.000000
aero	133	0.000000	0.000000
aero	134	0.000000	0.000000
aero	135	0.000000	0.000000
aero	136	0.000000	0.000000
aero	137	0.000000	0.000000
aero	138	0.000000	0.000000
aero	139	0.000000	0.000000
aero	140	0.000000	0.000000
aero	141	0.000000	0.000000
aero	142	0.000000	0.000000
aero	143	0.000000	0.000000
aero	144	0.000000	0.000000
aero	145	0.000000	0.000000
aero	146	0.000000	0.000000
aero	147	0.000000	0.000000
aero	148	0.000000	0.000000
aero	149	0.000000	0.000000
aero	150	0.000000	0.000000
aero	151	0.000000	0.000000
aero	152	0.000000	0.000000
aero	153	0.000000	0.000000
aero	154	0.000000	0.000000
aero	155	0.000000	0.000000
aero	156	0.000000	0.000000
aero	157	0.000000	0.000000
aero	158	0.000000	0.000000
aero	159	0.000000	0.000000
aero	160	0.000000	0.000000
aero	161	0.000000	0.000000
aero	162	0.000000	0.000000
aero	163	0.000000	0.000000
aero	164	0.000000	0.000000
aero	165	0.000000	0.000000
aero	166	0.000000	0.000000
aero	167	0.000000	0.000000
aero	168	0.000000	0.000000
aero	169	0.000000	0.000000
aero	170	0.000000	0.000000
aero	171	0.000000	0.000000
aero	172	0.000000	0.000000
aero	173	0.000000	0.000000
aero	174	0.000000	0.000000
aero	175	0.000000	0.000000
aero	176	0.000000	0.000000
aero	177	0.000000	0.000000
aero	178	0.000000	0.000000
aero	179	0.000000	0.000000
aero	180	0.000000	0.000000
aero	181	0.000000	0.000000
aero	182	0.000000	0.000000
aero	183	0.000000	0.000000
aero	184	0.000000	0.000000
aero	185	0.000000	0.000000
aero	186	0.000000	0.000000
aero	187	0.000000	0.000000
aero	188	0.000000	0.000000
aero	189	0.000000	0.000000
aero	190	0.000000	0.000000
aero	191	0.000000	0.000000
aero	192	0.000000	0.000000
aero	193	0.000000	0.000000
aero	194	0.000000	0.000000
aero	195	0.000000	0.000000
aero	196	0.000000	0.000000
aero	197	0.000000	0.000000
aero	198	0.000000	0.000000
aero	199	0.000000	0.000000
aero	200	0.000000	0.000000
aero	201	0.000000	0.000000
aero	202	0.000000	0.000000
aero	203	0.000000	0.000000
aero	204	0.000000	0.000000
aero	205	0.000000	0.000000
aero	206	0.000000	0.000000
aero	207	0.000000	0.000000
aero	208	0.000000	0.000000
aero	209	0.000000	0.000000
aero	210	0.000000	0.000000
aero	211	0.000000	0.000000
aero	212	0.000000	0.000000
aero	213	0.000000	0.000000
aero	214	0.000000	0.000000
aero	215	0.000000	0.000000
aero	216	0.000000	0.000000
aero	217	0.000000	0.000000
aero	218	0.000000	0.000000
aero	219	0.000000	0.000000
aero	220	0.000000	0.000000
aero	221	0.000000	0.000000
aero	222	0.000000	0.000000
aero	223	0.000000	0.000000
aero	224	0.000000	0.000000
aero	225	0.000000	0.000000
aero	226	0.000000	0.000000
aero	227	0.000000	0.000000
aero	228	0.000000	0.000000
aero	229	0.000000	0.000000
aero	230	0.000000	0.000000
aero	231	0.000000	0.000000
aero	232	0.000000	0.000000
aero	233	0.000000	0.000000
aero	234	0.000000	0.000000
aero	235	0.000000	0.000000
aero	236	0.000000	0.000000
aero	237	0.000000	0.000000
aero	238	0.000000	0.000000
aero	239	0.000000	0.000000
aero	240	0.000000	0.000000
aero	241	0.000000	0.000000
aero	242	0.000000	0.000000
aero	243	0.000000	0.000000
aero	244	0.000000	0.000000
aero	245	0.000000	0.000000
aero	246	0.000000	0.000000
aero	247	0.000000	0.000000
aero	248	0.000000	0.000000
aero	249	0.000000	0.000000
aero	250	0.000000	0.000000
aero	251	0.000000	0.000000
aero	252	0.000000	0.000000
aero	253	0.000000	0.000000
aero	254	0.000000	0.000000
aero	255	0.000000	0.000000
aero	256	0.000000	0.000000
aero	257	0.000000	0.000000
aero	258	0.000000	0.000000
aero	259	0.000000	0.000000
aero	260	0.000000	0.000000
aero	261	0.000000	0.000000
aero	262	0.000000	0.000000
aero	263	0.000000	0.000000
aero	264	0.000000	0.000000
aero	265	0.000000	0.000000
aero	266	0.000000	0.000000
aero	267	0.000000	0.000000
aero	268	0.000000	0.000000
aero	269	0.000000	0.000000
aero	270	0.000000	0.000000
aero	271	0.000000	0.000000
aero	272	0.000000	0.000000
aero	273	0.000000	0.000000
aero	274	0.000000	0.000000
aero	275	0.000000	0.000000
aero	276	0.000000	0.000000
aero	277	0.000000	0.000000
aero	278	0.000000	0.000000
aero	279	0.000000	0.000000
aero	280	0.000000	0.000000
aero	281	0.000000	0.000000
aero	282	0.000000	0.000000
aero	283	0.000000	0.000000
aero	284	0.000000	0.000000
aero	285	0.000000	0.000000
aero	286	0.000000	0.000000
aero	287	0.000000	0.000000
aero	288	0.000000	0.000000
aero	289	0.000000	0.000000
aero	290	0.000000	0.000000
aero	291	0.000000	0.000000
aero	292	0.000000	0.000000
aero	293	0.000000	0.000000
aero	294	0.000000	0.000000
aero	295	0.000000	0.000000
aero	296	0.000000	0.000000
aero	297	0.000000	0.000000
aero	298	0.000000	0.000000
areal	0	0.000000	0.000000
areal	1	0.000000	0.000000
areal	2	0.000000	0.000000
areal	3	0.000000	0.000000
areal	4	0.000000	0.000000
areal	5	0.000000	0.000000
areal	6	0.000000	0.000000
areal	7	0.000000	0.000000
areal	8	0.000000	0.000000
areal	9	0.000000	0.000000
areal	10	0.000000	0.000000
areal	11	0.000000	0.000000
areal	12	0.000000	0.000000
areal	13	0.000000	0.000000
areal	14	0.000000	0.000000
areal	15	0.000000	0.000000
areal	16	0.000000	0.000000
areal	17	0.000000	0.000000
areal	18	0.000000	0.000000
areal	19	0.000000	0.000000
areal	20	0.000000	0.000000
areal	21	0.000000	0.000000
areal	22	0.000000	0.000000
areal	23	0.000000	0.000000
areal	24	0.000000	0.000000
areal	25	0.000000	0.000000
areal	26	0.000000	0.000000
areal	27	0.000000	0.000000
areal	28	0.000000	0.000000
areal	29	0.000000	0.000000
areal	30	0.000000	0.000000
areal	31	0.000000	0.000000
areal	32	0.000000	0.000000
areal	33	0.000000	0.000000
areal	34	0.000000	0.000000
areal	35	0.000000	0.000000
areal	36	0.000000	0.000000
areal	37	0.000000	0.000000
areal	38	0.000000	0.000000
areal	39	0.000000	0.000000
areal	40	0.000000	0.000000
areal	41	0.000000	0.000000
areal	42	0.000000	0.000000
areal	43	0.000000	0.000000
areal	44	0.000000	0.000000
areal	45	0.000000	0.000000
areal	46	0.000000	0.000000
areal	47	0.000000	0.000000
areal	48	0.000000	0.000000
areal	49	0.000000	0.000000
areal	50	0.000000	0.000000
areal	51	0.000000	0.000000
areal	52	0.000000	0.000000
areal	53	0.000000	0.000000
areal	54	0.000000	0.000000
areal	55	0.000000	0.000000
areal	56	0.000000	0.000000
areal	57	0.000000	0.000000
areal	58	0.000000	0.000000
areal	59	0.000000	0.000000
areal	60	0.000000	0.000000
areal	61	0.000000	0.000000
areal	62	0.000000	0.000000
areal	63	0.000000	0.000000
areal	64	0.000000	0.000000
areal	65	0.000000	0.000000
areal	66	0.000000	0.000000
areal	67	0.000000	0.000000
areal	68	0.000000	0.000000
areal	69	0.000000	0.000000
areal	70	0.000000	0.000000
areal	71	0.000000	0.000000
areal	72	0.000000	0.000000
areal	73	0.000000	0.000000
areal	74	0.000000	0.000000
areal	75	0.000000	0.000000
areal	76	0.000000	0.000000
areal	77	0.000000	0.000000
areal	78	0.000000	0.000000
areal	79	0.000000	0.000000
areal	80	0.000000	0.000000
areal	81	0.000000	0.000000
areal	82	0.000000	0.000000
areal	83	0.000000	0.000000
areal	84	0.000000	0.000000
areal	85	0.000000	0.000000
areal	86	0.000000	0.000000
areal	87	0.000000	0.000000
areal	88	0.000000	0.000000
areal	89	0.000000	0.000000
areal	90	0.000000	0.000000
areal	91	0.000000	0.000000
areal	92	0.000000	0.000000
areal	93	0.000000	0.000000
areal	94	0.000000	0.000000
areal	95	0.000000	0.000000
areal	96	0.000000	0.000000
areal	97	0.000000	0.000000
areal	98	0.000000	0.000000
areal	99	0.000000	0.000000
areal	100	0.000000	0.000000
areal	101	0.000000	0.000000
areal	102	0.000000	0.000000
areal	103	0.000000	0.000000
areal	104	0.000000	0.000000
areal	105	0.000000	0.000000
areal	106	0.000000	0.000000
areal	107	0.000000	0.000000
areal	108	0.000000	0.000000
areal	109	0.000000	0.000000
areal	110	0.000000	0.000000
areal	111	0.000000	0.000000
areal	112	0.000000	0.000000
areal	113	0.000000	0.000000
areal	114	0.000000	0.000000
areal	115	0.000000	0.000000
areal	116	0.000000	0.000000
areal	117	0.000000	0.000000
areal	118	0.000000	0.000000
areal	119	0.000000	0.000000
areal	120	0.000000	0.000000
areal	121	0.000000	0.000000
areal	122	0.000000	0.000000
areal	123	0.000000	0.000000
areal	124	0.000000	0.000000
areal	125	0.000000	0.000000
areal	126	0.000000	0.000000
areal	127	0.000000	0.000000
areal	128	0.000000	0.000000
areal	129	0.000000	0.000000
areal	130	0.000000	0.000000
areal	131	0.000000	0.000000
areal	132	0.000000	0.000000
areal	133	0.000000	0.000000
areal	134	0.000000	0.000000
areal	135	0.000000	0.000000
areal	136	0.000000	0.000000
areal	137	0.000000	0.000000
areal	138	0.000000	0.000000
areal	139	0.000000	0.000000
areal	140	0.000000	0.000000
areal	141	0.000000	0.000000
areal	142	0.000000	0.000000
areal	143	0.000000	0.000000
areal	144	0.000000	0.000000
areal	145	0.000000	0.000000
areal	146	0.000000	0.000000
areal	147	0.000000	0.000000
areal	148	0.000000	0.000000
areal	149	0.000000	0.000000
areal	150	0.000000	0.000000
areal	151	0.000000	0.000000
areal	152	0.000000	0.000000
areal	153	0.000000	0.000000
areal	154	0.000000	0.000000
areal	155	0.000000	0.000000
areal	156	0.000000	0.000000
areal	157	0.000000	0.000000
areal	158	0.000000	0.000000
areal	159	0.000000	0.000000
areal	160	0.000000	0.000000
areal	161	0.000000	0.000000
areal	162	0.000000	0.000000
areal	163	0.000000	0.000000
areal	164	0.000000	0.000000
areal	165	0.000000	0.000000
areal	166	0.000000	0.000000
areal	167	0.000000	0.000000
areal	168	0.000000	0.000000
areal	169	0.000000	0.000000
areal	170	0.000000	0.000000
areal	171	0.000000	0.000000
areal	172	0.000000	0.000000
areal	173	0.000000	0.000000
areal	174	0.000000	0.000000
areal	175	0.000000	0.000000
areal	176	0.000000	0.000000
areal	177	0.000000	0.000000
areal	178	0.000000	0.000000
areal	179	0.000000	0.000000
areal	180	0.000000	0.000000
areal	181	0.000000	0.000000
areal	182	0.000000	0.000000
areal	183	0.000000	0.000000
areal	184	0.000000	0.000000
areal	185	0.000000	0.000000
areal	186	0.000000	0.000000
areal	187	0.000000	0.000000
areal	188	0.000000	0.000000
areal	189	0.000000	0.000000
areal	190	0.000000	0.000000
areal	191	0.000000	0.000000
areal	192	0.000000	0.000000
areal	193	0.000000	0.000000
areal	194	0.000000	0.000000
areal	195	0.000000	0.000000
areal	196	0.000000	0.000000
areal	197	0.000000	0.000000
areal	198	0.000000	0.000000
areal	199	0.000000	0.000000
areal	200	0.000000	0.000000
areal	201	0.000000	0.000000
areal	202	0.000000	0.000000
areal	203	0.000000	0.000000
areal	204	0.000000	0.000000
areal	205	0.000000	0.000000
areal	206	0.000000	0.000000
areal	207	0.000000	0.000000
areal	208	0.000000	0.000000
areal	209	0.000000	0.000000
areal	210	0.000000	0.000000
areal	211	0.000000	0.000000
areal	212	0.000000	0.000000
areal	213	0.000000	0.000000
areal	214	0.000000	0.000000
areal	215	0.000000	0.000000
areal	216	0.000000	0.000000
areal	217	0.000000	0.000000
areal	218	0.000000	0.000000
areal	219	0.000000	0.000000
areal	220	0.000000	0.000000
areal	221	0.000000	0.000000
areal	222	0.000000	0.000000
areal	223	0.000000	0.000000
areal	224	0.000000	0.000000
areal	225	0.000000	0.000000
areal	226	0.000000	0.000000
areal	227	0.000000	0.000000
areal	228	0.000000	0.000000
areal	229	0.000000	0.000000
areal	230	0.000000	0.000000
areal	231	0.000000	0.000000
areal	232	0.000000	0.000000
areal	233	0.000000	0.000000
areal	234	0.000000	0.000000
areal	235	0.000000	0.000000
areal	236	0.000000	0.000000
areal	237	0.000000	0.000000
areal	238	0.000000	0.000000
areal	239	0.000000	0.000000
areal	240	0.000000	0.000000
areal	241	0.000000	0.000000
areal	242	0.000000	0.000000
areal	243	0.000000	0.000000
areal	244	0.000000	0.000000
areal	245	0.000000	0.000000
areal	246	0.000000	0.000000
areal	247	0.000000	0.000000
areal	248	0.000000	0.000000
areal	249	0.000000	0.000000
areal	250	0.000000	0.000000
areal	251	0.000000	0.000000
areal	252	0.000000	0.000000
areal	253	0.000000	0.000000
areal	254	0.000000	0.000000
areal	255	0.000000	0.000000
areal	256	0.000000	0.000000
areal	257	0.000000	0.000000
areal	258	0.000000	0.000000
areal	259	0.000000	0.000000
areal	260	0.000000	0.000000
areal	261	0.000000	0.000000
areal	262	0.000000	0.000000
areal	263	0.000000	0.000000
areal	264	0.000000	0.000000
areal	265	0.000000	0.000000
areal	266	0.000000	0.000000
areal	267	0.000000	0.000000
areal	268	0.000000	0.000000
areal	269	0.000000	0.000000
areal	270	0.000000	0.000000
areal	271	0.000000	0.000000
areal	272	0.000000	0.000000
areal	273	0.000000	0.000000
areal	274	0.000000	0.000000
areal	275	0.000000	0.000000
areal	276	0.000000	0.000000
areal	277	0.000000	0.000000
areal	278	0.000000	0.000000
areal	279	0.000000	0.000000
areal	280	0.000000	0.000000
areal	281	0.000000	0.000000
areal	282	0.000000	0.000000
areal	283	0.000000	0.000000
areal	284	0.000000	0.000000
areal	285	0.000000	0.000000
areal	286	0.000000	0.000000
areal	287	0.000000	0.000000
areal	288	0.000000	0.000000
areal	289	0.000000	0.000000
areal	290	0.000000	0.000000
areal	291	0.000000	0.000000
areal	292	0.000000	0.000000
areal	293	0.000000	0.000000
areal	294	0.000000	0.000000
areal	295	0.000000	0.000000
areal	296	0.000000	0.000000
areal	297	0.000000	0.000000
areal	298	0.000000	0.000000
cppo	0	0.000000	0.000000
cppo	1	0.000000	0.000000
cppo	2	0.000000	0.000000
cppo	3	0.000000	0.000000
cppo	4	0.000000	0.000000
cppo	5	0.000000	0.000000
cppo	6	0.000000	0.000000
cppo	7	0.000000	0.000000
cppo	8	0.000000	0.000000
cppo	9	0.000000	0.000000
cppo	10	0.000000	0.000000
cppo	11	0.000000	0.000000
cppo	12	0.000000	0.000000
cppo	13	0.000000	0.000000
cppo	14	0.000000	0.000000
cppo	15	0.000000	0.000000
cppo	16	0.000000	0.000000
cppo	17	0.000000	0.000000
cppo	18	0.000000	0.000000
cppo	19	0.000000	0.000000
cppo	20	0.000000	0.000000
cppo	21	0.000000	0.000000
cppo	22	0.000000	0.000000
cppo	23	0.000000	0.000000
cppo	24	0.000000	0.000000
cppo	25	0.000000	0.000000
cppo	26	0.000000	0.000000
cppo	27	0.000000	0.000000
cppo	28	0.000000	0.000000
cppo	29	0.000000	0.000000
cppo	30	0.000000	0.000000
cppo	31	0.000000	0.000000
cppo	32	0.000000	0.000000
cppo	33	0.000000	0.000000
cppo	34	0.000000	0.000000
cppo	35	0.000000	0.000000
cppo	36	0.000000	0.000000
cppo	37	0.000000	0.000000
cppo	38	0.000000	0.000000
cppo	39	0.000000	0.000000
cppo	40	0.000000	0.000000
cppo	41	0.000000	0.000000
cppo	42	0.000000	0.000000
cppo	43	0.000000	0.000000
cppo	44	0.000000	0.000000
cppo	45	0.000000	0.000000
cppo	46	0.000000	0.000000
cppo	47	0.000000	0.000000
cppo	48	0.000000	0.000000
cppo	49	0.000000	0.000000
cppo	50	0.000000	0.000000
cppo	51	0.000000	0.000000
cppo	52	0.000000	0.000000
cppo	53	0.000000	0.000000
cppo	54	0.000000	0.000000
cppo	55	0.000000	0.000000
cppo	56	0.000000	0.000000
cppo	57	0.000000	0.000000
cppo	58	0.000000	0.000000
cppo	59	0.000000	0.000000
cppo	60	0.000000	0.000000
cppo	61	0.000000	0.000000
cppo	62	0.000000	0.000000
cppo	63	0.000000	0.000000
cppo	64	0.000000	0.000000
cppo	65	0.000000	0.000000
cppo	66	0.000000	0.000000
cppo	67	0.000000	0.000000
cppo	68	0.000000	0.000000
cppo	69	0.000000	0.000000
cppo	70	0.000000	0.000000
cppo	71	0.000000	0.000000
cppo	72	0.000000	0.000000
cppo	73	0.000000	0.000000
cppo	74	0.000000	0.000000
cppo	75	0.000000	0.000000
cppo	76	0.600000	0.000000
cppo	77	1.000000	0.000000
cppo	78	0.000000	0.000000
cppo	79	0.000000	0.000000
cppo	80	0.000000	0.000000
cppo	81	0.000000	0.000000
cppo	82	0.000000	0.000000
cppo	83	0.000000	0.000000
cppo	84	0.000000	0.000000
cppo	85	0.000000	0.000000
cppo	86	0.000000	0.000000
cppo	87	0.000000	0.000000
cppo	88	0.000000	0.000000
cppo	89	0.000000	0.000000
cppo	90	0.000000	0.000000
cppo	91	0.000000	0.000000
cppo	92	0.000000	0.000000
cppo	93	0.000000	0.000000
cppo	94	0.000000	0.000000
cppo	95	0.000000	0.000000
cppo	96	0.000000	0.000000
cppo	97	0.000000	0.000000
cppo	98	0.000000	0.000000
cppo	99	0.000000	0.000000
cppo	100	0.000000	0.000000
cppo	101	0.000000	0.000000
cppo	102	0.000000	0.000000
cppo	103	0.000000	0.000000
cppo	104	0.000000	0.000000
cppo	105	0.000000	0.000000
cppo	106	0.000000	0.000000
cppo	107	0.000000	0.000000
cppo	108	0.000000	0.000000
cppo	109	0.000000	0.000000
cppo	110	0.000000	0.000000
cppo	111	0.000000	0.000000
cppo	112	0.000000	0.000000
cppo	113	0.000000	0.000000
cppo	114	0.000000	0.000000
cppo	115	0.000000	0.000000
cppo	116	0.000000	0.000000
cppo	117	0.000000	0.000000
cppo	118	0.000000	0.000000
cppo	119	0.000000	0.000000
cppo	120	0.000000	0.000000
cppo	121	0.000000	0.000000
cppo	122	0.000000	0.000000
cppo	123	0.000000	0.000000
cppo	124	0.000000	0.000000
cppo	125	0.000000	0.000000
cppo	126	0.000000	0.000000
cppo	127	0.000000	0.000000
cppo	128	0.000000	0.000000
cppo	129	0.000000	0.000000
cppo	130	0.000000	0.000000
cppo	131	0.000000	0.000000
cppo	132	0.000000	0.000000
cppo	133	0.000000	0.000000
cppo	134	0.000000	0.000000
cppo	135	0.000000	0.000000
cppo	136	0.000000	0.000000
cppo	137	0.000000	0.000000
cppo	138	0.000000	0.000000
cppo	139	0.000000	0.000000
cppo	140	0.000000	0.000000
cppo	141	0.000000	0.000000
cppo	142	0.000000	0.000000
cppo	143	0.000000	0.000000
cppo	144	0.000000	0.000000
cppo	145	0.000000	0.000000
cppo	146	0.000000	0.000000
cppo	147	0.000000	0.000000
cppo	148	0.000000	0.000000
cppo	149	0.000000	0.000000
cppo	150	0.000000	0.000000
cppo	151	0.000000	0.000000
cppo	152	0.000000	0.000000
cppo	153	0.000000	0.000000
cppo	154	0.000000	0.000000
cppo	155	0.000000	0.000000
cppo	156	0.000000	0.000000
cppo	157	0.000000	0.000000
cppo	158	0.000000	0.000000
cppo	159	0.000000	0.000000
cppo	160	0.000000	0.000000
cppo	161	0.000000	0.000000
cppo	162	0.000000	0.000000
cppo	163	0.000000	0.000000
cppo	164	0.000000	0.000000
cppo	165	0.000000	0.000000
cppo	166	0.000000	0.000000
cppo	167	0.000000	0.000000
cppo	168	0.000000	0.000000
cppo	169	0.000000	0.000000
cppo	170	0.000000	0.000000
cppo	171	0.000000	0.000000
cppo	172	0.000000	0.000000
cppo	173	0.000000	0.000000
cppo	174	0.000000	0.000000
cppo	175	0.000000	0.000000
cppo	176	0.000000	0.000000
cppo	177	0.000000	0.000000
cppo	178	0.000000	0.000000
cppo	179	0.000000	0.000000
cppo	180	0.000000	0.000000
cppo	181	0.000000	0.000000
cppo	182	0.000000	0.000000
cppo	183	0.000000	0.000000
cppo	184	0.000000	0.000000
cppo	185	0.000000	0.000000
cppo	186	0.000000	0.000000
cppo	187	0.000000	0.000000
cppo	188	0.000000	0.000000
cppo	189	0.000000	0.000000
cppo	190	0.000000	0.000000
cppo	191	0.000000	0.000000
cppo	192	0.000000	0.000000
cppo	193	0.000000	0.000000
cppo	194	0.000000	0.000000
cppo	195	0.000000	0.000000
cppo	196	0.000000	0.000000
cppo	197	0.000000	0.000000
cppo	198	0.000000	0.000000
cppo	199	0.000000	0.000000
cppo	200	0.000000	0.000000
cppo	201	0.000000	0.000000
cppo	202	0.000000	0.000000
cppo	203	0.000000	0.000000
cppo	204	0.000000	0.000000
cppo	205	0.000000	0.000000
cppo	206	0.000000	0.000000
cppo	207	0.000000	0.000000
cppo	208	0.000000	0.000000
cppo	209	0.000000	0.000000
cppo	210	0.000000	0.000000
cppo	211	0.000000	0.000000
cppo	212	0.000000	0.000000
cppo	213	0.000000	0.000000
cppo	214	0.000000	0.000000
cppo	215	0.000000	0.000000
cppo	216	0.000000	0.000000
cppo	217	0.000000	0.000000
cppo	218	0.000000	0.000000
cppo	219	0.000000	0.000000
cppo	220	0.000000	0.000000
cppo	221	0.000000	0.000000
cppo	222	0.000000	0.000000
cppo	223	0.000000	0.000000
cppo	224	0.000000	0.000000
cppo	225	0.000000	0.000000
cppo	226	0.000000	0.000000
cppo	227	0.000000	0.000000
cppo	228	0.000000	0.000000
cppo	229	0.000000	0.000000
cppo	230	0.000000	0.000000
cppo	231	0.000000	0.000000
cppo	232	0.000000	0.000000
cppo	233	0.000000	0.000000
cppo	234	0.000000	0.000000
cppo	235	0.000000	0.000000
cppo	236	0.000000	0.000000
cppo	237	0.000000	0.000000
cppo	238	0.000000	0.000000
cppo	239	0.000000	0.000000
cppo	240	0.000000	0.000000
cppo	241	0.000000	0.000000
cppo	242	0.000000	0.000000
cppo	243	0.000000	0.000000
cppo	244	0.000000	0.000000
cppo	245	0.000000	0.000000
cppo	246	0.000000	0.000000
cppo	247	0.000000	0.000000
cppo	248	0.000000	0.000000
cppo	249	0.000000	0.000000
cppo	250	0.000000	0.000000
cppo	251	0.000000	0.000000
cppo	252	0.000000	0.000000
cppo	253	0.000000	0.000000
cppo	254	0.000000	0.000000
cppo	255	0.000000	0.000000
cppo	256	0.000000	0.000000
cppo	257	0.000000	0.000000
cppo	258	0.000000	0.000000
cppo	259	0.000000	0.000000
cppo	260	0.000000	0.000000
cppo	261	0.000000	0.000000
cppo	262	0.000000	0.000000
cppo	263	0.000000	0.000000
cppo	264	0.000000	0.000000
cppo	265	0.000000	0.000000
cppo	266	0.000000	0.000000
cppo	267	0.000000	0.000000
cppo	268	0.000000	0.000000
cppo	269	0.000000	0.000000
cppo	270	0.000000	0.000000
cppo	271	0.000000	0.000000
cppo	272	0.000000	0.000000
cppo	273	0.000000	0.000000
cppo	274	0.000000	0.000000
cppo	275	0.000000	0.000000
cppo	276	0.000000	0.000000
cppo	277	0.000000	0.000000
cppo	278	0.000000	0.000000
cppo	279	0.000000	0.000000
cppo	280	0.000000	0.000000
cppo	281	0.000000	0.000000
cppo	282	0.000000	0.000000
cppo	283	0.000000	0.000000
cppo	284	0.000000	0.000000
cppo	285	0.000000	0.000000
cppo	286	0.000000	0.000000
cppo	287	0.000000	0.000000
cppo	288	0.000000	0.000000
cppo	289	0.000000	0.000000
cppo	290	0.000000	0.000000
cppo	291	0.000000	0.000000
cppo	292	0.000000	0.000000
cppo	293	0.000000	0.000000
cppo	294	0.000000	0.000000
cppo	295	0.000000	0.000000
cppo	296	0.000000	0.000000
cppo	297	0.000000	0.000000
cppo	298	0.000000	0.000000
es	0	0.000000	0.000000
es	1	0.000000	0.000000
es	2	0.000000	0.000000
es	3	0.000000	0.000000
es	4	0.000000	0.000000
es	5	0.000000	0.000000
