# Pillar 2 Contrastive Yield decomposition (per-problem / per-step)
# Computed from real rollout data:
#   - tinker_gsm8k_zvf_s{42,123,456}.json: 600 (problem, G=8) rollouts.
#   - groupsize_zvf_sweep.json: 12 runs * 40 steps x G in {2,4,8,16}.
# Columns:
#   source      tinker_gsm8k | groupsize_zvf_sweep | groupsize_zvf_sweep_agg
#   seed, problem_id|step, G, k|p_x, zvf_obs, zvf_iid, delta_div, Y_obs
# zvf_iid  = p**G + (1-p)**G (Bernoulli-collision baseline).
# delta_div = zvf_iid - zvf_obs (structural diversity bonus;
#            POSITIVE delta_div proves the sampler anti-herds).
# Source: scripts/zvf_contrastive_yield.py
source	seed	id	G	p_x	zvf_obs	zvf_iid	delta_div	Y_obs
groupsize_zvf_sweep	123	24	4	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	123	25	4	0.9688	0.8750	0.8807	0.0057	0.1250
groupsize_zvf_sweep	123	26	4	0.9531	0.9375	0.8253	-0.1122	0.0625
groupsize_zvf_sweep	123	27	4	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	123	28	4	0.9688	0.9375	0.8807	-0.0568	0.0625
groupsize_zvf_sweep	123	29	4	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	123	30	4	0.9062	0.9375	0.6746	-0.2629	0.0625
groupsize_zvf_sweep	123	31	4	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	123	32	4	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	123	33	4	0.9219	0.9375	0.7223	-0.2152	0.0625
groupsize_zvf_sweep	123	34	4	0.9531	0.9375	0.8253	-0.1122	0.0625
groupsize_zvf_sweep	123	35	4	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	123	36	4	0.9688	0.8750	0.8807	0.0057	0.1250
groupsize_zvf_sweep	123	37	4	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	123	38	4	0.9844	0.9375	0.9389	0.0014	0.0625
groupsize_zvf_sweep	123	39	4	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep_agg	123	agg	4	0.8680	0.7812	0.5679	-0.2134	0.2188
groupsize_zvf_sweep	456	0	4	0.2344	0.1250	0.3466	0.2216	0.8750
groupsize_zvf_sweep	456	1	4	0.3125	0.1875	0.2329	0.0454	0.8125
groupsize_zvf_sweep	456	2	4	0.3750	0.1875	0.1724	-0.0151	0.8125
groupsize_zvf_sweep	456	3	4	0.5781	0.1250	0.1434	0.0184	0.8750
groupsize_zvf_sweep	456	4	4	0.5469	0.3125	0.1316	-0.1809	0.6875
groupsize_zvf_sweep	456	5	4	0.6250	0.3125	0.1724	-0.1401	0.6875
groupsize_zvf_sweep	456	6	4	0.7500	0.2500	0.3203	0.0703	0.7500
groupsize_zvf_sweep	456	7	4	0.8125	0.5000	0.4370	-0.0630	0.5000
groupsize_zvf_sweep	456	8	4	0.7812	0.3750	0.3748	-0.0002	0.6250
groupsize_zvf_sweep	456	9	4	0.8594	0.5625	0.5458	-0.0167	0.4375
groupsize_zvf_sweep	456	10	4	0.8438	0.6250	0.5074	-0.1176	0.3750
groupsize_zvf_sweep	456	11	4	0.8750	0.6250	0.5864	-0.0386	0.3750
groupsize_zvf_sweep	456	12	4	0.9062	0.6875	0.6746	-0.0129	0.3125
groupsize_zvf_sweep	456	13	4	0.8281	0.6250	0.4712	-0.1538	0.3750
groupsize_zvf_sweep	456	14	4	0.9531	0.8750	0.8253	-0.0497	0.1250
groupsize_zvf_sweep	456	15	4	0.8750	0.8125	0.5864	-0.2261	0.1875
groupsize_zvf_sweep	456	16	4	0.9688	0.8750	0.8807	0.0057	0.1250
groupsize_zvf_sweep	456	17	4	0.8594	0.9375	0.5458	-0.3917	0.0625
groupsize_zvf_sweep	456	18	4	0.9688	0.8750	0.8807	0.0057	0.1250
groupsize_zvf_sweep	456	19	4	0.9844	0.9375	0.9389	0.0014	0.0625
groupsize_zvf_sweep	456	20	4	0.9688	0.8750	0.8807	0.0057	0.1250
groupsize_zvf_sweep	456	21	4	0.9844	0.9375	0.9389	0.0014	0.0625
groupsize_zvf_sweep	456	22	4	0.9531	0.8750	0.8253	-0.0497	0.1250
groupsize_zvf_sweep	456	23	4	0.9688	0.8750	0.8807	0.0057	0.1250
groupsize_zvf_sweep	456	24	4	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	456	25	4	0.9844	0.9375	0.9389	0.0014	0.0625
groupsize_zvf_sweep	456	26	4	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	456	27	4	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	456	28	4	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	456	29	4	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	456	30	4	0.9219	0.9375	0.7223	-0.2152	0.0625
groupsize_zvf_sweep	456	31	4	0.9375	1.0000	0.7725	-0.2275	0.0000
groupsize_zvf_sweep	456	32	4	0.9688	0.8750	0.8807	0.0057	0.1250
groupsize_zvf_sweep	456	33	4	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	456	34	4	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	456	35	4	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	456	36	4	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	456	37	4	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	456	38	4	0.8906	0.9375	0.6293	-0.3082	0.0625
groupsize_zvf_sweep	456	39	4	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep_agg	456	agg	4	0.8629	0.7516	0.5548	-0.1968	0.2484
groupsize_zvf_sweep	42	0	8	0.1406	0.3125	0.2975	-0.0150	0.6875
groupsize_zvf_sweep	42	1	8	0.2266	0.1875	0.1281	-0.0594	0.8125
groupsize_zvf_sweep	42	2	8	0.3359	0.0625	0.0380	-0.0245	0.9375
groupsize_zvf_sweep	42	3	8	0.5703	0.0625	0.0124	-0.0501	0.9375
groupsize_zvf_sweep	42	4	8	0.6641	0.0625	0.0380	-0.0245	0.9375
groupsize_zvf_sweep	42	5	8	0.6719	0.0000	0.0417	0.0417	1.0000
groupsize_zvf_sweep	42	6	8	0.6953	0.1875	0.0547	-0.1328	0.8125
groupsize_zvf_sweep	42	7	8	0.8047	0.1875	0.1758	-0.0117	0.8125
groupsize_zvf_sweep	42	8	8	0.8516	0.3750	0.2765	-0.0985	0.6250
groupsize_zvf_sweep	42	9	8	0.7969	0.3125	0.1626	-0.1499	0.6875
groupsize_zvf_sweep	42	10	8	0.8438	0.4375	0.2569	-0.1806	0.5625
groupsize_zvf_sweep	42	11	8	0.8203	0.3125	0.2050	-0.1075	0.6875
groupsize_zvf_sweep	42	12	8	0.9375	0.6250	0.5967	-0.0283	0.3750
groupsize_zvf_sweep	42	13	8	0.9297	0.7500	0.5581	-0.1919	0.2500
groupsize_zvf_sweep	42	14	8	0.9766	0.8125	0.8272	0.0147	0.1875
groupsize_zvf_sweep	42	15	8	0.9922	0.9375	0.9392	0.0017	0.0625
groupsize_zvf_sweep	42	16	8	0.8828	0.6250	0.3689	-0.2561	0.3750
groupsize_zvf_sweep	42	17	8	0.9766	0.8750	0.8272	-0.0478	0.1250
groupsize_zvf_sweep	42	18	8	0.9922	0.9375	0.9392	0.0017	0.0625
groupsize_zvf_sweep	42	19	8	0.9922	0.9375	0.9392	0.0017	0.0625
groupsize_zvf_sweep	42	20	8	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	42	21	8	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	42	22	8	0.9688	0.7500	0.7757	0.0257	0.2500
groupsize_zvf_sweep	42	23	8	0.9609	0.8750	0.7270	-0.1480	0.1250
groupsize_zvf_sweep	42	24	8	0.9453	0.8125	0.6377	-0.1748	0.1875
groupsize_zvf_sweep	42	25	8	0.9844	0.9375	0.8816	-0.0559	0.0625
groupsize_zvf_sweep	42	26	8	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	42	27	8	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	42	28	8	0.9375	1.0000	0.5967	-0.4033	0.0000
groupsize_zvf_sweep	42	29	8	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	42	30	8	0.9375	1.0000	0.5967	-0.4033	0.0000
groupsize_zvf_sweep	42	31	8	0.9609	0.8750	0.7270	-0.1480	0.1250
groupsize_zvf_sweep	42	32	8	0.9531	0.9375	0.6811	-0.2564	0.0625
groupsize_zvf_sweep	42	33	8	0.9922	0.9375	0.9392	0.0017	0.0625
groupsize_zvf_sweep	42	34	8	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	42	35	8	0.9375	1.0000	0.5967	-0.4033	0.0000
groupsize_zvf_sweep	42	36	8	0.9453	0.9375	0.6377	-0.2998	0.0625
groupsize_zvf_sweep	42	37	8	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	42	38	8	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	42	39	8	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep_agg	42	agg	8	0.8656	0.7016	0.3152	-0.3863	0.2984
groupsize_zvf_sweep	123	0	8	0.2344	0.1250	0.1181	-0.0069	0.8750
groupsize_zvf_sweep	123	1	8	0.3203	0.1250	0.0457	-0.0793	0.8750
groupsize_zvf_sweep	123	2	8	0.3984	0.0625	0.0178	-0.0447	0.9375
groupsize_zvf_sweep	123	3	8	0.4297	0.1250	0.0124	-0.1126	0.8750
groupsize_zvf_sweep	123	4	8	0.6406	0.0000	0.0286	0.0286	1.0000
groupsize_zvf_sweep	123	5	8	0.6875	0.0625	0.0500	-0.0125	0.9375
groupsize_zvf_sweep	123	6	8	0.8047	0.2500	0.1758	-0.0742	0.7500
groupsize_zvf_sweep	123	7	8	0.7578	0.0625	0.1088	0.0463	0.9375
groupsize_zvf_sweep	123	8	8	0.9062	0.5000	0.4550	-0.0450	0.5000
groupsize_zvf_sweep	123	9	8	0.8984	0.5000	0.4245	-0.0755	0.5000
groupsize_zvf_sweep	123	10	8	0.8672	0.4375	0.3198	-0.1177	0.5625
groupsize_zvf_sweep	123	11	8	0.8750	0.4375	0.3436	-0.0939	0.5625
groupsize_zvf_sweep	123	12	8	0.8750	0.6250	0.3436	-0.2814	0.3750
groupsize_zvf_sweep	123	13	8	0.8750	0.8750	0.3436	-0.5314	0.1250
groupsize_zvf_sweep	123	14	8	0.8906	0.7500	0.3959	-0.3541	0.2500
groupsize_zvf_sweep	123	15	8	0.9922	0.9375	0.9392	0.0017	0.0625
groupsize_zvf_sweep	123	16	8	0.9688	0.7500	0.7757	0.0257	0.2500
groupsize_zvf_sweep	123	17	8	0.9609	0.8125	0.7270	-0.0855	0.1875
groupsize_zvf_sweep	123	18	8	0.9844	0.8750	0.8816	0.0066	0.1250
groupsize_zvf_sweep	123	19	8	0.9453	0.8125	0.6377	-0.1748	0.1875
groupsize_zvf_sweep	123	20	8	0.9531	0.8125	0.6811	-0.1314	0.1875
groupsize_zvf_sweep	123	21	8	0.9844	0.9375	0.8816	-0.0559	0.0625
groupsize_zvf_sweep	123	22	8	0.9531	0.8750	0.6811	-0.1939	0.1250
groupsize_zvf_sweep	123	23	8	0.9844	0.8750	0.8816	0.0066	0.1250
groupsize_zvf_sweep	123	24	8	0.9922	0.9375	0.9392	0.0017	0.0625
groupsize_zvf_sweep	123	25	8	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	123	26	8	0.9375	0.8750	0.5967	-0.2783	0.1250
groupsize_zvf_sweep	123	27	8	0.9844	0.8750	0.8816	0.0066	0.1250
groupsize_zvf_sweep	123	28	8	0.9375	0.8125	0.5967	-0.2158	0.1875
groupsize_zvf_sweep	123	29	8	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	123	30	8	0.8906	0.9375	0.3959	-0.5416	0.0625
groupsize_zvf_sweep	123	31	8	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	123	32	8	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	123	33	8	0.9844	0.9375	0.8816	-0.0559	0.0625
groupsize_zvf_sweep	123	34	8	0.9844	0.9375	0.8816	-0.0559	0.0625
groupsize_zvf_sweep	123	35	8	0.9922	0.9375	0.9392	0.0017	0.0625
groupsize_zvf_sweep	123	36	8	0.9922	0.9375	0.9392	0.0017	0.0625
groupsize_zvf_sweep	123	37	8	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	123	38	8	0.9688	0.9375	0.7757	-0.1618	0.0625
groupsize_zvf_sweep	123	39	8	0.9922	0.9375	0.9392	0.0017	0.0625
groupsize_zvf_sweep_agg	123	agg	8	0.8711	0.6922	0.3315	-0.3607	0.3078
groupsize_zvf_sweep	456	0	8	0.2734	0.1250	0.0777	-0.0473	0.8750
groupsize_zvf_sweep	456	1	8	0.3672	0.1250	0.0260	-0.0990	0.8750
groupsize_zvf_sweep	456	2	8	0.3984	0.0000	0.0178	0.0178	1.0000
groupsize_zvf_sweep	456	3	8	0.5000	0.0625	0.0078	-0.0547	0.9375
groupsize_zvf_sweep	456	4	8	0.6406	0.0000	0.0286	0.0286	1.0000
groupsize_zvf_sweep	456	5	8	0.7500	0.1250	0.1001	-0.0249	0.8750
groupsize_zvf_sweep	456	6	8	0.8125	0.2500	0.1899	-0.0601	0.7500
groupsize_zvf_sweep	456	7	8	0.7891	0.3125	0.1503	-0.1622	0.6875
groupsize_zvf_sweep	456	8	8	0.8594	0.2500	0.2975	0.0475	0.7500
groupsize_zvf_sweep	456	9	8	0.8438	0.4375	0.2569	-0.1806	0.5625
groupsize_zvf_sweep	456	10	8	0.8359	0.4375	0.2384	-0.1991	0.5625
groupsize_zvf_sweep	456	11	8	0.8828	0.6250	0.3689	-0.2561	0.3750
groupsize_zvf_sweep	456	12	8	0.9062	0.5000	0.4550	-0.0450	0.5000
groupsize_zvf_sweep	456	13	8	0.8828	0.5000	0.3689	-0.1311	0.5000
groupsize_zvf_sweep	456	14	8	0.9531	0.6875	0.6811	-0.0064	0.3125
groupsize_zvf_sweep	456	15	8	0.9219	0.8750	0.5216	-0.3534	0.1250
groupsize_zvf_sweep	456	16	8	0.9453	0.7500	0.6377	-0.1123	0.2500
groupsize_zvf_sweep	456	17	8	0.8594	0.8125	0.2975	-0.5150	0.1875
groupsize_zvf_sweep	456	18	8	0.9453	0.6875	0.6377	-0.0498	0.3125
groupsize_zvf_sweep	456	19	8	0.9922	0.9375	0.9392	0.0017	0.0625
groupsize_zvf_sweep	456	20	8	0.9922	0.9375	0.9392	0.0017	0.0625
groupsize_zvf_sweep	456	21	8	0.9922	0.9375	0.9392	0.0017	0.0625
groupsize_zvf_sweep	456	22	8	0.9297	0.8125	0.5581	-0.2544	0.1875
groupsize_zvf_sweep	456	23	8	0.9609	0.7500	0.7270	-0.0230	0.2500
groupsize_zvf_sweep	456	24	8	0.9922	0.9375	0.9392	0.0017	0.0625
groupsize_zvf_sweep	456	25	8	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	456	26	8	0.9688	0.8750	0.7757	-0.0993	0.1250
groupsize_zvf_sweep	456	27	8	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	456	28	8	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	456	29	8	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	456	30	8	0.8828	0.8125	0.3689	-0.4436	0.1875
groupsize_zvf_sweep	456	31	8	0.9375	1.0000	0.5967	-0.4033	0.0000
groupsize_zvf_sweep	456	32	8	0.9141	0.8750	0.4873	-0.3877	0.1250
groupsize_zvf_sweep	456	33	8	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	456	34	8	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	456	35	8	0.9922	0.9375	0.9392	0.0017	0.0625
groupsize_zvf_sweep	456	36	8	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	456	37	8	0.9922	0.9375	0.9392	0.0017	0.0625
groupsize_zvf_sweep	456	38	8	0.9766	0.9375	0.8272	-0.1103	0.0625
groupsize_zvf_sweep	456	39	8	0.9688	0.8750	0.7757	-0.0993	0.1250
groupsize_zvf_sweep_agg	456	agg	8	0.8715	0.6781	0.3327	-0.3454	0.3219
groupsize_zvf_sweep	42	0	16	0.1914	0.0000	0.0334	0.0334	1.0000
groupsize_zvf_sweep	42	1	16	0.2695	0.0000	0.0066	0.0066	1.0000
groupsize_zvf_sweep	42	2	16	0.3242	0.0000	0.0019	0.0019	1.0000
groupsize_zvf_sweep	42	3	16	0.4961	0.0000	0.0000	0.0000	1.0000
groupsize_zvf_sweep	42	4	16	0.5547	0.0000	0.0001	0.0001	1.0000
groupsize_zvf_sweep	42	5	16	0.6719	0.0000	0.0017	0.0017	1.0000
groupsize_zvf_sweep	42	6	16	0.7461	0.0000	0.0092	0.0092	1.0000
groupsize_zvf_sweep	42	7	16	0.8477	0.0625	0.0710	0.0085	0.9375
groupsize_zvf_sweep	42	8	16	0.8477	0.1250	0.0710	-0.0540	0.8750
groupsize_zvf_sweep	42	9	16	0.8438	0.1875	0.0660	-0.1215	0.8125
groupsize_zvf_sweep	42	10	16	0.8789	0.3750	0.1268	-0.2482	0.6250
groupsize_zvf_sweep	42	11	16	0.7812	0.0625	0.0193	-0.0432	0.9375
groupsize_zvf_sweep	42	12	16	0.9102	0.3750	0.2217	-0.1533	0.6250
groupsize_zvf_sweep	42	13	16	0.8945	0.5000	0.1681	-0.3319	0.5000
groupsize_zvf_sweep	42	14	16	0.9609	0.5625	0.5286	-0.0339	0.4375
groupsize_zvf_sweep	42	15	16	0.9766	0.6875	0.6842	-0.0033	0.3125
groupsize_zvf_sweep	42	16	16	0.8945	0.7500	0.1681	-0.5819	0.2500
groupsize_zvf_sweep	42	17	16	0.9805	0.7500	0.7294	-0.0206	0.2500
groupsize_zvf_sweep	42	18	16	0.9961	0.9375	0.9393	0.0018	0.0625
groupsize_zvf_sweep	42	19	16	0.9883	0.8125	0.8281	0.0156	0.1875
groupsize_zvf_sweep	42	20	16	0.9883	0.8125	0.8281	0.0156	0.1875
groupsize_zvf_sweep	42	21	16	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	42	22	16	0.9961	0.9375	0.9393	0.0018	0.0625
groupsize_zvf_sweep	42	23	16	0.9688	0.8750	0.6017	-0.2733	0.1250
groupsize_zvf_sweep	42	24	16	0.9883	0.8750	0.8281	-0.0469	0.1250
groupsize_zvf_sweep	42	25	16	0.9922	0.8750	0.8821	0.0071	0.1250
groupsize_zvf_sweep	42	26	16	0.9961	0.9375	0.9393	0.0018	0.0625
groupsize_zvf_sweep	42	27	16	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	42	28	16	0.9961	0.9375	0.9393	0.0018	0.0625
groupsize_zvf_sweep	42	29	16	0.9766	0.8750	0.6842	-0.1908	0.1250
groupsize_zvf_sweep	42	30	16	0.9883	0.9375	0.8281	-0.1094	0.0625
groupsize_zvf_sweep	42	31	16	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	42	32	16	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	42	33	16	0.9766	0.9375	0.6842	-0.2533	0.0625
groupsize_zvf_sweep	42	34	16	0.9961	0.9375	0.9393	0.0018	0.0625
groupsize_zvf_sweep	42	35	16	0.9453	0.8750	0.4066	-0.4684	0.1250
groupsize_zvf_sweep	42	36	16	0.9922	0.9375	0.8821	-0.0554	0.0625
groupsize_zvf_sweep	42	37	16	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	42	38	16	0.9922	0.9375	0.8821	-0.0554	0.0625
groupsize_zvf_sweep	42	39	16	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep_agg	42	agg	16	0.8712	0.6219	0.1101	-0.5118	0.3781
groupsize_zvf_sweep	123	0	16	0.1719	0.0625	0.0489	-0.0136	0.9375
groupsize_zvf_sweep	123	1	16	0.2148	0.1250	0.0209	-0.1041	0.8750
groupsize_zvf_sweep	123	2	16	0.4414	0.0000	0.0001	0.0001	1.0000
groupsize_zvf_sweep	123	3	16	0.5000	0.0000	0.0000	0.0000	1.0000
groupsize_zvf_sweep	123	4	16	0.6602	0.0000	0.0013	0.0013	1.0000
groupsize_zvf_sweep	123	5	16	0.7344	0.0000	0.0072	0.0072	1.0000
groupsize_zvf_sweep	123	6	16	0.7383	0.0000	0.0078	0.0078	1.0000
groupsize_zvf_sweep	123	7	16	0.8711	0.1875	0.1099	-0.0776	0.8125
groupsize_zvf_sweep	123	8	16	0.9023	0.3750	0.1932	-0.1818	0.6250
groupsize_zvf_sweep	123	9	16	0.9102	0.1875	0.2217	0.0342	0.8125
groupsize_zvf_sweep	123	10	16	0.8750	0.3750	0.1181	-0.2569	0.6250
groupsize_zvf_sweep	123	11	16	0.8984	0.3750	0.1802	-0.1948	0.6250
groupsize_zvf_sweep	123	12	16	0.8945	0.4375	0.1681	-0.2694	0.5625
groupsize_zvf_sweep	123	13	16	0.8633	0.5000	0.0952	-0.4048	0.5000
groupsize_zvf_sweep	123	14	16	0.9414	0.6250	0.3806	-0.2444	0.3750
groupsize_zvf_sweep	123	15	16	0.9688	0.7500	0.6017	-0.1483	0.2500
groupsize_zvf_sweep	123	16	16	0.9688	0.6875	0.6017	-0.0858	0.3125
groupsize_zvf_sweep	123	17	16	0.9492	0.6875	0.4344	-0.2531	0.3125
groupsize_zvf_sweep	123	18	16	0.9609	0.8125	0.5286	-0.2839	0.1875
groupsize_zvf_sweep	123	19	16	0.9648	0.7500	0.5640	-0.1860	0.2500
groupsize_zvf_sweep	123	20	16	0.9883	0.8750	0.8281	-0.0469	0.1250
groupsize_zvf_sweep	123	21	16	0.9922	0.8750	0.8821	0.0071	0.1250
groupsize_zvf_sweep	123	22	16	0.9375	0.6250	0.3561	-0.2689	0.3750
groupsize_zvf_sweep	123	23	16	0.9883	0.8750	0.8281	-0.0469	0.1250
groupsize_zvf_sweep	123	24	16	0.9961	0.9375	0.9393	0.0018	0.0625
groupsize_zvf_sweep	123	25	16	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	123	26	16	0.9453	0.9375	0.4066	-0.5309	0.0625
groupsize_zvf_sweep	123	27	16	0.9961	0.9375	0.9393	0.0018	0.0625
groupsize_zvf_sweep	123	28	16	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	123	29	16	0.9883	0.8750	0.8281	-0.0469	0.1250
groupsize_zvf_sweep	123	30	16	0.9453	0.8750	0.4066	-0.4684	0.1250
groupsize_zvf_sweep	123	31	16	0.9961	0.9375	0.9393	0.0018	0.0625
groupsize_zvf_sweep	123	32	16	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	123	33	16	0.9922	0.9375	0.8821	-0.0554	0.0625
groupsize_zvf_sweep	123	34	16	0.9961	0.9375	0.9393	0.0018	0.0625
groupsize_zvf_sweep	123	35	16	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	123	36	16	0.9844	0.8750	0.7773	-0.0977	0.1250
groupsize_zvf_sweep	123	37	16	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	123	38	16	0.9570	0.9375	0.4952	-0.4423	0.0625
groupsize_zvf_sweep	123	39	16	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep_agg	123	agg	16	0.8783	0.6344	0.1254	-0.5089	0.3656
groupsize_zvf_sweep	456	0	16	0.2070	0.1250	0.0244	-0.1006	0.8750
groupsize_zvf_sweep	456	1	16	0.2500	0.0000	0.0100	0.0100	1.0000
groupsize_zvf_sweep	456	2	16	0.3711	0.0625	0.0006	-0.0619	0.9375
groupsize_zvf_sweep	456	3	16	0.5117	0.0000	0.0000	0.0000	1.0000
groupsize_zvf_sweep	456	4	16	0.5820	0.0000	0.0002	0.0002	1.0000
groupsize_zvf_sweep	456	5	16	0.7227	0.0000	0.0055	0.0055	1.0000
groupsize_zvf_sweep	456	6	16	0.7539	0.0000	0.0109	0.0109	1.0000
groupsize_zvf_sweep	456	7	16	0.7930	0.0625	0.0244	-0.0381	0.9375
groupsize_zvf_sweep	456	8	16	0.8828	0.1875	0.1361	-0.0514	0.8125
groupsize_zvf_sweep	456	9	16	0.8633	0.1250	0.0952	-0.0298	0.8750
groupsize_zvf_sweep	456	10	16	0.8750	0.3750	0.1181	-0.2569	0.6250
groupsize_zvf_sweep	456	11	16	0.8594	0.4375	0.0885	-0.3490	0.5625
groupsize_zvf_sweep	456	12	16	0.9062	0.5625	0.2070	-0.3555	0.4375
groupsize_zvf_sweep	456	13	16	0.8867	0.4375	0.1461	-0.2914	0.5625
groupsize_zvf_sweep	456	14	16	0.9648	0.6250	0.5640	-0.0610	0.3750
groupsize_zvf_sweep	456	15	16	0.9531	0.6875	0.4639	-0.2236	0.3125
groupsize_zvf_sweep	456	16	16	0.9805	0.7500	0.7294	-0.0206	0.2500
groupsize_zvf_sweep	456	17	16	0.8594	0.7500	0.0885	-0.6615	0.2500
groupsize_zvf_sweep	456	18	16	0.9805	0.7500	0.7294	-0.0206	0.2500
groupsize_zvf_sweep	456	19	16	0.9766	0.8750	0.6842	-0.1908	0.1250
groupsize_zvf_sweep	456	20	16	0.9766	0.8750	0.6842	-0.1908	0.1250
groupsize_zvf_sweep	456	21	16	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	456	22	16	0.9258	0.8125	0.2912	-0.5213	0.1875
groupsize_zvf_sweep	456	23	16	0.9922	0.8750	0.8821	0.0071	0.1250
groupsize_zvf_sweep	456	24	16	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	456	25	16	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	456	26	16	0.9688	0.9375	0.6017	-0.3358	0.0625
groupsize_zvf_sweep	456	27	16	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	456	28	16	0.9961	0.9375	0.9393	0.0018	0.0625
groupsize_zvf_sweep	456	29	16	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	456	30	16	0.9023	0.8750	0.1932	-0.6818	0.1250
groupsize_zvf_sweep	456	31	16	0.9336	0.8125	0.3331	-0.4794	0.1875
groupsize_zvf_sweep	456	32	16	0.9453	0.8750	0.4066	-0.4684	0.1250
groupsize_zvf_sweep	456	33	16	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	456	34	16	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	456	35	16	0.9961	0.9375	0.9393	0.0018	0.0625
groupsize_zvf_sweep	456	36	16	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	456	37	16	1.0000	1.0000	1.0000	0.0000	0.0000
groupsize_zvf_sweep	456	38	16	0.9805	0.8125	0.7294	-0.0831	0.1875
groupsize_zvf_sweep	456	39	16	0.9922	0.9375	0.8821	-0.0554	0.0625
groupsize_zvf_sweep_agg	456	agg	16	0.8697	0.6375	0.1072	-0.5303	0.3625
