entry_id,category,mutation_idx,expected,actual,mut_label
delta_areal,drop_top_required,3,caught,caught,drop_top_required:name
delta_areal,drop_top_required,4,caught,caught,drop_top_required:deltas
delta_areal,drop_top_required,5,caught,caught,drop_top_required:deltas
delta_areal,drop_top_required,6,caught,caught,drop_top_required:id
delta_areal,drop_top_required,7,caught,caught,drop_top_required:deltas
delta_areal,drop_top_required,8,caught,caught,drop_top_required:name
delta_areal,drop_top_required,9,caught,caught,drop_top_required:record_type
delta_cppo,drop_top_required,0,caught,caught,drop_top_required:record_type
delta_cppo,drop_top_required,1,caught,caught,drop_top_required:record_type
delta_cppo,drop_top_required,2,caught,caught,drop_top_required:id
delta_cppo,drop_top_required,3,caught,caught,drop_top_required:base
delta_cppo,drop_top_required,4,caught,caught,drop_top_required:deltas
delta_cppo,drop_top_required,5,caught,caught,drop_top_required:deltas
delta_cppo,drop_top_required,6,caught,caught,drop_top_required:base
delta_cppo,drop_top_required,7,caught,caught,drop_top_required:citation
delta_cppo,drop_top_required,8,caught,caught,drop_top_required:deltas
delta_cppo,drop_top_required,9,caught,caught,drop_top_required:id
delta_dapo,drop_top_required,0,caught,caught,drop_top_required:record_type
delta_dapo,drop_top_required,1,caught,caught,drop_top_required:citation
delta_dapo,drop_top_required,2,caught,caught,drop_top_required:record_type
delta_dapo,drop_top_required,3,caught,caught,drop_top_required:name
delta_dapo,drop_top_required,4,caught,caught,drop_top_required:citation
delta_dapo,drop_top_required,5,caught,caught,drop_top_required:base
delta_dapo,drop_top_required,6,caught,caught,drop_top_required:deltas
delta_dapo,drop_top_required,7,caught,caught,drop_top_required:record_type
delta_dapo,drop_top_required,8,caught,caught,drop_top_required:base
delta_dapo,drop_top_required,9,caught,caught,drop_top_required:id
delta_drgrpo,drop_top_required,0,caught,caught,drop_top_required:record_type
delta_drgrpo,drop_top_required,1,caught,caught,drop_top_required:record_type
delta_drgrpo,drop_top_required,2,caught,caught,drop_top_required:record_type
delta_drgrpo,drop_top_required,3,caught,caught,drop_top_required:id
delta_drgrpo,drop_top_required,4,caught,caught,drop_top_required:base
delta_drgrpo,drop_top_required,5,caught,caught,drop_top_required:base
delta_drgrpo,drop_top_required,6,caught,caught,drop_top_required:name
delta_drgrpo,drop_top_required,7,caught,caught,drop_top_required:name
delta_drgrpo,drop_top_required,8,caught,caught,drop_top_required:base
delta_drgrpo,drop_top_required,9,caught,caught,drop_top_required:id
delta_es,drop_top_required,0,caught,caught,drop_top_required:base
delta_es,drop_top_required,1,caught,caught,drop_top_required:name
delta_es,drop_top_required,2,caught,caught,drop_top_required:name
delta_es,drop_top_required,3,caught,caught,drop_top_required:deltas
delta_es,drop_top_required,4,caught,caught,drop_top_required:id
delta_es,drop_top_required,5,caught,caught,drop_top_required:name
delta_es,drop_top_required,6,caught,caught,drop_top_required:id
delta_es,drop_top_required,7,caught,caught,drop_top_required:record_type
delta_es,drop_top_required,8,caught,caught,drop_top_required:citation
delta_es,drop_top_required,9,caught,caught,drop_top_required:base
delta_gift,drop_top_required,0,caught,caught,drop_top_required:id
delta_gift,drop_top_required,1,caught,caught,drop_top_required:record_type
delta_gift,drop_top_required,2,caught,caught,drop_top_required:id
delta_gift,drop_top_required,3,caught,caught,drop_top_required:record_type
delta_gift,drop_top_required,4,caught,caught,drop_top_required:citation
delta_gift,drop_top_required,5,caught,caught,drop_top_required:id
delta_gift,drop_top_required,6,caught,caught,drop_top_required:name
delta_gift,drop_top_required,7,caught,caught,drop_top_required:base
delta_gift,drop_top_required,8,caught,caught,drop_top_required:base
delta_gift,drop_top_required,9,caught,caught,drop_top_required:name
delta_gspo,drop_top_required,0,caught,caught,drop_top_required:citation
delta_gspo,drop_top_required,1,caught,caught,drop_top_required:id
delta_gspo,drop_top_required,2,caught,caught,drop_top_required:name
delta_gspo,drop_top_required,3,caught,caught,drop_top_required:deltas
delta_gspo,drop_top_required,4,caught,caught,drop_top_required:base
delta_gspo,drop_top_required,5,caught,caught,drop_top_required:deltas
delta_gspo,drop_top_required,6,caught,caught,drop_top_required:record_type
delta_gspo,drop_top_required,7,caught,caught,drop_top_required:record_type
delta_gspo,drop_top_required,8,caught,caught,drop_top_required:record_type
delta_gspo,drop_top_required,9,caught,caught,drop_top_required:name
delta_mcgrpo,drop_top_required,0,caught,caught,drop_top_required:base
delta_mcgrpo,drop_top_required,1,caught,caught,drop_top_required:name
delta_mcgrpo,drop_top_required,2,caught,caught,drop_top_required:base
delta_mcgrpo,drop_top_required,3,caught,caught,drop_top_required:name
delta_mcgrpo,drop_top_required,4,caught,caught,drop_top_required:deltas
delta_mcgrpo,drop_top_required,5,caught,caught,drop_top_required:name
delta_mcgrpo,drop_top_required,6,caught,caught,drop_top_required:id
delta_mcgrpo,drop_top_required,7,caught,caught,drop_top_required:citation
delta_mcgrpo,drop_top_required,8,caught,caught,drop_top_required:record_type
delta_mcgrpo,drop_top_required,9,caught,caught,drop_top_required:id
delta_ngrpo,drop_top_required,0,caught,caught,drop_top_required:id
delta_ngrpo,drop_top_required,1,caught,caught,drop_top_required:base
delta_ngrpo,drop_top_required,2,caught,caught,drop_top_required:name
delta_ngrpo,drop_top_required,3,caught,caught,drop_top_required:deltas
delta_ngrpo,drop_top_required,4,caught,caught,drop_top_required:id
delta_ngrpo,drop_top_required,5,caught,caught,drop_top_required:record_type
delta_ngrpo,drop_top_required,6,caught,caught,drop_top_required:record_type
delta_ngrpo,drop_top_required,7,caught,caught,drop_top_required:deltas
delta_ngrpo,drop_top_required,8,caught,caught,drop_top_required:deltas
delta_ngrpo,drop_top_required,9,caught,caught,drop_top_required:id
delta_scafgrpo,drop_top_required,0,caught,caught,drop_top_required:name
delta_scafgrpo,drop_top_required,1,caught,caught,drop_top_required:id
delta_scafgrpo,drop_top_required,2,caught,caught,drop_top_required:citation
delta_scafgrpo,drop_top_required,3,caught,caught,drop_top_required:record_type
delta_scafgrpo,drop_top_required,4,caught,caught,drop_top_required:id
delta_scafgrpo,drop_top_required,5,caught,caught,drop_top_required:id
delta_scafgrpo,drop_top_required,6,caught,caught,drop_top_required:citation
delta_scafgrpo,drop_top_required,7,caught,caught,drop_top_required:id
delta_scafgrpo,drop_top_required,8,caught,caught,drop_top_required:deltas
delta_scafgrpo,drop_top_required,9,caught,caught,drop_top_required:record_type
openrlhf_grpo_qwen3-8b_gsm8k,drop_top_required,0,caught,caught,drop_top_required:record_type
openrlhf_grpo_qwen3-8b_gsm8k,drop_top_required,1,caught,caught,drop_top_required:record_type
openrlhf_grpo_qwen3-8b_gsm8k,drop_top_required,2,caught,caught,drop_top_required:min_report
openrlhf_grpo_qwen3-8b_gsm8k,drop_top_required,3,caught,caught,drop_top_required:framework
openrlhf_grpo_qwen3-8b_gsm8k,drop_top_required,4,caught,caught,drop_top_required:framework
openrlhf_grpo_qwen3-8b_gsm8k,drop_top_required,5,caught,caught,drop_top_required:id
openrlhf_grpo_qwen3-8b_gsm8k,drop_top_required,6,caught,caught,drop_top_required:framework
openrlhf_grpo_qwen3-8b_gsm8k,drop_top_required,7,caught,caught,drop_top_required:id
openrlhf_grpo_qwen3-8b_gsm8k,drop_top_required,8,caught,caught,drop_top_required:id
openrlhf_grpo_qwen3-8b_gsm8k,drop_top_required,9,caught,caught,drop_top_required:provenance
tinker_aero_qwen3.5-4b_gsm8k,drop_top_required,0,caught,caught,drop_top_required:id
tinker_aero_qwen3.5-4b_gsm8k,drop_top_required,1,caught,caught,drop_top_required:record_type
tinker_aero_qwen3.5-4b_gsm8k,drop_top_required,2,caught,caught,drop_top_required:provenance
tinker_aero_qwen3.5-4b_gsm8k,drop_top_required,3,caught,caught,drop_top_required:label_claimed
tinker_aero_qwen3.5-4b_gsm8k,drop_top_required,4,caught,caught,drop_top_required:record_type
tinker_aero_qwen3.5-4b_gsm8k,drop_top_required,5,caught,caught,drop_top_required:id
tinker_aero_qwen3.5-4b_gsm8k,drop_top_required,6,caught,caught,drop_top_required:id
tinker_aero_qwen3.5-4b_gsm8k,drop_top_required,7,caught,caught,drop_top_required:id
tinker_aero_qwen3.5-4b_gsm8k,drop_top_required,8,caught,caught,drop_top_required:id
tinker_aero_qwen3.5-4b_gsm8k,drop_top_required,9,caught,caught,drop_top_required:label_claimed
tinker_areal_qwen3.5-4b_gsm8k,drop_top_required,0,caught,caught,drop_top_required:framework
tinker_areal_qwen3.5-4b_gsm8k,drop_top_required,1,caught,caught,drop_top_required:label_claimed
tinker_areal_qwen3.5-4b_gsm8k,drop_top_required,2,caught,caught,drop_top_required:min_report
tinker_areal_qwen3.5-4b_gsm8k,drop_top_required,3,caught,caught,drop_top_required:record_type
tinker_areal_qwen3.5-4b_gsm8k,drop_top_required,4,caught,caught,drop_top_required:min_report
tinker_areal_qwen3.5-4b_gsm8k,drop_top_required,5,caught,caught,drop_top_required:provenance
tinker_areal_qwen3.5-4b_gsm8k,drop_top_required,6,caught,caught,drop_top_required:framework
tinker_areal_qwen3.5-4b_gsm8k,drop_top_required,7,caught,caught,drop_top_required:framework
tinker_areal_qwen3.5-4b_gsm8k,drop_top_required,8,caught,caught,drop_top_required:min_report
tinker_areal_qwen3.5-4b_gsm8k,drop_top_required,9,caught,caught,drop_top_required:min_report
tinker_dapo_qwen3.5-4b_gsm8k,drop_top_required,0,caught,caught,drop_top_required:record_type
tinker_dapo_qwen3.5-4b_gsm8k,drop_top_required,1,caught,caught,drop_top_required:record_type
tinker_dapo_qwen3.5-4b_gsm8k,drop_top_required,2,caught,caught,drop_top_required:label_claimed
tinker_dapo_qwen3.5-4b_gsm8k,drop_top_required,3,caught,caught,drop_top_required:provenance
tinker_dapo_qwen3.5-4b_gsm8k,drop_top_required,4,caught,caught,drop_top_required:record_type
tinker_dapo_qwen3.5-4b_gsm8k,drop_top_required,5,caught,caught,drop_top_required:label_claimed
tinker_dapo_qwen3.5-4b_gsm8k,drop_top_required,6,caught,caught,drop_top_required:record_type
tinker_dapo_qwen3.5-4b_gsm8k,drop_top_required,7,caught,caught,drop_top_required:provenance
tinker_dapo_qwen3.5-4b_gsm8k,drop_top_required,8,caught,caught,drop_top_required:id
tinker_dapo_qwen3.5-4b_gsm8k,drop_top_required,9,caught,caught,drop_top_required:label_claimed
tinker_drgrpo_qwen3.5-4b_gsm8k,drop_top_required,0,caught,caught,drop_top_required:framework
tinker_drgrpo_qwen3.5-4b_gsm8k,drop_top_required,1,caught,caught,drop_top_required:record_type
tinker_drgrpo_qwen3.5-4b_gsm8k,drop_top_required,2,caught,caught,drop_top_required:provenance
tinker_drgrpo_qwen3.5-4b_gsm8k,drop_top_required,3,caught,caught,drop_top_required:label_claimed
tinker_drgrpo_qwen3.5-4b_gsm8k,drop_top_required,4,caught,caught,drop_top_required:label_claimed
tinker_drgrpo_qwen3.5-4b_gsm8k,drop_top_required,5,caught,caught,drop_top_required:min_report
tinker_drgrpo_qwen3.5-4b_gsm8k,drop_top_required,6,caught,caught,drop_top_required:provenance
tinker_drgrpo_qwen3.5-4b_gsm8k,drop_top_required,7,caught,caught,drop_top_required:provenance
tinker_drgrpo_qwen3.5-4b_gsm8k,drop_top_required,8,caught,caught,drop_top_required:record_type
tinker_drgrpo_qwen3.5-4b_gsm8k,drop_top_required,9,caught,caught,drop_top_required:provenance
tinker_gift_qwen3.5-4b_gsm8k,drop_top_required,0,caught,caught,drop_top_required:id
tinker_gift_qwen3.5-4b_gsm8k,drop_top_required,1,caught,caught,drop_top_required:provenance
tinker_gift_qwen3.5-4b_gsm8k,drop_top_required,2,caught,caught,drop_top_required:provenance
tinker_gift_qwen3.5-4b_gsm8k,drop_top_required,3,caught,caught,drop_top_required:label_claimed
tinker_gift_qwen3.5-4b_gsm8k,drop_top_required,4,caught,caught,drop_top_required:record_type
tinker_gift_qwen3.5-4b_gsm8k,drop_top_required,5,caught,caught,drop_top_required:min_report
tinker_gift_qwen3.5-4b_gsm8k,drop_top_required,6,caught,caught,drop_top_required:min_report
tinker_gift_qwen3.5-4b_gsm8k,drop_top_required,7,caught,caught,drop_top_required:provenance
tinker_gift_qwen3.5-4b_gsm8k,drop_top_required,8,caught,caught,drop_top_required:id
tinker_gift_qwen3.5-4b_gsm8k,drop_top_required,9,caught,caught,drop_top_required:min_report
tinker_grpo_qwen3-8b_gsm8k,drop_top_required,0,caught,caught,drop_top_required:id
tinker_grpo_qwen3-8b_gsm8k,drop_top_required,1,caught,caught,drop_top_required:framework
tinker_grpo_qwen3-8b_gsm8k,drop_top_required,2,caught,caught,drop_top_required:record_type
tinker_grpo_qwen3-8b_gsm8k,drop_top_required,3,caught,caught,drop_top_required:id
tinker_grpo_qwen3-8b_gsm8k,drop_top_required,4,caught,caught,drop_top_required:label_claimed
tinker_grpo_qwen3-8b_gsm8k,drop_top_required,5,caught,caught,drop_top_required:provenance
tinker_grpo_qwen3-8b_gsm8k,drop_top_required,6,caught,caught,drop_top_required:provenance
tinker_grpo_qwen3-8b_gsm8k,drop_top_required,7,caught,caught,drop_top_required:min_report
tinker_grpo_qwen3-8b_gsm8k,drop_top_required,8,caught,caught,drop_top_required:min_report
tinker_grpo_qwen3-8b_gsm8k,drop_top_required,9,caught,caught,drop_top_required:label_claimed
tinker_grpo_qwen3.5-4b_gsm8k,drop_top_required,0,caught,caught,drop_top_required:id
tinker_grpo_qwen3.5-4b_gsm8k,drop_top_required,1,caught,caught,drop_top_required:provenance
tinker_grpo_qwen3.5-4b_gsm8k,drop_top_required,2,caught,caught,drop_top_required:framework
tinker_grpo_qwen3.5-4b_gsm8k,drop_top_required,3,caught,caught,drop_top_required:provenance
tinker_grpo_qwen3.5-4b_gsm8k,drop_top_required,4,caught,caught,drop_top_required:label_claimed
tinker_grpo_qwen3.5-4b_gsm8k,drop_top_required,5,caught,caught,drop_top_required:record_type
tinker_grpo_qwen3.5-4b_gsm8k,drop_top_required,6,caught,caught,drop_top_required:provenance
tinker_grpo_qwen3.5-4b_gsm8k,drop_top_required,7,caught,caught,drop_top_required:label_claimed
tinker_grpo_qwen3.5-4b_gsm8k,drop_top_required,8,caught,caught,drop_top_required:id
tinker_grpo_qwen3.5-4b_gsm8k,drop_top_required,9,caught,caught,drop_top_required:id
tinker_gspo_qwen3.5-4b_gsm8k,drop_top_required,0,caught,caught,drop_top_required:label_claimed
tinker_gspo_qwen3.5-4b_gsm8k,drop_top_required,1,caught,caught,drop_top_required:framework
tinker_gspo_qwen3.5-4b_gsm8k,drop_top_required,2,caught,caught,drop_top_required:record_type
tinker_gspo_qwen3.5-4b_gsm8k,drop_top_required,3,caught,caught,drop_top_required:label_claimed
tinker_gspo_qwen3.5-4b_gsm8k,drop_top_required,4,caught,caught,drop_top_required:provenance
tinker_gspo_qwen3.5-4b_gsm8k,drop_top_required,5,caught,caught,drop_top_required:label_claimed
tinker_gspo_qwen3.5-4b_gsm8k,drop_top_required,6,caught,caught,drop_top_required:provenance
tinker_gspo_qwen3.5-4b_gsm8k,drop_top_required,7,caught,caught,drop_top_required:framework
tinker_gspo_qwen3.5-4b_gsm8k,drop_top_required,8,caught,caught,drop_top_required:id
tinker_gspo_qwen3.5-4b_gsm8k,drop_top_required,9,caught,caught,drop_top_required:min_report
trl_grpo_qwen3-8b_gsm8k,drop_top_required,0,caught,caught,drop_top_required:label_claimed
trl_grpo_qwen3-8b_gsm8k,drop_top_required,1,caught,caught,drop_top_required:record_type
trl_grpo_qwen3-8b_gsm8k,drop_top_required,2,caught,caught,drop_top_required:record_type
trl_grpo_qwen3-8b_gsm8k,drop_top_required,3,caught,caught,drop_top_required:framework
trl_grpo_qwen3-8b_gsm8k,drop_top_required,4,caught,caught,drop_top_required:min_report
trl_grpo_qwen3-8b_gsm8k,drop_top_required,5,caught,caught,drop_top_required:min_report
trl_grpo_qwen3-8b_gsm8k,drop_top_required,6,caught,caught,drop_top_required:provenance
trl_grpo_qwen3-8b_gsm8k,drop_top_required,7,caught,caught,drop_top_required:framework
trl_grpo_qwen3-8b_gsm8k,drop_top_required,8,caught,caught,drop_top_required:label_claimed
trl_grpo_qwen3-8b_gsm8k,drop_top_required,9,caught,caught,drop_top_required:min_report
verl_grpo_qwen3-8b_gsm8k,drop_top_required,0,caught,caught,drop_top_required:id
verl_grpo_qwen3-8b_gsm8k,drop_top_required,1,caught,caught,drop_top_required:record_type
verl_grpo_qwen3-8b_gsm8k,drop_top_required,2,caught,caught,drop_top_required:provenance
verl_grpo_qwen3-8b_gsm8k,drop_top_required,3,caught,caught,drop_top_required:label_claimed
verl_grpo_qwen3-8b_gsm8k,drop_top_required,4,caught,caught,drop_top_required:id
verl_grpo_qwen3-8b_gsm8k,drop_top_required,5,caught,caught,drop_top_required:min_report
verl_grpo_qwen3-8b_gsm8k,drop_top_required,6,caught,caught,drop_top_required:min_report
verl_grpo_qwen3-8b_gsm8k,drop_top_required,7,caught,caught,drop_top_required:id
verl_grpo_qwen3-8b_gsm8k,drop_top_required,8,caught,caught,drop_top_required:framework
verl_grpo_qwen3-8b_gsm8k,drop_top_required,9,caught,caught,drop_top_required:label_claimed
zvf130_cppo,drop_top_required,0,caught,caught,drop_top_required:framework
zvf130_cppo,drop_top_required,1,caught,caught,drop_top_required:min_report
zvf130_cppo,drop_top_required,2,caught,caught,drop_top_required:id
zvf130_cppo,drop_top_required,3,caught,caught,drop_top_required:framework
zvf130_cppo,drop_top_required,4,caught,caught,drop_top_required:record_type
zvf130_cppo,drop_top_required,5,caught,caught,drop_top_required:id
zvf130_cppo,drop_top_required,6,caught,caught,drop_top_required:id
zvf130_cppo,drop_top_required,7,caught,caught,drop_top_required:label_claimed
zvf130_cppo,drop_top_required,8,caught,caught,drop_top_required:provenance
zvf130_cppo,drop_top_required,9,caught,caught,drop_top_required:label_claimed
zvf130_es,drop_top_required,0,caught,caught,drop_top_required:min_report
zvf130_es,drop_top_required,1,caught,caught,drop_top_required:provenance
zvf130_es,drop_top_required,2,caught,caught,drop_top_required:record_type
zvf130_es,drop_top_required,3,caught,caught,drop_top_required:label_claimed
zvf130_es,drop_top_required,4,caught,caught,drop_top_required:id
zvf130_es,drop_top_required,5,caught,caught,drop_top_required:id
zvf130_es,drop_top_required,6,caught,caught,drop_top_required:id
zvf130_es,drop_top_required,7,caught,caught,drop_top_required:min_report
zvf130_es,drop_top_required,8,caught,caught,drop_top_required:label_claimed
zvf130_es,drop_top_required,9,caught,caught,drop_top_required:id
zvf130_mcgrpo,drop_top_required,0,caught,caught,drop_top_required:provenance
zvf130_mcgrpo,drop_top_required,1,caught,caught,drop_top_required:min_report
zvf130_mcgrpo,drop_top_required,2,caught,caught,drop_top_required:provenance
zvf130_mcgrpo,drop_top_required,3,caught,caught,drop_top_required:provenance
zvf130_mcgrpo,drop_top_required,4,caught,caught,drop_top_required:min_report
zvf130_mcgrpo,drop_top_required,5,caught,caught,drop_top_required:min_report
zvf130_mcgrpo,drop_top_required,6,caught,caught,drop_top_required:provenance
zvf130_mcgrpo,drop_top_required,7,caught,caught,drop_top_required:provenance
zvf130_mcgrpo,drop_top_required,8,caught,caught,drop_top_required:record_type
zvf130_mcgrpo,drop_top_required,9,caught,caught,drop_top_required:label_claimed
zvf130_ngrpo,drop_top_required,0,caught,caught,drop_top_required:record_type
zvf130_ngrpo,drop_top_required,1,caught,caught,drop_top_required:label_claimed
zvf130_ngrpo,drop_top_required,2,caught,caught,drop_top_required:id
zvf130_ngrpo,drop_top_required,3,caught,caught,drop_top_required:framework
zvf130_ngrpo,drop_top_required,4,caught,caught,drop_top_required:min_report
zvf130_ngrpo,drop_top_required,5,caught,caught,drop_top_required:framework
zvf130_ngrpo,drop_top_required,6,caught,caught,drop_top_required:provenance
zvf130_ngrpo,drop_top_required,7,caught,caught,drop_top_required:record_type
zvf130_ngrpo,drop_top_required,8,caught,caught,drop_top_required:min_report
zvf130_ngrpo,drop_top_required,9,caught,caught,drop_top_required:record_type
zvf130_scafgrpo,drop_top_required,0,caught,caught,drop_top_required:framework
zvf130_scafgrpo,drop_top_required,1,caught,caught,drop_top_required:label_claimed
zvf130_scafgrpo,drop_top_required,2,caught,caught,drop_top_required:provenance
zvf130_scafgrpo,drop_top_required,3,caught,caught,drop_top_required:min_report
zvf130_scafgrpo,drop_top_required,4,caught,caught,drop_top_required:record_type
zvf130_scafgrpo,drop_top_required,5,caught,caught,drop_top_required:min_report
zvf130_scafgrpo,drop_top_required,6,caught,caught,drop_top_required:framework
zvf130_scafgrpo,drop_top_required,7,caught,caught,drop_top_required:provenance
zvf130_scafgrpo,drop_top_required,8,caught,caught,drop_top_required:provenance
zvf130_scafgrpo,drop_top_required,9,caught,caught,drop_top_required:provenance
colab-open_dapo_e3,wrong_type_record_type,0,caught,caught,wrong_type:record_type
colab-open_dapo_e3,wrong_type_record_type,1,caught,caught,wrong_type:record_type
colab-open_dapo_e3,wrong_type_record_type,2,caught,caught,wrong_type:record_type
colab-open_dapo_e3,wrong_type_record_type,3,caught,caught,wrong_type:record_type
colab-open_dapo_e3,wrong_type_record_type,4,caught,caught,wrong_type:record_type
colab-open_dapo_e3,wrong_type_record_type,5,caught,caught,wrong_type:record_type
colab-open_dapo_e3,wrong_type_record_type,6,caught,caught,wrong_type:record_type
colab-open_dapo_e3,wrong_type_record_type,7,caught,caught,wrong_type:record_type
colab-open_dapo_e3,wrong_type_record_type,8,caught,caught,wrong_type:record_type
colab-open_dapo_e3,wrong_type_record_type,9,caught,caught,wrong_type:record_type
colab-open_drgrpo_e3,wrong_type_record_type,0,caught,caught,wrong_type:record_type
colab-open_drgrpo_e3,wrong_type_record_type,1,caught,caught,wrong_type:record_type
colab-open_drgrpo_e3,wrong_type_record_type,2,caught,caught,wrong_type:record_type
colab-open_drgrpo_e3,wrong_type_record_type,3,caught,caught,wrong_type:record_type
colab-open_drgrpo_e3,wrong_type_record_type,4,caught,caught,wrong_type:record_type
colab-open_drgrpo_e3,wrong_type_record_type,5,caught,caught,wrong_type:record_type
colab-open_drgrpo_e3,wrong_type_record_type,6,caught,caught,wrong_type:record_type
colab-open_drgrpo_e3,wrong_type_record_type,7,caught,caught,wrong_type:record_type
colab-open_drgrpo_e3,wrong_type_record_type,8,caught,caught,wrong_type:record_type
colab-open_drgrpo_e3,wrong_type_record_type,9,caught,caught,wrong_type:record_type
colab-open_grpo-adaptiveg_e3,wrong_type_record_type,0,caught,caught,wrong_type:record_type
colab-open_grpo-adaptiveg_e3,wrong_type_record_type,1,caught,caught,wrong_type:record_type
colab-open_grpo-adaptiveg_e3,wrong_type_record_type,2,caught,caught,wrong_type:record_type
colab-open_grpo-adaptiveg_e3,wrong_type_record_type,3,caught,caught,wrong_type:record_type
colab-open_grpo-adaptiveg_e3,wrong_type_record_type,4,caught,caught,wrong_type:record_type
colab-open_grpo-adaptiveg_e3,wrong_type_record_type,5,caught,caught,wrong_type:record_type
colab-open_grpo-adaptiveg_e3,wrong_type_record_type,6,caught,caught,wrong_type:record_type
colab-open_grpo-adaptiveg_e3,wrong_type_record_type,7,caught,caught,wrong_type:record_type
colab-open_grpo-adaptiveg_e3,wrong_type_record_type,8,caught,caught,wrong_type:record_type
colab-open_grpo-adaptiveg_e3,wrong_type_record_type,9,caught,caught,wrong_type:record_type
colab-open_grpo_e3,wrong_type_record_type,0,caught,caught,wrong_type:record_type
colab-open_grpo_e3,wrong_type_record_type,1,caught,caught,wrong_type:record_type
colab-open_grpo_e3,wrong_type_record_type,2,caught,caught,wrong_type:record_type
colab-open_grpo_e3,wrong_type_record_type,3,caught,caught,wrong_type:record_type
colab-open_grpo_e3,wrong_type_record_type,4,caught,caught,wrong_type:record_type
colab-open_grpo_e3,wrong_type_record_type,5,caught,caught,wrong_type:record_type
colab-open_grpo_e3,wrong_type_record_type,6,caught,caught,wrong_type:record_type
