manifest	cell_id	check1_cellid_parses	check2_hash_unique	check3_tensor_exists	check4_tensor_G_match	check5_tensor_model_match	check6_heldout_matches_task	check7_decontam_matches_task	check8_gss_matches_G	check5_tensor_model_match_strict	check5_tensor_model_match_canon
Qwen-Qwen3-5-4B_gsm8k_hard_G16_t0.6_s0_118afdc1a5.json	Qwen-Qwen3-5-4B_gsm8k_hard_G16_t0.6_s0_118afdc1a5	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='Qwen-Qwen3-5-4B' vs tensor='Qwen/Qwen3.5-4B'	PASS
Qwen-Qwen3-5-4B_gsm8k_hard_G16_t0.6_s1_c4ba230736.json	Qwen-Qwen3-5-4B_gsm8k_hard_G16_t0.6_s1_c4ba230736	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='Qwen-Qwen3-5-4B' vs tensor='Qwen/Qwen3.5-4B'	PASS
Qwen-Qwen3-5-4B_gsm8k_hard_G16_t1_s0_c4991bf97d.json	Qwen-Qwen3-5-4B_gsm8k_hard_G16_t1_s0_c4991bf97d	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='Qwen-Qwen3-5-4B' vs tensor='Qwen/Qwen3.5-4B'	PASS
Qwen-Qwen3-5-4B_gsm8k_hard_G16_t1_s1_3af89154ca.json	Qwen-Qwen3-5-4B_gsm8k_hard_G16_t1_s1_3af89154ca	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='Qwen-Qwen3-5-4B' vs tensor='Qwen/Qwen3.5-4B'	PASS
Qwen-Qwen3-5-4B_gsm8k_hard_G2_t0.6_s0_ef4c3f1274.json	Qwen-Qwen3-5-4B_gsm8k_hard_G2_t0.6_s0_ef4c3f1274	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='Qwen-Qwen3-5-4B' vs tensor='Qwen/Qwen3.5-4B'	PASS
Qwen-Qwen3-5-4B_gsm8k_hard_G2_t0.6_s1_416a73f0f5.json	Qwen-Qwen3-5-4B_gsm8k_hard_G2_t0.6_s1_416a73f0f5	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='Qwen-Qwen3-5-4B' vs tensor='Qwen/Qwen3.5-4B'	PASS
Qwen-Qwen3-5-4B_gsm8k_hard_G2_t1_s0_d6dc109a20.json	Qwen-Qwen3-5-4B_gsm8k_hard_G2_t1_s0_d6dc109a20	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='Qwen-Qwen3-5-4B' vs tensor='Qwen/Qwen3.5-4B'	PASS
Qwen-Qwen3-5-4B_gsm8k_hard_G2_t1_s1_b9bc86f4ea.json	Qwen-Qwen3-5-4B_gsm8k_hard_G2_t1_s1_b9bc86f4ea	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='Qwen-Qwen3-5-4B' vs tensor='Qwen/Qwen3.5-4B'	PASS
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t0.6_s0_50c249bd96.json	Qwen-Qwen3-5-4B_gsm8k_hard_G32_t0.6_s0_50c249bd96	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='Qwen-Qwen3-5-4B' vs tensor='Qwen/Qwen3.5-4B'	PASS
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t0.6_s1_9c43d86c6b.json	Qwen-Qwen3-5-4B_gsm8k_hard_G32_t0.6_s1_9c43d86c6b	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='Qwen-Qwen3-5-4B' vs tensor='Qwen/Qwen3.5-4B'	PASS
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s0_5521a4a193.json	Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s0_5521a4a193	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='Qwen-Qwen3-5-4B' vs tensor='Qwen/Qwen3.5-4B'	PASS
Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s1_5abf741165.json	Qwen-Qwen3-5-4B_gsm8k_hard_G32_t1_s1_5abf741165	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='Qwen-Qwen3-5-4B' vs tensor='Qwen/Qwen3.5-4B'	PASS
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s0_567e2fc7f9.json	Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s0_567e2fc7f9	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='Qwen-Qwen3-5-4B' vs tensor='Qwen/Qwen3.5-4B'	PASS
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s1_dbb41c261e.json	Qwen-Qwen3-5-4B_gsm8k_hard_G4_t0.6_s1_dbb41c261e	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='Qwen-Qwen3-5-4B' vs tensor='Qwen/Qwen3.5-4B'	PASS
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s0_cd3e28cb0e.json	Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s0_cd3e28cb0e	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='Qwen-Qwen3-5-4B' vs tensor='Qwen/Qwen3.5-4B'	PASS
Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s1_05d36328de.json	Qwen-Qwen3-5-4B_gsm8k_hard_G4_t1_s1_05d36328de	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='Qwen-Qwen3-5-4B' vs tensor='Qwen/Qwen3.5-4B'	PASS
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s0_eaa0c23aa2.json	Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s0_eaa0c23aa2	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='Qwen-Qwen3-5-4B' vs tensor='Qwen/Qwen3.5-4B'	PASS
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s1_f0e7e296e3.json	Qwen-Qwen3-5-4B_gsm8k_hard_G8_t0.6_s1_f0e7e296e3	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='Qwen-Qwen3-5-4B' vs tensor='Qwen/Qwen3.5-4B'	PASS
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s0_f7266511fb.json	Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s0_f7266511fb	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='Qwen-Qwen3-5-4B' vs tensor='Qwen/Qwen3.5-4B'	PASS
Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s1_3bf25dbc01.json	Qwen-Qwen3-5-4B_gsm8k_hard_G8_t1_s1_3bf25dbc01	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='Qwen-Qwen3-5-4B' vs tensor='Qwen/Qwen3.5-4B'	PASS
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s0_4bcb7d7b0e.json	Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s0_4bcb7d7b0e	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='Qwen-Qwen3-5-4B' vs tensor='Qwen/Qwen3.5-4B'	PASS
Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s1_2242878eaa.json	Qwen-Qwen3-5-4B_humaneval_subset_G16_t0.6_s1_2242878eaa	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='Qwen-Qwen3-5-4B' vs tensor='Qwen/Qwen3.5-4B'	PASS
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s0_5fdcf7ed0b.json	Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s0_5fdcf7ed0b	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='Qwen-Qwen3-5-4B' vs tensor='Qwen/Qwen3.5-4B'	PASS
Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s1_51bf6b93a1.json	Qwen-Qwen3-5-4B_humaneval_subset_G16_t1_s1_51bf6b93a1	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='Qwen-Qwen3-5-4B' vs tensor='Qwen/Qwen3.5-4B'	PASS
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s0_5e1ac2c1f5.json	Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s0_5e1ac2c1f5	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='Qwen-Qwen3-5-4B' vs tensor='Qwen/Qwen3.5-4B'	PASS
Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s1_e6553565b9.json	Qwen-Qwen3-5-4B_humaneval_subset_G2_t0.6_s1_e6553565b9	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='Qwen-Qwen3-5-4B' vs tensor='Qwen/Qwen3.5-4B'	PASS
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s0_d876309eb2.json	Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s0_d876309eb2	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='Qwen-Qwen3-5-4B' vs tensor='Qwen/Qwen3.5-4B'	PASS
Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s1_d247b1d0ea.json	Qwen-Qwen3-5-4B_humaneval_subset_G2_t1_s1_d247b1d0ea	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='Qwen-Qwen3-5-4B' vs tensor='Qwen/Qwen3.5-4B'	PASS
Qwen-Qwen3-5-4B_humaneval_subset_G32_t1_s1_8452f56ff7.json	Qwen-Qwen3-5-4B_humaneval_subset_G32_t1_s1_8452f56ff7	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='Qwen-Qwen3-5-4B' vs tensor='Qwen/Qwen3.5-4B'	PASS
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s0_27daa4cda5.json	Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s0_27daa4cda5	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='Qwen-Qwen3-5-4B' vs tensor='Qwen/Qwen3.5-4B'	PASS
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s1_7c9b62a065.json	Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s1_7c9b62a065	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='Qwen-Qwen3-5-4B' vs tensor='Qwen/Qwen3.5-4B'	PASS
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s0_a47da09000.json	Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s0_a47da09000	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='Qwen-Qwen3-5-4B' vs tensor='Qwen/Qwen3.5-4B'	PASS
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s1_6288406035.json	Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s1_6288406035	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='Qwen-Qwen3-5-4B' vs tensor='Qwen/Qwen3.5-4B'	PASS
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s0_9bee70250b.json	Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s0_9bee70250b	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='Qwen-Qwen3-5-4B' vs tensor='Qwen/Qwen3.5-4B'	PASS
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s1_88242e7f3e.json	Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s1_88242e7f3e	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='Qwen-Qwen3-5-4B' vs tensor='Qwen/Qwen3.5-4B'	PASS
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s0_30b6719385.json	Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s0_30b6719385	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='Qwen-Qwen3-5-4B' vs tensor='Qwen/Qwen3.5-4B'	PASS
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s1_9ab9fb26c7.json	Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s1_9ab9fb26c7	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='Qwen-Qwen3-5-4B' vs tensor='Qwen/Qwen3.5-4B'	PASS
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s0_8e446dc877.json	meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s0_8e446dc877	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s1_e9a9423400.json	meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s1_e9a9423400	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s0_3893b76a6e.json	meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s0_3893b76a6e	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s1_75fe692ecb.json	meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s1_75fe692ecb	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s0_380865a051.json	meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s0_380865a051	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s1_696c3537a1.json	meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s1_696c3537a1	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s0_6a8e8385fb.json	meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s0_6a8e8385fb	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s1_37acf24f27.json	meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s1_37acf24f27	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s0_9dc6f09c24.json	meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s0_9dc6f09c24	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s1_4e257ac5eb.json	meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s1_4e257ac5eb	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s0_4c0ce0d4bc.json	meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s0_4c0ce0d4bc	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s1_cba6422e4d.json	meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s1_cba6422e4d	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s0_199c1c636d.json	meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s0_199c1c636d	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s1_d59ab724e2.json	meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s1_d59ab724e2	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t0.6_s0_d897142710.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t0.6_s0_d897142710	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t0.6_s1_b60b0420a2.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t0.6_s1_b60b0420a2	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t1_s0_6aab836f38.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t1_s0_6aab836f38	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t1_s1_1e545cf2f6.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t1_s1_1e545cf2f6	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t0.6_s0_a5b25a88a5.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t0.6_s0_a5b25a88a5	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t0.6_s1_58aa148ca9.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t0.6_s1_58aa148ca9	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t1_s0_6c07ec4633.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t1_s0_6c07ec4633	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t1_s1_4a331a7ae6.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G2_t1_s1_4a331a7ae6	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t0.6_s0_0d154e9dbc.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t0.6_s0_0d154e9dbc	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t0.6_s1_0d9bbbab8f.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t0.6_s1_0d9bbbab8f	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t1_s0_b4416437d2.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t1_s0_b4416437d2	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t1_s1_8a659041ea.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G32_t1_s1_8a659041ea	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t0.6_s0_474f8bfa6e.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t0.6_s0_474f8bfa6e	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t0.6_s1_2147d931ee.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t0.6_s1_2147d931ee	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t1_s0_b4ba73c1c9.json	meta-llama-Llama-3-2-3B_gsm8k_hard_G4_t1_s0_b4ba73c1c9	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	FAIL:naming_drift cell_id='meta-llama-Llama-3-2-3B' vs tensor='meta-llama/Llama-3.2-3B'	PASS
