method	seed	step	n_prompts	k_mean	item_13_step	item_14_step	item_15_step	item_16_step	item_17_step	p_hat	zvf_obs
gift	0	1	16	6.6875	0.5075853152944277	3.2191959649903574	5	0.625	0.07233072916666666	0.8359375	0.625
gift	0	2	16	6.625	0.598745973789662	4.723041738136078	6	0.625	0.10182291666666667	0.828125	0.6875
gift	0	3	16	6.125	0.6456610001345238	4.468299319727891	5	0.5625	0.12265625	0.765625	0.6875
gift	0	4	16	6.6875	0.5896544294120231	4.555970924195223	5	0.6875	0.09524739583333333	0.8359375	0.6875
gift	0	5	16	5.25	0.7410414189215596	5.612409812409813	5	0.5625	0.18645833333333334	0.65625	0.75
gift	0	6	16	6.625	0.7592475842737972	5.425614636935391	4	0.75	0.11432291666666666	0.828125	0.8125
gift	0	7	16	5.9375	0.7934822792399102	6.183242955874535	5	0.625	0.17180989583333334	0.7421875	0.8125
gift	0	8	16	6.25	0.5645696116710737	3.827428571428571	4	0.625	0.103125	0.78125	0.625
gift	0	9	16	6.8125	0.48166916001019994	3.379977466602285	6	0.625	0.06920572916666666	0.8515625	0.625
gift	0	10	16	6.8125	0.6544461066734666	4.302945436986962	6	0.6875	0.0837890625	0.8515625	0.75
gift	0	11	16	6.3125	0.5586779059102642	3.978560078230045	6	0.625	0.10358072916666666	0.7890625	0.625
gift	0	12	16	7.125	0.4827221662273695	2.058312447786132	5	0.6875	0.03723958333333333	0.890625	0.6875
gift	0	13	16	5.6875	0.5319306764130739	4.32984852984853	8	0.5	0.1369140625	0.7109375	0.5625
gift	0	14	16	7.1875	0.7827882398044983	5.067513935340021	4	0.8125	0.06920572916666666	0.8984375	0.875
gift	0	15	16	6.9375	0.540563495737143	3.8432432432432435	5	0.6875	0.0697265625	0.8671875	0.6875
gift	0	16	16	6.1875	0.569922813191623	4.442192035295483	7	0.5625	0.11920572916666666	0.7734375	0.625
gift	0	17	16	6.5	0.4599241256143061	3.3760683760683756	7	0.5625	0.08333333333333333	0.8125	0.5625
gift	0	18	16	5.5625	0.47106435431178156	4.425833093248824	7	0.375	0.14368489583333333	0.6953125	0.5
gift	0	19	16	6.8125	0.7408345800050999	5.489618541767262	4	0.75	0.1025390625	0.8515625	0.8125
gift	0	20	16	7.125	0.4827221662273695	3.4270676691729327	5	0.6875	0.05390625	0.890625	0.6875
gift	0	21	16	6.75	0.5794822189773029	3.867160493827161	5	0.6875	0.08020833333333334	0.84375	0.6875
grpo	0	0	16	6.5625	0.6068988468800384	4.084665286404417	6	0.6875	0.09368489583333334	0.8203125	0.6875
grpo	0	1	16	6.5	0.5370778219551195	3.7042735042735044	6	0.625	0.08958333333333333	0.8125	0.625
grpo	0	2	16	6.6875	0.6717235435296185	5.042070909360628	5	0.6875	0.10358072916666666	0.8359375	0.75
grpo	0	3	16	6.0625	0.5792293814110838	4.49118722979714	6	0.5	0.1259765625	0.7578125	0.625
grpo	0	4	16	6.4375	0.5450123628293789	3.662679611650485	6	0.5625	0.0916015625	0.8046875	0.625
grpo	0	5	16	5.375	0.6739155831496134	5.416537467700258	5	0.5625	0.17682291666666666	0.671875	0.6875
grpo	0	6	16	6.25	0.6371413430592281	4.900190476190476	7	0.625	0.12604166666666666	0.78125	0.6875
grpo	0	7	16	6.125	0.8582644000538096	6.233015873015873	4	0.6875	0.16223958333333333	0.765625	0.875
grpo	0	8	16	5.875	0.658611922984545	5.1410095953274935	5	0.625	0.14973958333333334	0.734375	0.6875
grpo	0	9	16	6.625	0.598745973789662	4.1375643224699825	5	0.6875	0.09140625	0.828125	0.6875
grpo	0	10	16	7.0	0.5239118325918368	3.876190476190476	5	0.625	0.06666666666666667	0.875	0.6875
grpo	0	11	16	5.875	0.4537790767752719	4.11572799332499	6	0.5	0.12473958333333333	0.734375	0.5
grpo	0	12	16	7.375	0.608030458296708	3.1364971751412427	4	0.8125	0.03723958333333333	0.921875	0.8125
grpo	0	13	16	5.9375	0.5181253182264571	3.831472620946305	6	0.5	0.11555989583333333	0.7421875	0.5625
grpo	0	14	16	6.8125	0.5680576333418333	3.643682600997908	5	0.6875	0.07337239583333334	0.8515625	0.6875
grpo	0	15	16	6.75	0.5794822189773029	4.499259259259259	5	0.6875	0.090625	0.84375	0.6875
grpo	0	16	16	5.875	0.5903343075814539	5.311889862327909	5	0.5625	0.15390625	0.734375	0.625
grpo	0	17	16	6.0625	0.43897250854811176	3.6738942467575657	7	0.4375	0.1072265625	0.7578125	0.5
grpo	0	18	16	5.4375	0.6725487966498959	4.968787963741707	5	0.5	0.16243489583333334	0.6796875	0.6875
grpo	0	19	16	6.0625	0.6493578178425699	5.308480212836714	4	0.6875	0.1447265625	0.7578125	0.6875
grpo	0	20	16	6.9375	0.540563495737143	2.830277336159689	5	0.6875	0.05514322916666667	0.8671875	0.6875
grpo	0	21	16	6.8125	0.5680576333418333	4.039240302591341	4	0.6875	0.07962239583333333	0.8515625	0.6875
grpo	0	22	16	7.4375	0.5757157086414468	4.856209150326797	3	0.8125	0.0478515625	0.9296875	0.8125
grpo	0	23	16	7.1875	0.8913941199022491	6.1634336677814945	3	0.875	0.08170572916666667	0.8984375	0.9375
grpo	0	24	16	7.25	0.6559813128336673	4.590804597701149	4	0.8125	0.059375	0.90625	0.8125
grpo	0	25	16	6.8125	0.5680576333418333	3.643682600997908	5	0.6875	0.07337239583333334	0.8515625	0.6875
grpo	0	26	16	6.75	0.7476893313863817	5.637037037037037	5	0.75	0.109375	0.84375	0.8125
grpo	0	27	16	7.6875	0.5420494987582194	2.4272086720867203	3	0.875	0.016080729166666665	0.9609375	0.875
grpo	0	28	16	6.8125	0.48166916001019994	2.9844197650088526	6	0.625	0.06295572916666667	0.8515625	0.625
grpo	0	29	16	7.3125	0.5123739617159355	2.122921522921523	4	0.75	0.0306640625	0.9140625	0.75
grpo	0	30	16	7.1875	0.3483647194134948	2.3277146042363435	4	0.625	0.03795572916666667	0.8984375	0.625
grpo	0	31	16	7.125	0.5861777329818956	4.453634085213032	4	0.6875	0.06640625	0.890625	0.75
grpo	0	32	16	6.75	0.7476893313863817	5.637037037037037	5	0.75	0.109375	0.84375	0.8125
grpo	0	33	16	7.375	0.608030458296708	3.367909604519774	3	0.8125	0.039322916666666666	0.921875	0.8125
grpo	0	34	16	7.3125	0.8780934904289839	5.942035742035742	3	0.875	0.0681640625	0.9140625	0.9375
grpo	0	35	16	6.875	0.8220683983549506	6.0162962962962965	4	0.8125	0.10598958333333333	0.859375	0.875
grpo	0	36	16	7.0625	0.7028840311918096	4.714060963618486	5	0.75	0.07389322916666667	0.8828125	0.8125
grpo	0	37	16	5.6875	0.6656647688664814	5.140857340857341	6	0.5625	0.15774739583333333	0.7109375	0.6875
grpo	0	38	16	6.375	0.626819642001932	4.650276520864756	7	0.625	0.11432291666666666	0.796875	0.6875
grpo	0	39	16	6.1875	0.7849614065958115	6.154208754208755	5	0.6875	0.15670572916666667	0.7734375	0.8125
aero	0	0	16	6.3125	0.6322315882585535	5.380442488693314	5	0.625	0.13274739583333334	0.7890625	0.6875
aero	0	1	16	6.5625	0.6068988468800384	3.4062387853692204	5	0.625	0.08118489583333334	0.8203125	0.6875
aero	0	2	16	6.9375	0.7243380974422858	6.0138844727080025	4	0.75	0.1009765625	0.8671875	0.8125
aero	0	3	16	6.0625	0.6493578178425699	4.763618224143665	6	0.5625	0.1322265625	0.7578125	0.6875
aero	0	4	16	6.625	0.6789967790317296	4.020468839336764	4	0.6875	0.08932291666666667	0.828125	0.75
aero	0	5	16	5.125	0.5495976065716929	4.92718275008837	7	0.4375	0.17057291666666666	0.640625	0.5625
aero	0	6	16	5.9375	0.7246430389865469	5.312216905901116	5	0.625	0.1509765625	0.7421875	0.75
aero	0	7	16	5.6875	0.5987977226397776	4.816453816453817	7	0.5	0.1494140625	0.7109375	0.625
aero	0	8	16	6.0	0.6527283209549971	4.2444444444444445	5	0.625	0.12291666666666666	0.75	0.6875
aero	0	9	16	6.875	0.4662051950648517	2.8443097643097643	6	0.625	0.05807291666666667	0.859375	0.625
aero	0	10	16	6.8125	0.6544461066734666	4.698503138580396	5	0.6875	0.0900390625	0.8515625	0.75
aero	0	11	16	6.0625	0.5091009449795978	3.583083915308724	5	0.5625	0.10514322916666667	0.7578125	0.5625
aero	0	12	16	6.9375	0.540563495737143	3.1196961667549905	6	0.6875	0.059309895833333334	0.8671875	0.6875
aero	0	13	16	5.6875	0.5319306764130739	3.3566379566379565	6	0.5	0.1119140625	0.7109375	0.5625
aero	0	14	16	7.375	0.4773739443956107	2.2108474576271187	3	0.75	0.02890625	0.921875	0.75
aero	0	15	16	7.0625	0.7028840311918096	4.552959685349066	4	0.8125	0.07180989583333333	0.8828125	0.8125
aero	0	16	16	5.75	0.528930363792288	3.988083735909823	7	0.5	0.12604166666666666	0.71875	0.5625
aero	0	17	16	6.25	0.4919978802829193	3.242285714285714	7	0.5	0.090625	0.78125	0.5625
aero	0	18	16	5.625	0.6011488344230731	4.73879142300195	5	0.4375	0.14973958333333334	0.703125	0.625
aero	0	19	16	6.25	0.5645696116710737	3.924952380952381	6	0.5625	0.10520833333333333	0.78125	0.625
aero	0	20	16	6.625	0.5184951685475945	3.552086906803888	5	0.625	0.08098958333333334	0.828125	0.625
aero	0	21	16	7.25	0.6559813128336673	4.590804597701149	4	0.8125	0.059375	0.90625	0.8125
aero	0	22	16	7.1875	0.45697059951124563	3.60628762541806	4	0.6875	0.0525390625	0.8984375	0.6875
aero	0	23	16	6.9375	0.7243380974422858	5.2903373962197495	5	0.75	0.09055989583333333	0.8671875	0.8125
aero	0	24	16	7.4375	0.5757157086414468	4.856209150326797	3	0.8125	0.0478515625	0.9296875	0.8125
aero	0	25	16	6.5625	0.6068988468800384	4.536949620427881	6	0.625	0.10201822916666667	0.8203125	0.6875
aero	0	26	16	6.5625	0.8427595387520154	6.00687370600414	4	0.75	0.1291015625	0.8203125	0.875
aero	0	27	16	7.8125	0.6383507607373603	2.072	2	0.9375	0.0087890625	0.9765625	0.9375
aero	0	28	16	7.25	0.6559813128336673	4.590804597701149	4	0.8125	0.059375	0.90625	0.8125
aero	0	29	16	7.5	0.6900420626299412	4.12	3	0.875	0.0375	0.9375	0.875
aero	0	30	16	7.5	0.5350630939449118	3.8355555555555556	3	0.8125	0.035416666666666666	0.9375	0.8125
aero	0	31	16	7.25	0.6559813128336673	4.983141762452107	4	0.75	0.06354166666666666	0.90625	0.8125
aero	0	32	16	7.0	0.6191294660734694	3.7238095238095243	5	0.75	0.06458333333333334	0.875	0.75
aero	0	33	16	6.9375	0.4486761948845716	2.97498675145734	5	0.625	0.0572265625	0.8671875	0.625
aero	0	34	16	7.125	0.7930888664909478	5.651294903926483	4	0.8125	0.08098958333333334	0.890625	0.875
aero	0	35	16	6.5625	0.764139308128023	5.5545893719806765	5	0.6875	0.12076822916666667	0.8203125	0.8125
aero	0	36	16	7.1875	0.6741823597067474	4.702207357859531	4	0.75	0.0650390625	0.8984375	0.8125
aero	0	37	16	5.625	0.6676240286858942	5.4573879142300195	6	0.5625	0.16848958333333333	0.703125	0.6875
aero	0	38	16	6.4375	0.6208436356911492	4.723132686084143	5	0.625	0.11243489583333334	0.8046875	0.6875
aero	0	39	16	6.125	0.5747932001614285	5.211337868480725	5	0.5625	0.13932291666666666	0.765625	0.625
areal	0	0	16	6.875	0.5551709958873764	3.671784511784512	4	0.6875	0.07057291666666667	0.859375	0.6875
areal	0	1	16	6.8125	0.3088922133469333	1.40218895863512	4	0.5	0.03795572916666667	0.8515625	0.5
areal	0	2	16	6.5	0.6142315182959329	5.126495726495727	4	0.5625	0.11666666666666667	0.8125	0.6875
areal	0	3	16	5.9375	0.6558037987331836	4.876703880914407	5	0.5625	0.14055989583333334	0.7421875	0.6875
areal	0	4	16	6.625	0.3579935580634593	3.434991423670669	5	0.5	0.07890625	0.828125	0.5
areal	0	5	16	5.25	0.7410414189215596	5.907936507936508	4	0.5	0.19479166666666667	0.65625	0.75
areal	0	6	16	6.5625	0.6068988468800384	4.650020703933747	5	0.625	0.1041015625	0.8203125	0.6875
areal	0	7	16	6.0	0.8610913283819989	6.911111111111111	4	0.6875	0.18541666666666667	0.75	0.875
areal	0	8	16	6.0	0.5832739851459965	4.333333333333333	7	0.5625	0.125	0.75	0.625
areal	0	9	16	6.875	0.5551709958873764	3.1201346801346803	5	0.6875	0.062239583333333334	0.859375	0.6875
areal	0	10	16	7.0625	0.5048067186530161	4.069655850540807	4	0.6875	0.06555989583333334	0.8828125	0.6875
areal	0	11	16	5.875	0.4537790767752719	4.030287859824781	8	0.4375	0.12265625	0.734375	0.5
areal	0	12	16	7.3125	0.6342804712869516	2.7594405594405593	3	0.8125	0.0369140625	0.9140625	0.8125
areal	0	13	16	5.75	0.528930363792288	3.5758454106280197	6	0.5	0.115625	0.71875	0.5625
areal	0	14	16	7.125	0.4827221662273695	2.913784461152882	5	0.6875	0.04765625	0.890625	0.6875
areal	0	15	16	6.6875	0.5896544294120231	4.920545913069278	5	0.625	0.10149739583333334	0.8359375	0.6875
areal	0	16	16	6.0	0.5832739851459965	4.866666666666667	6	0.5	0.1375	0.75	0.625
areal	0	17	16	6.3125	0.41157054121368564	2.7769465835472436	6	0.4375	0.07858072916666667	0.7890625	0.5
areal	0	18	16	5.3125	0.5452287600507113	4.582270861833106	6	0.375	0.1556640625	0.6640625	0.5625
areal	0	19	16	6.0	0.7221826567639977	5.044444444444444	5	0.625	0.14166666666666666	0.75	0.75
areal	0	20	16	6.75	0.5794822189773029	2.9822222222222226	4	0.6875	0.065625	0.84375	0.6875
areal	0	21	16	6.75	0.5794822189773029	4.752098765432098	4	0.6875	0.09479166666666666	0.84375	0.6875
areal	0	22	16	7.25	0.6559813128336673	4.590804597701149	4	0.8125	0.059375	0.90625	0.8125
areal	0	23	16	7.0	0.7143470995551021	4.942857142857143	5	0.75	0.08125	0.875	0.8125
areal	0	24	16	7.4375	0.7171438057609645	5.111173358232182	3	0.875	0.04993489583333333	0.9296875	0.875
areal	0	25	16	6.625	0.5184951685475945	2.6153230417381357	5	0.625	0.06432291666666666	0.828125	0.625
areal	0	26	16	6.6875	0.8358617717648092	5.892745883400089	4	0.75	0.1181640625	0.8359375	0.875
areal	0	27	16	7.625	0.8040253548106919	5.295081967213115	2	0.9375	0.03515625	0.953125	0.9375
areal	0	28	16	7.25	0.7706542085557783	5.375478927203065	4	0.8125	0.06770833333333333	0.90625	0.875
areal	0	29	16	7.625	0.41207606443207584	1.937704918032787	3	0.8125	0.01640625	0.953125	0.8125
areal	0	30	16	7.3125	0.5123739617159355	3.183786583786584	4	0.75	0.04108072916666667	0.9140625	0.75
areal	0	31	16	7.0	0.33347656562857153	3.419047619047619	4	0.5	0.06041666666666667	0.875	0.5625
areal	0	32	16	7.1875	0.5655764796089965	3.0583277591973244	4	0.75	0.0462890625	0.8984375	0.75
areal	0	33	16	7.0	0.4286941991102042	2.6571428571428575	5	0.625	0.05	0.875	0.625
areal	0	34	16	6.875	0.5551709958873764	4.775084175084174	4	0.625	0.08723958333333333	0.859375	0.6875
areal	0	35	16	6.75	0.7476893313863817	5.889876543209876	4	0.6875	0.11354166666666667	0.84375	0.8125
areal	0	36	16	7.1875	0.5655764796089965	3.7889409141583053	5	0.75	0.05462239583333333	0.8984375	0.75
areal	0	37	16	5.375	0.6739155831496134	5.3409376153562205	6	0.5	0.17473958333333334	0.671875	0.6875
areal	0	38	16	6.25	0.7822848058355368	5.8754285714285714	5	0.6875	0.146875	0.78125	0.8125
areal	0	39	16	6.375	0.7014557136015456	5.1651080945198595	6	0.6875	0.12473958333333333	0.796875	0.75
gift	0	0	16	6.5625	0.6855190775040306	4.423878536922015	6	0.6875	0.09993489583333333	0.8203125	0.75
gift	0	1	16	6.4375	0.46918108996760877	3.450588996763754	6	0.5625	0.08743489583333333	0.8046875	0.5625
gift	0	2	16	6.8125	0.5680576333418333	5.22591340737164	4	0.625	0.09837239583333333	0.8515625	0.6875
gift	0	3	16	6.0625	0.5091009449795978	4.4003768983482985	5	0.4375	0.12389322916666666	0.7578125	0.5625
gift	0	4	16	6.9375	0.540563495737143	3.6985338279455924	5	0.625	0.06764322916666667	0.8671875	0.6875
gift	0	5	16	5.0	0.6159069305733872	5.7555555555555555	5	0.5	0.19791666666666666	0.625	0.625
gift	0	6	16	6.3125	0.7057852706068428	5.080039115022613	6	0.625	0.12649739583333333	0.7890625	0.75
gift	0	7	16	5.8125	0.6611772585893257	5.645775729646697	5	0.5625	0.1650390625	0.7265625	0.6875
gift	0	8	16	5.6875	0.5987977226397776	4.735352935352935	6	0.5	0.14733072916666667	0.7109375	0.625
gift	0	9	16	7.0625	0.40576806238361923	3.1030481809242874	5	0.625	0.053059895833333336	0.8828125	0.625
gift	0	10	16	7.0625	0.6038453749224129	4.552959685349066	4	0.6875	0.07180989583333333	0.8828125	0.75
gift	0	11	16	6.0625	0.5792293814110838	4.3095665668994565	6	0.5625	0.12180989583333333	0.7578125	0.625
gift	0	12	16	7.5	0.3800841252598824	0.9911111111111112	4	0.75	0.014583333333333334	0.9375	0.75
gift	0	13	16	5.6875	0.5319306764130739	3.762142362142362	7	0.5	0.12233072916666667	0.7109375	0.5625
gift	0	14	16	7.5	0.5350630939449118	2.1288888888888886	4	0.8125	0.022916666666666665	0.9375	0.8125
gift	0	15	16	6.75	0.4953786627727635	3.4879012345679015	6	0.625	0.07395833333333333	0.84375	0.625
gift	0	16	16	5.9375	0.5869645584798204	4.702498670919723	6	0.5	0.13639322916666666	0.7421875	0.625
gift	0	17	16	6.5	0.6913852146367463	4.032478632478633	3	0.6875	0.09583333333333334	0.8125	0.75
gift	0	18	16	5.625	0.6011488344230731	4.658947368421052	6	0.4375	0.14765625	0.703125	0.625
gift	0	19	16	6.75	0.6635857751818424	4.8785185185185185	5	0.6875	0.096875	0.84375	0.75
gift	0	20	16	6.625	0.598745973789662	4.1375643224699825	5	0.6875	0.09140625	0.828125	0.6875
gift	0	21	16	6.9375	0.6324507965897144	3.9879526585408938	5	0.75	0.07180989583333333	0.8671875	0.75
gift	0	22	16	7.125	0.7930888664909478	5.651294903926483	4	0.8125	0.08098958333333334	0.890625	0.875
gift	0	23	16	7.125	0.7930888664909478	5.651294903926483	4	0.8125	0.08098958333333334	0.890625	0.875
gift	0	24	16	7.5	0.6900420626299412	5.542222222222223	3	0.875	0.04791666666666667	0.9375	0.875
gift	0	25	16	6.8125	0.6544461066734666	3.90738773539353	5	0.6875	0.0775390625	0.8515625	0.75
gift	0	26	16	7.1875	0.6741823597067474	4.884860646599777	4	0.8125	0.06712239583333333	0.8984375	0.8125
gift	0	27	16	7.625	0.8040253548106919	5.295081967213115	2	0.9375	0.03515625	0.953125	0.9375
gift	0	28	16	7.4375	0.7171438057609645	5.111173358232182	3	0.875	0.04993489583333333	0.9296875	0.875
gift	0	29	16	7.6875	0.7710247493791097	4.203252032520325	2	0.9375	0.0244140625	0.9609375	0.9375
gift	0	30	16	7.375	0.7386869721978053	4.293559322033898	3	0.875	0.04765625	0.921875	0.875
gift	0	31	16	7.4375	0.8585719028804822	6.640958605664488	3	0.875	0.06243489583333333	0.9296875	0.9375
gift	0	32	16	6.75	0.6635857751818424	4.752098765432098	3	0.75	0.09479166666666666	0.84375	0.75
gift	0	33	16	7.4375	0.8585719028804822	6.640958605664488	3	0.875	0.06243489583333333	0.9296875	0.9375
gift	0	34	16	7.5	1.0	7.533333333333333	2	0.9375	0.0625	0.9375	1.0
gift	0	35	16	6.5625	0.9213797693760076	7.137584541062802	3	0.8125	0.14993489583333333	0.8203125	0.9375
gift	0	36	16	7.25	0.8853271042778891	5.963984674329502	3	0.875	0.07395833333333333	0.90625	0.9375
gift	0	37	16	6.25	0.8548565372236913	6.460571428571428	4	0.6875	0.159375	0.78125	0.875
gift	0	38	16	6.6875	0.9179308858824046	6.621895861148198	3	0.8125	0.1306640625	0.8359375	0.9375
gift	0	39	16	6.9375	0.7243380974422858	4.422080904433846	5	0.75	0.07805989583333334	0.8671875	0.8125
grpo	0	0	16	6.5	0.6142315182959329	5.345299145299145	4	0.6875	0.12083333333333333	0.8125	0.6875
grpo	0	1	16	6.5625	0.3710381550080613	2.275527950310559	5	0.5	0.0603515625	0.8203125	0.5
grpo	0	2	16	6.625	0.598745973789662	4.371755288736421	6	0.625	0.09557291666666666	0.828125	0.6875
grpo	0	3	16	6.375	0.7014557136015456	5.576973353443942	5	0.625	0.13307291666666668	0.796875	0.75
grpo	0	4	16	6.4375	0.6208436356911492	4.4049967637540455	5	0.625	0.10618489583333333	0.8046875	0.6875
grpo	0	5	16	5.5	0.6710525395753446	5.283636363636364	5	0.5625	0.16875	0.6875	0.6875
grpo	0	6	16	6.375	0.7760917852011592	5.782905982905983	5	0.6875	0.13723958333333333	0.796875	0.8125
grpo	0	7	16	5.6875	0.6656647688664814	5.546361746361746	6	0.5625	0.1681640625	0.7109375	0.6875
grpo	0	8	16	5.8125	0.5256481620250562	4.387403993855607	6	0.5625	0.1337890625	0.7265625	0.5625
grpo	0	9	16	7.0625	0.5048067186530161	3.2641494591937072	5	0.6875	0.05514322916666667	0.8828125	0.6875
grpo	0	10	16	7.0625	0.5048067186530161	3.2641494591937072	5	0.6875	0.05514322916666667	0.8828125	0.6875
grpo	0	11	16	5.75	0.6635216884230628	5.142351046698873	5	0.5	0.15520833333333334	0.71875	0.6875
grpo	0	12	16	7.5625	0.482500797657526	1.2466745375836286	3	0.8125	0.014518229166666667	0.9453125	0.8125
grpo	0	13	16	5.9375	0.5181253182264571	4.441190855927698	6	0.4375	0.13014322916666668	0.7421875	0.5625
grpo	0	14	16	7.0	0.6191294660734694	4.333333333333334	5	0.6875	0.07291666666666667	0.875	0.75
grpo	0	15	16	6.8125	0.6544461066734666	4.039240302591341	5	0.75	0.07962239583333333	0.8515625	0.75
grpo	0	16	16	5.875	0.5903343075814539	4.286608260325407	6	0.5	0.12890625	0.734375	0.625
grpo	0	17	16	6.75	0.3271715503636846	1.970864197530864	6	0.5	0.04895833333333333	0.84375	0.5
grpo	0	18	16	5.1875	0.5482750967797091	3.987487728692548	6	0.375	0.14212239583333333	0.6484375	0.5625
grpo	0	19	16	6.25	0.5645696116710737	4.705142857142857	5	0.5625	0.121875	0.78125	0.625
grpo	0	20	16	6.625	0.5184951685475945	3.200800457404231	6	0.625	0.07473958333333333	0.828125	0.625
grpo	0	21	16	6.875	0.6441367967099011	4.499259259259259	5	0.6875	0.08307291666666666	0.859375	0.75
grpo	0	22	16	7.0625	0.6038453749224129	3.5863520157325466	4	0.75	0.059309895833333334	0.8828125	0.75
grpo	0	23	16	7.0625	0.8019226874612064	6.0028711897738445	4	0.8125	0.09055989583333333	0.8828125	0.875
grpo	0	24	16	7.4375	0.5757157086414468	4.856209150326797	3	0.8125	0.0478515625	0.9296875	0.8125
grpo	0	25	16	6.3125	0.48512422356197493	3.578022246669111	7	0.5625	0.09524739583333333	0.7890625	0.5625
grpo	0	26	16	7.0	0.7143470995551021	5.552380952380952	4	0.75	0.08958333333333333	0.875	0.8125
grpo	0	27	16	7.75	0.7213554770794575	3.129032258064516	2	0.9375	0.015625	0.96875	0.9375
